@relation SubsetSum

@attribute ArraySize numeric
@attribute Sum numeric
@attribute runtime numeric

@data
159,38925,68838
6899,81013,1758357
2121,84494,1278536
7722,79431,237388
9462,50633,192396
2627,1267,225615
2722,45254,317968
3766,62026,753144
5190,40507,791036
9525,23735,390702
7089,27532,6620
9494,98101,14607
9747,91456,1331161
7279,56013,43008
1963,9178,1105486
5001,11710,165996
2880,94937,289378
1203,32279,86795
1520,53481,333294
4811,73734,4212
7469,87975,207930
8355,70886,292297
2311,98734,981897
6488,86076,1603251
1077,14874,310434
2248,72785,878945
7532,44304,46788
9051,92089,421402
729,70886,622923
6456,23102,154073
6583,57279,2442761
4716,88924,304497
1457,86709,4524886
855,9811,67328
5001,1583,209098
1710,82279,228225
7817,42089,557972
4526,57595,1595130
4399,87025,255604
5981,99684,151103
6804,93987,305686
1108,91772,14957
9082,30064,103955
7121,17089,1070357
3229,73102,507032
8323,51583,82751
5697,61393,256581
9241,73418,545355
8418,50950,18732
1172,87975,381631
6203,15191,666603
2627,29748,48914
2311,33861,112628
5475,32596,498038
4336,18355,104411
6836,28482,83578
5190,89874,550387
191,12343,49094
4020,1583,118705
7722,96203,306342
6867,26583,1011229
3039,14874,10243
5127,26899,555329
602,70570,1183146
6678,83228,150265
9747,32596,679758
3956,42406,1516737
4273,2216,386254
7342,93354,99149
4906,634,279919
3545,6647,41194
1710,21203,100421
3102,54114,869517
8165,20887,178522
286,30380,596454
5159,72152,933706
1773,13292,75399
6076,53481,198453
8924,55064,144281
5443,96203,62937
2184,16773,4824
5981,53165,495727
9842,24368,700833
8513,92089,203570
3861,6014,743943
5349,90506,396099
2817,30380,1085520
729,91772,2194373
222,19305,1134668
2184,69621,644062
9747,18988,430779
2817,31013,472218
6076,30697,204588
7880,75633,59520
2374,64874,578944
2817,21203,1423603
8956,20887,645282
8924,69621,671038
1551,60760,415647
6709,56646,1260252
6488,23735,294700
4716,44937,115517
3450,94304,37126
6931,72152,286734
7722,73418,280684
381,67089,1648819
2279,71836,95617
2880,52849,897123
8987,86076,843642
6867,5697,550342
6424,77848,264038
8323,1583,786273
4083,51583,2222008
6646,75633,185939
2817,83544,522059
824,47152,137449
3229,48418,891808
5349,22469,142242
6583,54431,414194
6867,47152,78612
64,77848,4460
5918,73734,188902
6171,19305,1157775
4589,72469,528309
8038,24368,856439
2121,44621,422310
1108,317,19451
571,37975,739293
7279,87975,35412
9684,85127,85564
3513,9811,178546
4937,54747,2139284
6678,31013,602463
7785,56646,89819
4621,59178,74810
254,90506,1757583
6203,66140,2273810
7943,61393,37888
9937,41456,232836
6709,40823,270020
7817,48735,31799
9968,15824,262802
7658,31330,7703
4241,56330,395276
1014,79431,230349
9051,99367,30895
6203,51583,257872
9589,29115,752808
444,61709,37007
6519,91456,55694
9367,78798,129242
2184,18039,739816
9589,77848,211508
8861,81013,866130
6298,39241,92408
3387,44937,179070
9589,74367,239606
412,64557,75042
9430,81329,388886
4652,24051,197960
3387,7912,274122
4304,42722,843909
5159,43988,142058
2058,77215,4133278
1900,4431,689652
8703,29115,177471
6741,64874,336901
2659,23102,16472
9905,16773,19141
760,317,8624
5443,37659,520220
5507,55064,353314
9051,36077,322732
9430,43988,3726
507,33861,358091
3450,39558,294559
6076,76899,599187
3988,14874,1734522
7121,87342,211549
6108,87342,86647
7342,92089,432271
1520,23735,1345068
7247,69621,1223689
1900,88924,93330
6140,83861,682019
8766,88608,34257
3292,75950,9696
8165,58228,152171
1773,8545,319305
2849,26267,663299
4779,88608,218991
2184,36077,1969
9114,55064,1615836
5254,64241,174166
4906,37026,71634
2564,77215,812752
2691,33861,1146138
7089,13925,334548
4716,48735,1138017
9589,5381,82370
6076,48735,67977
3418,97785,73572
5095,67722,1203877
2153,93354,1384782
1298,69621,1144077
5095,70886,607977
1457,41773,202540
1362,18672,126978
9525,64874,683100
4051,6330,1254539
9336,24051,170969
6361,93987,302557
571,70570,461802
1615,9495,284377
8987,3482,65642
3165,4748,651495
1551,7912,181800
3260,9178,77343
1,62659,109
3988,99684,216458
6646,49368,133829
9114,38292,130574
7247,1267,793517
349,17406,1351674
8703,1267,422800
7627,89874,15747
9241,30697,209761
4526,48735,279474
5981,74367,358869
9272,22153,156029
1014,56646,512565
5349,55380,275631
3703,58545,2777475
6045,57279,113321
7500,66772,37142
5001,13608,136761
9747,58861,525936
1741,97468,468930
3102,75633,486716
476,37975,357572
1836,14558,576051
9082,99367,131792
5570,14241,1027337
317,23418,1634386
950,52216,284154
4051,28482,72501
6772,63924,637281
8544,2216,210599
1900,52532,262793
3134,58228,506446
6235,62026,364532
1457,78481,79726
2121,91139,160281
7817,51583,2172934
6045,93038,134495
5032,27849,79393
3735,62659,205274
4621,4431,104198
476,61393,1197522
8987,73102,50115
6266,92089,1349336
7817,88924,65262
8608,74051,23333
1140,22469,91124
8513,33229,150627
5697,950,1037234
6235,52216,497959
5602,35444,992100
1646,32596,488703
4558,17722,102461
4526,317,23294
1235,75950,204479
1488,45570,185457
539,91456,4054898
1741,90506,68434
2121,22153,395589
1520,7596,1381166
5380,33545,135031
9620,20887,267298
8734,15824,912719
6393,68355,761843
855,21520,46655
4273,18672,1258462
5001,43671,881891
8734,76899,161554
729,80063,387322
254,63608,328912
6329,62659,283055
3102,34494,24220
1646,39558,221211
4937,46836,545171
476,31963,460634
317,99684,24085
2849,19938,1157310
5032,28798,439478
8671,55064,77586
539,53798,535310
602,37342,294190
2121,75317,199230
697,47469,1139109
5349,83861,491701
4336,85443,1334814
6994,24368,191378
6804,55064,282720
2754,66456,176105
2184,72469,229836
3735,17406,1557288
5823,5697,340997
6804,23102,844773
3703,78481,346437
4716,28482,2305992
8291,17406,299423
1868,56962,183977
1425,6647,108710
2532,62975,269375
571,46520,604721
7437,8545,201302
539,19621,572257
4621,12976,170559
2532,7596,317713
9367,48735,82247
2153,86709,621796
2248,13292,149339
8038,15824,35798
5254,52216,1609421
2912,95570,52977
9937,26583,564675
1267,6014,279522
1,34178,87
1488,34811,1980979
5222,50633,1466961
3513,79114,267150
2849,88291,304696
5886,97152,760879
8608,37975,364326
2343,21520,157555
7121,49368,35349
8639,73418,557542
6867,41773,120077
2311,37026,379439
6994,89557,612485
6361,70253,1987747
887,27849,1189911
6678,11393,274909
8450,71836,1264150
8386,2533,159018
6962,40190,1372923
6456,6014,683970
8007,55697,444492
476,71519,166938
3323,18672,556103
6962,45887,1214012
6361,25950,476029
5570,9495,124390
7564,18355,486210
2121,97468,1689420
222,68038,1368400
1425,61393,627225
6519,22469,433431
2627,3482,139327
5001,47152,954659
444,47152,977952
6013,32279,121854
4652,42406,214242
9747,74367,222530
8133,75317,61466
8450,63292,481294
1520,54431,1406366
4526,12976,166297
7469,67722,30386
5317,56013,2771721
5159,9811,360933
349,80380,319664
6235,62659,30798
6931,53165,74926
2564,63924,449355
1615,19621,3711889
6994,12659,1113990
2659,5381,85394
7310,5697,371956
3482,55064,272835
4083,75000,708024
1077,16773,854993
6519,80696,96900
4842,99684,453996
1615,27849,879282
6076,66772,842536
6583,92405,16202
64,33861,118309
6045,76583,23318
1393,30697,464642
8133,84494,104485
3988,87658,1114413
3134,61393,2591802
7152,96519,1521046
286,68038,117501
2659,22469,1597962
9968,52849,125449
5665,19938,374152
7247,68038,5684
4937,51583,21818
8386,57912,766365
7057,80063,1419355
5886,63924,12885
2469,75000,110346
824,39241,763562
5475,10760,1013655
7627,6330,103526
9304,2849,467066
7405,57279,343908
9146,7596,136398
2026,66140,133106
6931,14558,10232
4273,16457,767893
3798,85127,444710
6424,90506,24192
697,20254,254312
2089,31963,473414
4115,49368,172713
7374,94620,737933
9336,3166,178625
128,53481,1076736
1235,31963,340547
8924,66140,318482
8893,41456,119371
1931,43671,15523
1710,68988,163520
507,9811,66243
4431,76266,666028
7342,65190,48531
1014,5697,1422704
5950,92722,15664
4051,11393,811595
571,28165,239527
9430,49684,140059
3387,73102,891656
3482,86393,5433
6836,71519,78122
887,65190,113631
9146,1900,211092
7342,25950,520797
2880,92405,342383
6994,81329,1574422
2975,22469,306439
5538,4748,366470
2437,12343,101017
9272,53165,653819
8671,43671,477834
4463,81646,180132
5823,99684,353392
1963,950,82334
4652,14874,42235
729,87975,604289
7342,84177,8123
9684,97468,1149551
8355,12659,137216
5886,1583,350122
4842,84177,290984
7722,95253,214777
7817,68988,239998
3861,11077,653503
6678,10760,209625
1140,7596,449169
8355,47152,81427
7279,13608,269491
1994,15824,665782
7785,32279,95978
3134,99684,208545
3577,58545,175343
9652,90823,141170
7500,33861,472408
8861,317,112085
4463,46836,261969
6298,35127,941808
5412,81013,2851195
64,26583,10246
9937,67722,377779
476,12343,157868
7848,90506,48175
5349,9811,696816
1931,39241,50997
6899,15507,959660
128,66456,1478953
9873,69304,625244
7057,32596,944011
8070,61393,205270
7089,92089,161054
8766,67089,863398
5697,80380,39435
6583,65823,85348
3007,31330,235149
2975,27532,2502969
8576,17089,423874
3070,65507,122000
5633,6330,203090
3608,30380,218938
5855,82279,98363
3577,3482,510616
2754,47152,955024
5981,16140,49130
5950,67405,174582
5760,8229,112994
2786,46203,60889
476,57595,1767568
1646,91139,66504
3229,39241,25485
4589,52532,804053
8260,30380,2174087
4589,68038,17770
7374,40190,212627
6931,21836,474281
1836,78481,345345
286,36709,783947
1868,91139,419855
5095,26899,177999
9779,30064,288721
2786,69937,403215
7469,44621,19446
2089,91456,94064
3830,61076,763186
3988,9495,2365
8798,45254,190032
3766,52532,229622
2975,99684,656733
8734,19621,351932
4273,79114,265857
8070,16457,26855
2058,4748,265047
9842,18672,204080
5886,95570,32852
7880,50317,612944
3545,2849,56211
7089,75950,689438
5475,62026,214212
1994,15507,217120
9557,85443,267621
6519,33229,613450
1646,64241,148220
1,28482,86
2058,89557,251854
4146,81962,43844
7500,75950,123029
4463,5064,863346
7690,70253,288937
317,51899,190872
4842,27849,242550
6203,73102,882473
128,18355,12800
1773,47152,114171
7943,317,3369
1583,20570,161962
9462,80696,1211062
412,29115,227602
7310,77532,203230
6488,34811,24162
6583,44937,174731
7405,15191,472180
33,43355,2336
5665,10127,73823
8734,71203,41308
6551,35760,394128
1994,33545,444285
4874,76583,169230
2343,77215,1045678
6013,7596,11764
8766,75950,97749
1267,59494,169136
6108,3166,286279
634,9178,357641
2248,85127,750003
887,75633,395962
2786,84810,2740705
1298,38292,354096
5950,83544,1156559
6772,5381,435921
6962,49368,59667
1994,45254,220349
6456,634,601561
4747,92722,1406616
9177,8229,92806
3418,25950,418585
381,46836,72729
7658,78165,97662
6741,62975,1234603
1362,49368,577794
8956,44937,285055
5475,25001,606675
4146,18672,800333
6709,5064,135718
8228,33861,1096573
2691,75000,400729
9399,10760,111472
8987,61709,691005
1583,74367,181952
128,12976,19855
7690,62659,594762
8418,96835,26464
5032,97152,327749
1868,30380,551113
8133,87975,150409
6203,317,643026
9937,54747,95533
8101,41773,630554
3925,18988,842925
6488,93038,72869
4146,91772,345023
539,60443,1116008
3925,6963,438565
6646,6647,1048915
8355,61709,70881
2754,6330,68435
9937,62342,931653
4336,44621,12576
507,31013,709908
3292,67722,125778
5001,51266,697957
3292,48102,584692
1267,30697,1073817
6329,23102,647049
3640,5381,63484
5823,56962,310339
4431,42722,445484
3070,41456,138141
5697,19305,670110
4621,94937,535972
9937,26267,227030
8829,34494,621576
128,44937,380416
4526,37975,623515
4526,634,439439
6614,60443,632874
1551,48418,739232
1583,77848,468510
9051,81962,144671
8956,7279,331535
9272,8229,237089
9336,30064,44649
2121,81646,1329868
6329,69621,102940
9241,39558,808048
4020,70253,74813
5950,15191,646
7627,86076,312475
539,2216,35712
4779,45570,612620
507,12659,129027
9304,14241,332798
1488,95570,44660
982,54431,7557
6171,59811,590773
1805,60127,272510
4494,46836,51256
7722,49368,102510
7437,9178,837
1045,70253,413025
4178,90823,1045696
855,22153,485723
2786,37975,11266
1868,78481,810914
9620,37026,346277
729,58545,242033
1646,17089,876501
5285,22469,559995
2437,62659,556994
7943,67089,269490
2248,80380,862019
1773,26267,255408
8987,50633,103398
9146,17406,154862
3672,73734,229117
4304,82279,1011051
9620,79114,2351612
4621,97785,744102
1583,37975,857205
9082,20570,68575
159,75633,237073
6140,63292,457293
7247,1583,107121
1425,80063,458908
3102,92405,142322
4115,95570,62280
2786,36709,261866
824,9495,435798
9336,87342,34582
8893,78165,53466
1931,42406,249079
539,30064,43706
2596,35127,358689
8734,28165,102937
9304,16773,1127737
1963,85443,369873
2880,28798,164341
8924,23102,79197
5918,39241,413763
9620,56962,237599
8703,75000,269900
6551,54747,323608
9620,27849,179641
1235,82595,608893
3039,85127,2703880
7342,99051,151470
7500,50000,312136
9177,96203,2605570
7500,97468,91455
5950,89241,153794
5285,57279,225821
8513,17406,28024
6551,31646,563997
4684,34178,1682939
33,19305,677
3102,37342,189063
5254,78165,164276
6519,87025,116244
2153,57595,202335
5095,7596,143352
444,2849,37620
3197,317,160936
6551,14241,2666832
1805,85127,547174
3830,78165,974190
7026,34494,300313
4431,63608,508293
9747,70570,438416
2184,90823,178648
1457,79114,74687
3070,64241,34133
7595,28165,348234
7658,8862,93147
4558,84494,642749
286,25001,128174
4146,73734,250700
4051,12659,390715
7057,44937,808189
4969,76583,86618
7912,97785,194209
3798,25950,211360
7374,62026,42277
6203,83228,693728
1551,57595,77431
7595,27532,38284
4652,77848,40118
7848,64874,124490
4051,96203,1298381
5475,52849,2506122
8260,46520,1026785
4051,48102,597697
2248,16773,1171012
8639,58228,662747
9557,13292,793716
4906,76899,443652
919,75000,370382
4842,66140,114588
5317,59811,256443
7437,93671,1242192
4273,44304,674862
3197,80063,3721780
7405,75950,337303
2279,2849,188595
539,59811,459742
1646,31013,971497
8703,77848,100654
4051,19305,48683
64,36709,19366
5728,31963,42413
2089,99051,462819
9652,5697,151949
3513,86709,376725
5443,75950,946546
5728,48102,850467
1457,63292,227790
7089,22786,898224
9082,75000,720711
9589,8545,299366
2944,89874,40080
2880,78798,1858058
8987,9811,1351877
4874,32596,510004
5190,83544,1873760
6361,50633,34334
6678,77532,56976
2279,49684,220790
3925,82912,2940669
1994,34178,94127
6519,22153,21914
6614,75317,436746
7975,24051,862724
4304,41140,194345
2184,50317,54139
8766,19305,775980
3323,13292,584589
1520,81013,85731
7121,95253,151203
9336,14874,326398
2817,72469,73597
7247,59178,1560924
3229,92089,543089
6171,83544,305287
9146,38292,286976
5886,88291,56354
1551,76266,272209
5443,64874,599156
7848,30697,88121
1583,81013,299856
7975,65190,197466
4969,91456,1086613
7342,46203,256769
2722,53165,342682
5285,18988,972569
2343,95253,14646
7532,18672,297477
3672,36393,97066
7753,67722,1464838
6013,32912,226197
6393,80696,846817
9557,90823,39580
8608,84177,1248085
4811,20570,420147
8861,53481,25689
8861,22469,203949
2786,55064,54808
2469,50950,1292569
9810,81962,2748945
3513,63292,218386
5538,81013,117461
6076,37026,699711
6456,67405,35202
4621,73734,301144
9779,48102,72751
3007,75000,436473
7121,1900,994886
5159,92405,204713
6709,68671,402560
1710,50000,239575
665,10127,44541
4178,97152,1438398
3640,92405,55439
4842,4431,588208
6298,60443,1780694
3577,48102,303403
3197,26899,1878212
1710,62026,209087
3134,84810,100311
3355,55380,370140
5950,95253,508230
1488,70253,173358
5633,30697,1121981
8323,46203,1671577
5823,53798,219018
4494,79747,738946
2944,40507,14669
2659,50000,104965
7057,66772,122564
7057,67405,435328
5728,52216,329359
6678,26899,857369
1267,18672,80962
5507,33861,77959
8196,32596,465059
3956,81646,938849
2184,43355,312760
9494,59178,763153
7215,81646,613532
2501,39558,96245
5095,24684,65880
2596,90823,1182746
5380,2533,289353
2311,42722,754491
5538,90190,297787
8861,39558,797205
1836,56330,976506
6171,88924,1138261
5412,42406,50476
1520,7279,171753
9715,48418,1429488
2184,29431,448608
8386,24051,182558
1077,47785,236690
159,68355,486735
349,45254,28941
7658,65823,384717
5317,57279,14833
9684,20570,467233
1805,1,6585
4779,37342,121517
64,68355,98475
5190,65507,53088
4431,63292,979562
9336,45254,188605
4747,62975,104316
3165,81013,780434
6171,86709,549202
7374,36077,245415
9905,80696,331631
8639,60760,95076
6836,67089,262319
159,78798,560515
1710,33861,73764
9652,17406,761594
6519,7596,643947
2374,1583,842014
4747,99684,36059
5380,23735,288918
855,85443,262845
7532,78481,426495
7500,15824,147624
3102,80380,324310
9873,69621,106518
5918,67089,222823
6678,3166,193962
128,45570,22652
6456,72469,690044
3513,30697,98608
4969,6963,580152
8576,69937,808390
887,67089,534094
1457,97152,41923
7089,45887,41357
1172,83228,773096
1362,87975,80845
9051,41773,28582
2026,40190,123311
634,66140,107905
6772,93671,17074
9715,6963,340014
1393,3798,706995
3545,55697,58082
1931,63608,12248
8893,77848,492013
3450,74051,193744
8861,13608,468640
4526,18672,635826
6393,47785,45282
6203,4431,631052
4241,2849,66055
7943,38925,825240
5507,8545,6005
5855,99367,259857
3134,34178,3408
2501,93987,106957
2944,83544,341483
1963,5381,1332765
8671,83544,98456
6646,10127,155973
5032,59178,217226
6646,18672,971164
8671,93671,343316
7279,25950,103473
4431,37026,120847
8038,62026,130245
8956,51583,7460
3229,21520,130359
5886,58545,6064
6741,58228,414815
1646,37659,134813
3355,65190,316505
1646,26583,471285
9177,34178,57306
3387,47152,107354
5950,50317,449166
2406,64557,65088
1108,19305,33563
3323,87975,387110
6140,59178,434977
8703,3166,81267
5950,15507,84153
6393,25634,386287
7279,63292,1886429
7532,44621,405878
5633,99367,4077
5760,12343,459985
33,15824,694
9684,6647,408989
4558,31963,312871
3007,89241,277916
6488,11077,870401
1868,14558,169543
7026,40507,38110
412,93671,420252
4526,26267,373735
9177,68355,267763
3513,53481,831260
4115,13292,287593
9082,25950,475245
2469,60443,338044
5222,70570,638819
1267,8862,66018
33,29431,2140
3007,69937,535457
6140,44304,261968
3672,92722,180478
3260,49368,886547
2975,45887,419932
6962,60760,782494
9114,49684,12622
887,93671,778043
1868,6647,72554
6678,82595,367328
4178,55697,285120
5886,35760,1162630
1678,64557,1436920
128,94304,126951
9241,95570,320093
8133,26583,91966
3039,77532,463605
1,20570,216
3355,87342,1168058
7532,2533,548160
8893,79114,622281
5728,6014,160129
9652,98101,135989
2153,52532,587151
349,38608,717190
3418,84494,1196869
7975,64557,28832
9652,42406,3277323
3482,80063,97159
8893,76899,109927
5159,87975,208112
7817,43671,681922
2659,94937,66688
2786,54114,616878
3039,89557,157335
7279,7279,160945
4969,14241,140322
634,58228,283269
9842,57279,410245
2184,37975,166117
9209,94620,201084
1615,98101,356780
1235,99684,112606
8101,42406,27326
824,73418,291956
507,49368,1730143
8576,96203,199994
602,91772,3595379
2912,26583,1799134
