@relation ScaleImage

@attribute ImageWidth numeric
@attribute ImageHeight numeric
@attribute ScaleFactor numeric
@attribute runtime numeric

@data
391,989,2.604545,52138985
100,633,0.495455,331640
5918,2410,0.363636,37185940
973,3477,1.286364,112325445
1264,1877,0.759091,27259995
3591,2233,0.231818,7911912
973,3655,1.418182,146410616
973,3832,2.604545,496193909
5336,1166,0.627273,48830487
1264,1522,1.154545,52691305
2427,2588,1.945455,458752151
3009,3477,2.340909,1109745049
4464,1166,2.077273,438499787
2136,1166,0.1,570304
4464,2766,0.627273,98792787
4755,3477,1.418182,662515058
1555,278,1.813636,27340751
1264,1877,1.154545,84069032
682,3121,0.890909,34858410
1555,1522,2.604545,317259643
5627,3299,1.813636,1212682683
2718,633,2.604545,227024964
3009,3121,2.077273,795032195
3009,3299,2.868182,1581545098
682,1166,0.1,243508
5627,2766,1.418182,612770298
3300,3655,0.627273,95159659
2718,2410,1.022727,134439642
1555,3832,1.813636,400234873
3009,989,1.681818,167734357
3300,633,0.1,482987
100,3655,0.495455,2890190
2136,1877,0.759091,46308917
2427,2766,2.209091,642239209
5918,2233,1.022727,269904185
3300,2588,0.1,1959310
5045,633,1.813636,207932595
3591,2055,1.022727,148556999
100,3121,2.209091,30005304
5627,3477,1.813636,1246222025
1555,1877,0.1,787926
1555,455,1.286364,21080602
3300,2233,1.154545,189809069
5045,2055,0.759091,114264458
4173,2944,1.945455,897955104
2427,278,0.759091,6991829
1845,2233,1.55,198299306
100,1166,2.340909,16265034
1555,100,0.627273,1103056
3009,1522,2.604545,611006672
3591,2766,2.340909,1045307838
4464,633,0.1,622698
2136,2410,1.286364,173566496
3882,1344,2.077273,449252092
2427,1700,0.1,1010082
4464,2410,2.209091,1047664238
1264,3655,1.813636,298254113
2718,3299,1.154545,225041413
1845,2766,2.340909,556106539
391,278,1.418182,4125498
100,455,0.759091,525178
5336,811,2.340909,460702734
3882,2766,1.813636,713037634
682,1166,2.209091,75656638
3300,811,1.681818,143766427
3300,2233,2.209091,713793322
2427,100,0.890909,3516902
1555,989,2.077273,133596358
5336,3299,0.759091,196870418
1264,3832,1.681818,267676022
2718,278,0.627273,5471975
682,455,1.154545,9806849
2427,633,1.813636,97249197
973,3477,1.418182,132963052
391,3477,2.472727,167911504
5045,2233,2.868182,1804112059
391,1166,2.340909,48330715
1264,2588,2.868182,535669613
2136,1877,2.868182,644191265
3009,3299,0.890909,156565627
682,3655,2.736364,372501514
5045,1700,0.627273,68492679
5918,1344,2.209091,762363330
1555,278,2.340909,53453418
4173,2233,0.759091,106120012
391,455,2.077273,13666009
1264,2944,0.890909,61886435
4464,3655,2.209091,1558132848
3882,3655,2.077273,1209544216
2718,1166,1.286364,101748541
5627,455,1.022727,52660826
1845,633,1.418182,45893587
4173,3121,1.681818,737226783
3882,2410,2.604545,1247770127
4173,3832,1.55,753555965
3300,100,1.813636,20430746
1264,278,0.627273,2489946
100,3832,1.154545,9417980
3009,633,1.55,89292761
5336,1700,2.209091,886178456
682,2055,0.231818,1661325
5045,2766,1.286364,454418500
391,3655,0.495455,8663622
5336,811,2.736364,622692450
1555,3121,0.495455,21645138
4464,2233,2.736364,1493992080
3300,3121,2.604545,1355535454
2427,1166,0.231818,3101887
3300,3477,0.363636,32564809
5918,1166,0.495455,33687448
3882,3655,2.340909,1528841357
1845,2410,1.681818,261621761
1845,989,0.1,441143
973,633,1.022727,13221634
4755,3477,1.154545,437593401
5627,811,2.340909,497943377
391,2944,1.418182,47085458
973,3477,0.1,816495
973,811,2.209091,73283972
1845,633,0.759091,12107486
5627,3655,1.681818,1137744177
2718,455,0.1,325159
391,2944,2.736364,167122174
5627,3477,2.209091,1855258566
5918,2233,1.154545,351849682
682,2233,0.495455,7130208
5336,100,1.418182,21432050
3300,1522,0.1,1066320
4464,2233,0.627273,78472581
5918,455,1.154545,73677124
3009,3477,1.418182,407272094
4755,1344,2.209091,615294157
4464,100,0.231818,474276
3591,1700,2.077273,539689821
4464,3299,0.890909,232161504
2427,2588,1.813636,404484537
2718,2233,1.681818,346541774
3009,278,1.286364,27147365
1264,455,0.627273,4179640
1845,3299,2.736364,945068821
2427,1700,0.231818,4111192
1555,3121,1.681818,266866162
2718,3655,2.604545,1340307872
973,3655,0.363636,8628538
1555,1344,0.890909,29721443
2718,2055,2.077273,473627452
3009,633,0.363636,4675307
3300,455,2.736364,223507591
3009,2944,0.890909,136447105
4173,278,0.1,297211
4755,100,2.472727,59916632
973,633,1.681818,33800215
1845,455,1.286364,27749668
4173,2588,1.022727,224209630
1845,1877,0.363636,8435296
5918,2588,0.363636,43064465
2427,2233,1.813636,361592270
2718,811,0.363636,8013832
682,3832,2.077273,220848802
5627,455,1.154545,66122664
2718,1700,2.472727,541828054
2718,3655,2.209091,995085182
4464,633,1.681818,157439644
100,2055,1.55,9343394
1845,2588,2.077273,408425391
973,2766,2.604545,357416178
4464,1877,1.55,390017733
5918,989,0.759091,63882594
973,1700,1.418182,67825409
5336,1877,1.418182,381853984
391,3832,0.890909,24137826
5045,2410,0.759091,142612911
100,2766,2.472727,32702836
5627,100,0.890909,7949653
5336,455,1.418182,95458509
4464,2588,1.022727,234853263
4173,3299,1.286364,444197688
1555,989,0.231818,1596178
3591,1877,1.681818,367362044
4464,3121,2.209091,1305162092
2136,1877,0.495455,19629540
4173,278,0.627273,8666814
3882,633,1.286364,77772832
5336,1344,2.340909,780453939
5045,989,2.077273,431911123
682,1166,1.55,37496469
1264,3121,0.231818,5091282
2718,1522,0.759091,46120663
682,2233,1.55,70897524
973,455,2.209091,42670725
2427,3477,0.890909,133241735
4173,2944,1.154545,318026710
1264,2944,0.231818,3761948
2427,1700,1.022727,82228823
5918,455,2.736364,403852353
4755,1700,2.209091,781590995
2427,3655,1.418182,374889824
4755,1522,0.1,1472670
4755,455,1.945455,154589955
5045,1700,1.813636,536166701
4464,2766,2.340909,1338457778
1555,811,1.813636,88286957
2718,2766,0.890909,117013551
100,3655,1.681818,23449123
2136,1700,0.890909,55397589
4755,278,2.736364,183644765
3009,3299,1.681818,545409706
2427,989,0.363636,5808753
4173,3299,0.759091,154586351
3591,1522,0.890909,90506392
1264,1344,1.154545,45857020
391,1166,2.868182,74787145
5045,278,2.340909,153140224
5045,2233,0.495455,53080050
5336,1166,0.759091,72366162
5336,1344,1.286364,233470214
3009,3299,1.945455,736775562
4464,100,2.340909,46476290
2718,989,2.604545,356993023
4464,1522,0.627273,53027003
3591,2055,2.736364,1085827957
4755,2410,0.1,2266238
4464,989,2.736364,663980935
5336,3121,0.363636,42817972
973,3655,2.077273,297216296
2718,1166,0.1,702872
4464,278,2.472727,156587202
2427,2233,2.604545,738556225
1845,2766,2.472727,625744599
4464,2233,0.890909,154963414
4755,1344,0.495455,30667091
973,2410,0.363636,5931084
5045,1344,2.604545,903082609
3591,3655,0.627273,104003161
4755,2410,0.890909,176305896
973,1877,1.286364,59595981
1555,100,0.363636,407586
2427,2233,1.286364,178121195
3591,2944,0.890909,167128653
3300,2055,0.890909,120878260
3300,278,0.759091,9534229
973,811,2.736364,121777213
4173,2766,0.759091,127850594
4173,2410,0.759091,116321423
5918,100,0.627273,4371576
391,2055,1.286364,28048535
4464,455,2.472727,238804490
1845,100,2.340909,20989096
4464,3655,2.472727,1982717411
3009,2410,0.759091,81202028
5045,2944,2.077273,1250024493
5045,2766,2.209091,1309029406
682,1700,0.759091,16675732
1845,2055,0.495455,20328288
682,1344,1.154545,27009781
3882,3655,1.286364,461582367
3009,455,2.604545,185382893
5627,2588,2.472727,1763880550
391,989,1.813636,26241773
391,1700,1.154545,18033079
1555,989,1.55,70346173
973,989,1.681818,53913001
5627,1522,1.154545,226600281
3300,278,2.340909,96167395
2136,989,1.022727,43675935
5336,278,1.154545,40521916
5336,1344,0.363636,19675585
2718,633,0.363636,4314067
5045,2766,1.154545,366468109
5045,3121,0.890909,267143995
2136,278,1.022727,12863305
391,2588,1.286364,32439583
5627,2055,1.681818,633791419
4464,2410,0.627273,88183167
1555,1166,1.681818,97902188
1555,2055,2.077273,271546741
3009,3299,0.495455,69052696
5627,811,2.736364,658494936
1264,633,2.736364,119814130
2136,2410,1.55,249537421
1845,3121,1.945455,450628836
391,3832,1.286364,54362849
4755,3477,1.945455,1229584563
100,3832,2.604545,51922396
100,3121,1.022727,6079777
4464,1166,0.890909,80234058
5336,2588,1.022727,283303056
2427,2766,2.736364,1009559461
3882,3655,1.55,804535089
973,2233,1.813636,142034702
3009,989,0.627273,20943890
3882,3477,0.231818,14395287
2718,1522,2.868182,662225847
100,455,2.868182,7363030
2718,1877,0.495455,25447314
3882,2766,1.418182,412987685
4173,3299,1.418182,538902964
973,2588,2.868182,402289238
1264,455,1.945455,44756614
3300,2410,2.472727,969065155
3882,3655,0.1,2800344
1845,989,0.231818,1957001
1845,2055,2.077273,330614076
5045,1166,2.604545,781694832
3591,2055,0.890909,114478300
100,3477,0.1,160365
682,2588,1.154545,43960942
5045,3299,2.340909,1789784732
2718,455,1.813636,80882089
3300,1166,0.363636,9586764
4755,278,2.209091,122364036
5336,278,0.759091,15413955
3591,2410,1.813636,557757357
5045,1877,0.1,1875643
2136,2233,1.286364,154813974
1555,2766,2.604545,573020117
973,278,2.604545,35594764
973,633,2.340909,70289542
3009,633,1.022727,47045894
5336,1877,2.209091,986810093
4755,1522,1.55,342275452
682,2588,0.759091,21935997
391,2410,0.890909,16342459
5045,811,2.604545,549903647
3591,3477,0.1,4415500
3300,633,1.945455,153702769
5627,3477,1.418182,772351369
2718,3299,1.286364,293260104
4173,1877,2.736364,1124342106
4755,2410,1.154545,290854387
973,455,0.1,138966
4173,2233,0.363636,24842962
5627,100,2.209091,50875786
5336,1344,1.945455,535564568
391,3655,1.286364,45756396
4173,1877,0.890909,136335236
973,2233,0.759091,25152884
5336,1877,1.286364,325687444
1555,278,0.495455,2350994
3591,3121,1.945455,883409635
682,2410,2.736364,243983839
682,3121,1.945455,157745697
2136,2055,0.1,974313
973,2055,1.154545,53842996
5918,811,1.813636,321249833
973,2410,2.077273,198011548
2427,2588,0.363636,14908678
3591,3655,2.077273,1112299116
5336,455,1.154545,64969608
973,2766,0.1,646918
4464,1877,2.736364,1215956376
2718,1700,2.340909,490881364
3882,3299,0.231818,12487019
4173,633,2.340909,284943309
5336,2944,1.154545,401828919
682,811,2.209091,53096206
1845,278,0.627273,3623049
3009,3477,2.209091,995899131
3591,2410,1.286364,276430556
3300,2410,2.340909,859946345
4173,455,2.472727,226940584
3009,455,0.495455,8374560
3300,1700,1.813636,356939932
3009,3121,2.604545,1257507263
4755,2410,2.604545,1544287441
1845,1700,1.945455,245016026
5045,2944,0.759091,169750460
5045,3477,0.363636,50434270
2136,1344,0.495455,13566200
4755,3477,1.286364,670215636
4173,1700,0.231818,9747082
3300,3299,2.472727,1299115898
2427,1522,2.340909,398798273
682,1166,2.604545,102507284
4755,633,0.363636,7202760
100,1522,2.340909,17027005
2718,1166,0.231818,3170424
3009,1344,1.022727,78538337
3882,1700,2.340909,705449375
3009,2055,2.604545,811989005
2427,3832,1.813636,622835976
5918,100,2.868182,94501782
2136,3299,2.472727,840150182
4173,1522,1.286364,204101651
3300,2233,1.418182,287022311
973,2410,1.945455,179085015
4173,633,2.868182,432771401
5336,1522,2.340909,859854848
3882,1344,0.890909,79603144
1555,1877,1.286364,93144973
3591,1522,1.945455,415635479
1845,100,1.945455,15643302
3591,100,1.418182,13056951
4173,1344,1.681818,312974377
3591,3655,0.231818,12874870
4173,811,0.759091,41397740
5336,3655,1.55,922334458
2718,1166,0.759091,35393071
4755,811,0.1,834472
3591,1522,1.681818,308730094
4755,2588,0.627273,98724972
1264,2410,2.604545,409251495
1845,455,1.154545,20984800
391,633,0.627273,1782386
100,2055,1.681818,10598897
4755,1522,2.209091,686270953
2718,1522,0.495455,18407603
3009,989,0.231818,3763051
682,3299,0.890909,35755763
3591,100,1.286364,13973352
1264,2233,0.231818,3055345
1845,2944,1.286364,176671452
3300,3477,1.286364,373612182
1845,100,0.1,117142
2136,1166,1.418182,106099578
5336,2766,0.1,2895076
5918,811,2.736364,714168254
5045,100,0.1,160086
5045,3655,1.154545,478927233
1845,100,0.231818,337709
4755,1700,0.363636,19374747
1845,1166,1.945455,155545070
5045,989,0.627273,38464959
1555,2055,1.286364,103134571
5627,3299,1.418182,755747349
5918,1877,2.736364,1652582261
2427,278,0.231818,731731
682,1700,0.1,532143
1264,3299,2.736364,626762761
1845,1877,1.022727,76522776
5336,3121,2.472727,2058109930
2718,3832,2.736364,2043612641
1264,1166,1.55,69908051
2136,3655,1.813636,507408959
4173,1877,1.154545,201956098
2136,633,1.55,67552812
682,100,2.209091,5885954
3300,2233,0.890909,117086979
5336,3832,1.022727,432212361
4755,2233,0.231818,10512800
3882,1522,2.604545,789867193
682,2944,0.759091,21040156
4464,3832,2.604545,2290948785
4464,100,0.759091,5656611
1845,2055,1.681818,211819409
4464,2944,0.627273,106697105
4755,3121,2.868182,2398519128
2136,3832,2.077273,702015187
5627,2233,1.55,606111020
1555,3121,2.604545,642516414
5627,2944,1.945455,1259353703
4755,3299,0.495455,73358147
4464,2588,0.759091,133882810
2718,2588,1.813636,472393711
3591,3121,2.604545,1494949532
391,1522,2.077273,48861354
4755,3477,1.681818,920890693
3882,1166,0.231818,7763653
3009,3121,1.55,433151656
1264,633,1.681818,43542517
391,2055,2.736364,115927560
4755,3832,0.627273,140895015
1555,2944,0.890909,71143215
3300,3477,1.681818,636033559
3591,633,2.736364,328263561
391,3832,1.681818,85584228
3882,989,2.340909,414100828
4755,1522,2.868182,1206518795
4464,1877,0.627273,63828186
1555,2766,0.495455,19325725
1845,3299,0.363636,15068073
5336,3477,2.340909,2040069439
4464,1877,1.813636,555537627
1845,1344,0.231818,2765345
3591,3299,1.154545,302445482
1845,2410,0.231818,4576519
3591,3832,0.495455,64755166
3300,1166,0.759091,45051690
3300,3299,1.945455,856191616
3300,3299,1.022727,223445664
4173,811,2.472727,399197291
4464,2588,1.55,545313503
2136,278,0.890909,10302039
1555,278,0.627273,3359271
2427,2944,0.1,1479596
5045,2766,0.1,2724174
1555,1344,1.945455,148520997
2427,455,0.890909,15702286
4464,1166,1.813636,344622650
4755,2588,2.868182,1978176466
3300,2944,1.418182,371949998
4464,3299,0.231818,14496132
4755,455,1.154545,59808399
2427,1877,0.759091,49471939
5336,455,0.890909,36026400
973,3655,2.868182,572811709
4755,1166,1.022727,116683186
2718,455,2.736364,176822732
2136,811,0.890909,24773517
3300,1522,0.231818,6909438
5045,2944,1.154545,374661148
1555,1700,1.286364,89008815
5627,1877,2.209091,1031451055
973,2233,0.495455,9650780
100,1700,0.1,94163
3300,2410,1.418182,315897926
4173,1700,2.868182,1127053572
4173,2055,0.890909,137197342
1555,811,1.154545,30018002
100,633,0.890909,975282
1555,2055,1.154545,79111680
4173,2588,1.681818,611158968
1264,3477,1.286364,145602529
2427,2588,1.418182,252464330
1555,2410,1.681818,200493149
1264,2233,1.154545,73388095
5918,2233,0.363636,31705222
3882,2944,0.627273,90844457
1264,3832,2.077273,504414863
5627,3121,0.363636,42015809
5918,1344,1.55,369341444
5045,3299,1.022727,333475422
3009,2410,2.340909,789565080
3009,2410,1.55,336096866
5627,3477,2.472727,2882734368
5045,1522,1.55,370811870
4464,811,0.759091,42600733
2136,1700,1.945455,312344954
2427,2055,0.627273,38145437
973,2055,2.340909,218317190
4755,100,0.627273,3446428
2718,2944,0.627273,58576056
973,100,0.759091,1743613
2718,1700,2.736364,675673207
973,1344,1.945455,100749283
3882,811,0.627273,25185473
1845,811,1.813636,100128449
5627,278,1.022727,31746624
2718,811,1.286364,72746070
4755,989,1.813636,299648051
5627,2766,0.890909,237480328
2718,3299,2.340909,955513266
3009,3655,1.55,522172058
4755,3655,1.813636,1122223800
2427,3477,0.495455,41460621
3009,1522,2.340909,493776842
4173,455,2.077273,156072825
100,3832,2.340909,41145366
2718,3655,1.286364,334083351
100,1522,1.154545,3778537
1555,100,1.418182,5514224
5627,2588,1.022727,303769472
4173,1166,2.340909,528344948
4464,2233,1.945455,737198537
4755,455,1.022727,45251919
3300,455,0.363636,3651950
5627,633,0.627273,27813687
973,1700,0.495455,7517531
5045,2410,2.209091,1216706731
5627,2766,2.209091,1480704262
5336,100,2.472727,61127417
4755,811,1.813636,247911707
3591,3832,0.627273,105177205
4755,1877,1.681818,496843346
4755,633,2.736364,446667972
391,1877,1.55,34380099
1845,3655,1.418182,273258951
3591,1522,1.813636,356166108
1845,1522,2.604545,372361139
3300,2944,0.890909,153433843
973,1344,1.418182,49619176
682,989,1.945455,47870225
3009,2944,0.1,1811761
3300,1344,0.363636,10629401
5918,2055,0.627273,96172860
682,633,0.363636,1094971
3591,1700,2.868182,957095939
1845,1877,0.231818,3489608
1264,2944,1.681818,207166746
682,1166,2.472727,94181555
5336,2766,2.209091,1403412012
5336,3299,1.418182,704714995
973,811,1.681818,42928026
1264,455,1.022727,10683410
1555,1877,0.890909,49340739
2427,2588,0.627273,46904671
2718,1700,2.209091,441832774
5045,1877,1.154545,294822170
1845,3121,2.472727,702071818
973,2233,0.231818,4097753
5045,1344,1.286364,230592206
5336,2766,2.736364,2145160196
100,100,0.1,36274
1264,2410,0.890909,47391936
4173,2055,2.340909,909271385
5045,633,2.472727,384873007
3591,1522,1.55,263286053
2427,3477,2.209091,809808039
391,2410,2.340909,102113947
4464,2410,1.154545,304442869
2136,2766,1.681818,325025975
4755,1522,0.759091,81794574
5045,1877,2.209091,911845634
2718,3299,2.077273,783505392
5336,2233,1.681818,648524904
4755,811,1.418182,150270591
3882,989,1.154545,104517080
1264,1344,2.340909,181260173
3300,2766,0.495455,43396422
5336,3121,0.627273,130869350
100,989,0.495455,498630
2136,2233,0.363636,14313307
5918,811,0.627273,33764856
682,3477,0.231818,2592960
1264,2233,2.209091,266543884
4173,2410,1.681818,557315575
5336,3121,0.890909,257256188
1264,100,0.1,58237
973,633,2.077273,50345658
4755,278,1.813636,83359748
4755,3655,1.286364,581343467
4173,1700,1.286364,254016382
100,2588,1.945455,20150049
2427,2944,1.681818,395791708
1264,1877,2.209091,227264268
5045,2055,2.472727,1283111306
3882,1166,0.495455,20435122
100,100,0.627273,113648
391,3832,0.1,642029
3591,1877,2.604545,902922856
1845,3299,1.945455,445343824
4173,1166,1.55,258468359
3591,989,2.868182,561813286
682,3299,1.286364,68778621
4173,2944,1.418182,496103630
5045,100,1.286364,17389807
2427,811,2.736364,289109951
100,1700,0.627273,1296783
1555,100,1.813636,9438865
1264,2944,0.759091,40713155
2718,2055,1.286364,186400905
3009,1877,0.363636,14158821
1555,633,2.604545,127604382
2718,3121,0.890909,128158784
2136,3655,2.736364,1147990190
3300,278,2.868182,151869685
682,1877,1.945455,92989984
2427,2055,0.890909,84580319
5045,100,2.604545,66103184
2427,1344,0.231818,3281633
1845,3477,0.363636,17881849
1555,3299,0.627273,38688626
682,3655,2.209091,243879359
3009,3121,1.154545,246830206
3591,2233,1.418182,316390395
100,989,1.681818,5033345
3009,3121,0.363636,24958725
4464,1700,1.286364,240692876
5045,1877,1.286364,309707642
682,2588,1.418182,70614283
973,3299,1.813636,208774225
5045,2055,0.231818,10902571
5045,100,0.231818,535696
4173,811,1.418182,142230360
1264,1166,2.472727,174262463
682,1344,0.890909,14088709
1845,1522,2.077273,232679758
1555,455,0.1,322746
1845,1522,0.627273,20181120
2718,2766,1.681818,413134912
3591,989,1.022727,70365424
5627,811,0.363636,11089216
2136,3832,2.340909,872873537
3009,2766,1.286364,269626953
4755,989,1.154545,125050126
682,3299,0.759091,26202153
1845,989,1.681818,97339552
973,1700,1.681818,97291161
682,633,1.286364,12686131
5918,633,0.759091,41168033
3009,100,2.736364,43848077
3591,633,2.077273,189007046
5336,811,2.077273,356570511
3882,2944,0.890909,174655321
4464,1700,0.627273,58390764
3591,633,1.154545,61005927
3882,3477,1.55,692052264
2136,1877,0.363636,10683644
4173,1522,0.231818,7080137
1845,3477,1.286364,211593910
5045,2410,1.681818,670630910
3591,1344,1.154545,122929127
1555,1166,2.340909,204695261
682,989,1.154545,17660928
2718,989,1.286364,88671155
4173,2944,0.495455,59358852
5045,3655,0.1,3549604
5627,633,0.1,771013
2427,1700,2.472727,504665669
5918,633,2.340909,393505972
3882,1877,0.890909,112430905
