@relation Fibonacci

@attribute FibonacciNumber numeric
@attribute ComputationMode numeric
@attribute runtime numeric

@data
26,1,141
4,1,354
6,1,128
23,1,251
18,1,130
39,1,231
36,0,51
19,1,60
17,2,9922
8,0,43
2,0,61
30,2,5772534
5,1,793
7,1,373
30,0,188
4,2,358
12,0,93
10,1,407
22,1,277
12,2,2187
37,1,481
2,1,425
17,0,127
34,0,108
33,1,161
20,0,108
9,2,657
6,0,93
2,0,105
8,0,95
4,0,139
37,1,145
7,1,139
1,1,114
32,1,163
40,0,104
25,2,993739
6,1,133
22,0,108
30,0,92
32,1,141
38,1,265
24,2,614181
18,2,34402
11,1,237
25,1,139
29,0,111
28,2,2148805
34,1,215
15,2,3872
9,0,69
4,1,134
5,0,52
3,1,84
37,1,76
23,2,176318
32,2,14293671
18,1,859
35,1,350
39,0,95
33,0,71
28,2,2189284
33,2,22955821
38,2,273045113
5,2,227
28,2,1957318
30,2,5445984
20,1,1007
6,0,99
33,1,255
28,1,407
19,2,25943
39,2,453102216
24,0,274
11,0,150
30,1,1354
26,1,389
18,1,314
8,2,599
21,1,222
35,2,66152510
14,1,1030
32,1,487
40,1,302
24,2,307172
22,1,239
7,1,313
11,1,231
25,0,113
24,1,67
29,2,3356875
30,1,214
19,2,25822
25,0,66
30,1,72
37,1,238
32,1,60
30,1,53
1,1,55
31,2,11441920
23,2,190041
8,2,270
3,2,90
23,1,1069
7,1,1610
33,1,440
20,1,310
27,0,107
27,0,53
25,1,207
33,0,57
22,0,50
4,1,309
16,1,147
6,1,56
38,1,295
14,2,2621
15,2,4128
36,0,51
5,1,117
40,1,215
1,0,73
14,0,50
4,0,55
37,1,260
5,2,161
22,1,132
17,1,56
21,0,53
20,0,54
37,2,162417841
9,2,603
38,1,1581
17,0,102
32,0,83
20,2,58767
23,2,232223
35,1,703
21,1,632
14,1,547
30,2,5704950
31,0,156
13,1,891
17,1,160
25,1,259
10,1,307
5,1,204
28,1,348
11,0,113
32,2,14265887
34,0,140
37,1,804
23,0,54
6,1,368
4,1,188
26,1,262
5,0,52
5,0,53
9,2,383
19,0,43
26,0,63
23,1,262
35,2,67186518
28,0,83
37,2,171469031
7,0,226
38,1,1498
19,1,508
2,1,503
39,1,92
15,1,363
17,1,185
12,0,140
2,1,100
19,1,111
15,1,91
15,0,90
9,1,278
36,1,246
39,1,96
26,1,190
23,1,338
12,1,180
7,1,283
17,1,105
15,2,6873
5,0,88
3,2,178
24,2,688985
24,2,614193
22,1,256
27,1,222
11,1,235
2,1,142
36,1,166
4,0,139
23,0,105
34,1,232
4,2,271
19,0,129
9,0,120
11,1,139
29,0,108
19,1,132
10,1,216
38,1,145
9,1,136
12,0,108
11,0,105
11,2,1403
20,1,139
27,0,95
20,0,117
27,0,95
29,1,136
21,2,145192
32,0,159623
4,1,373
22,1,164
3,1,181
22,2,261161
37,1,399
26,1,133
34,0,110
11,1,192
37,1,120
10,0,97
31,1,191
15,1,208
22,2,278101
28,1,471
14,2,6217
33,1,223
28,2,2575147
12,1,751
13,1,223
4,1,268
28,1,292
5,1,129
30,0,99
26,1,61
35,0,44
7,1,54
12,0,44
28,1,51
9,2,376
8,0,53
13,1,61
28,2,2242119
16,1,570
37,1,819
37,0,117
16,0,58
8,1,301
10,1,151
28,0,58
19,0,57
5,1,83
25,2,497932
31,2,8992754
12,0,154
8,0,60
20,2,41801
12,1,860
21,1,489
32,1,345
27,1,208
37,1,232
26,2,746502
12,2,974
13,1,226
11,1,298
11,1,52
29,2,3306041
10,1,428
26,1,112
27,1,64
36,2,111180895
26,2,861223
27,2,1557672
37,1,884
21,0,89
40,1,243
5,2,183
3,1,467
17,0,63
37,1,67
25,0,47
31,1,235
39,2,444635656
27,1,902
36,0,94
12,0,48
20,2,41775
3,0,48
30,1,272
39,0,44
33,1,53
30,1,64
25,1,190
22,1,148
35,2,63870540
21,1,946
18,2,17264
35,1,392
2,1,1312
30,0,104
20,2,45034
12,1,274
18,2,17160
39,2,441350452
5,0,111
26,1,659
17,1,262
22,0,51
32,1,348
12,2,1034
25,2,536951
32,2,14152018
5,2,200
36,0,97
17,0,48
22,1,709
8,1,429
8,1,51
16,2,6198
39,1,327
29,1,139
29,1,52
37,1,213
33,1,151
27,1,123
2,1,268
32,2,14318198
6,2,288
13,1,552
22,1,82
10,2,463
10,2,385
9,2,287
24,1,138
6,1,213
3,1,301
5,1,54
12,0,98
33,1,318
2,1,51
15,0,60
37,0,50
18,0,44
26,1,65
9,1,140
1,1,55
23,1,62
24,1,62
38,1,157
23,2,176313
5,2,126
33,0,52
21,1,147
15,2,3892
30,1,72
34,0,55
36,1,179
24,0,47
24,2,406466
20,1,262
10,1,254
23,1,80
11,1,124
20,0,81
39,2,441372113
38,1,958
2,1,434
30,1,271
13,1,297
15,0,104
12,1,234
9,1,231
10,0,59
14,2,2693
17,1,167
34,1,75
22,0,53
5,0,53
22,1,8652
18,1,136
29,1,232
16,1,137
6,2,206
11,1,157
3,2,99
6,1,141
33,1,146
9,2,307
20,2,41771
3,1,154
34,0,51
30,1,54
24,2,285258
18,1,54
1,1,64
18,1,60
8,1,60
8,1,59
20,1,143
38,2,267476750
33,1,1375
33,1,77
2,1,383
23,1,320
14,1,253
5,1,126
14,1,57
35,2,72919648
14,0,218
38,1,942
6,2,315
18,1,409
2,1,428
25,0,85
21,1,189
30,1,256
14,1,339
15,1,334
14,0,84
2,1,104
4,2,234
37,0,93
9,0,85
9,1,353
14,1,98
20,1,94
17,1,90
38,0,74
10,1,184
17,1,106
10,0,88
34,0,84
17,2,17400
2,0,98
2,1,118
33,1,184
26,0,90
18,1,108
17,2,17273
6,1,283
37,2,212275572
3,1,961
5,1,180
3,1,131
1,2,100
12,2,1762
9,2,410
24,1,306
32,2,19162526
30,2,5979177
7,0,128
7,0,62
27,2,1326147
32,0,73
35,0,50
32,1,791
37,2,174777681
5,2,261
8,2,273
33,0,79
14,1,729
11,0,54
18,1,286
25,1,234
12,0,55
29,1,295
13,1,53
25,2,543667
19,0,58
4,1,331
24,1,169
22,1,133
25,1,57
17,1,162
15,1,261
6,0,53
8,2,261
26,1,68
24,0,59
9,1,507
22,0,54
16,0,54
4,1,59
35,1,227
5,1,131
14,0,46
34,1,113
38,1,215
16,1,64
3,1,287
8,1,71
29,1,71
19,1,59
30,1,132
22,1,58
34,1,64
27,1,130
34,2,50664066
29,2,4454205
2,1,806
23,2,202472
30,2,6849175
35,0,166
31,2,13139361
18,1,913
4,1,408
1,1,68
35,1,343
39,1,194
22,1,198
3,1,291
26,0,121
14,2,3988
16,1,296
24,1,93
21,1,126
24,1,73
14,1,199
32,1,291
11,2,921
20,1,68
1,1,59
23,1,67
3,2,140
24,0,122
37,1,110
28,0,83
17,1,97
10,1,257
27,0,76
2,2,108
7,0,68
37,1,70
15,0,77
6,1,99
38,1,142
3,2,91
11,0,65
5,1,79
7,1,79
22,2,171296
28,1,236
21,0,81
7,1,190
40,1,193
39,0,64
29,1,81
24,1,172
29,0,63
20,0,55
19,1,95
25,2,809045
23,2,599771
19,1,739
21,0,126
35,1,393
4,0,60
16,2,11234
26,1,139
16,0,58
30,1,215
12,1,217
23,0,48
23,1,264
15,0,81
30,1,75
31,1,88
24,1,89
27,1,145
21,1,132
28,2,2604566
13,0,111
8,0,71
19,1,721
26,1,160
30,0,60
8,0,56
26,0,55
2,1,420
1,2,76
17,2,17377
17,2,15602
26,1,262
13,1,254
10,1,564
12,1,86
37,0,79
38,0,73
3,0,75
28,2,2682174
8,2,257
21,0,94
29,1,953
16,0,75
23,1,752
13,0,54
8,1,487
1,2,79
9,1,346
36,2,150060956
34,1,704
11,0,109
26,0,52
7,2,262
22,1,328
40,2,749037049
32,0,115
6,2,227
20,1,753
11,0,65
32,1,319
23,0,50
30,1,138
23,1,269
8,0,50
33,2,24482843
28,2,2104750
28,1,688
15,2,3933
1,1,67
13,1,367
14,1,50
5,2,136
40,1,286
9,1,348
15,1,241
34,2,38896162
8,2,694
35,1,1381
38,0,195
35,0,92
20,1,570
22,2,234786
15,2,8333
30,1,343
4,1,542
22,1,342
23,0,117
5,1,222
12,2,2113
16,1,305
25,0,108
15,1,327
25,1,308
27,1,343
11,1,420
23,1,126
1,1,129
37,0,157
8,2,447
40,1,361
17,0,108
24,1,136
3,1,453
17,1,110
22,1,111
2,0,114
37,0,124
35,0,108
17,2,21359
28,1,115
21,1,132
32,1,525
27,1,127
13,2,3302
11,1,111
2,0,109
36,1,237
26,0,117
21,1,108
31,1,129
39,1,253
19,1,229
31,2,9771507
14,0,96
15,0,43
37,1,290
29,1,137
33,1,69
15,0,48
37,2,162340605
10,0,143
2,2,160
24,1,784
37,1,546
38,0,66
9,0,49
18,1,229
40,1,250
26,2,995135
15,1,427
5,0,43
11,1,321
21,0,60
19,0,60
29,1,319
10,2,484
20,1,59
2,1,266
39,0,43
9,1,114
12,1,63
32,0,43
9,1,66
1,2,63
34,1,109
35,0,48
36,0,50
35,2,64073658
13,2,1714
19,2,26000
23,0,94
13,0,60
31,2,8807651
19,0,43
25,1,860
2,0,53
20,1,295
37,1,354
30,0,51
23,1,544
21,1,133
18,2,15964
21,1,84
4,1,350
8,0,49
2,1,268
30,2,5607339
31,1,356
31,0,84
6,0,52
13,1,254
23,1,77
33,1,62
7,0,54
18,1,153
10,1,279
25,1,52
16,0,50
21,0,52
29,1,233
14,1,59
18,0,49
35,1,160
21,1,69
27,2,1544991
9,0,87
21,2,72595
20,0,54
37,1,625
30,1,247
2,1,364
34,1,115
16,1,262
37,1,124
32,2,14494352
9,1,952
8,0,83
33,1,653
6,0,49
9,0,47
29,2,3358619
6,1,1281
3,0,106
7,1,248
6,2,229
26,1,617
39,0,63
34,1,297
12,1,179
20,1,212
35,0,50
11,1,224
17,0,51
15,1,190
32,1,316
19,1,55
8,1,186
39,1,224
21,2,68036
13,1,134
22,0,50
14,1,125
31,1,111
21,0,58
35,1,51
20,2,42165
22,1,319
15,0,43
26,2,902446
20,1,875
23,1,272
15,2,3950
34,1,879
20,0,75
16,1,341
14,1,201
4,1,485
32,1,330
18,2,16099
32,2,13912055
7,0,110
7,0,52
34,0,46
25,1,846
26,0,50
33,1,302
25,0,48
19,1,288
6,2,244
1,1,56
4,0,53
9,2,347
15,1,329
40,1,250
15,1,52
20,1,53
34,1,168
16,2,6188
11,1,317
34,0,54
38,2,281366334
10,2,523
27,1,912
18,1,212
15,0,96
30,0,52
40,1,359
14,0,45
25,1,181
17,0,43
40,2,739719485
36,1,938
20,0,102
34,1,219
9,2,404
40,1,222
36,1,52
11,2,649
29,2,3246988
13,1,561
8,2,292
5,2,154
35,1,106
36,1,64
19,1,326
35,1,52
7,1,268
12,2,1019
4,0,98
7,2,176
33,1,212
20,1,53
1,0,76
23,1,227
7,1,51
4,1,209
22,1,60
6,2,173
8,1,53
5,1,54
35,1,53
11,2,633
18,1,69
18,1,52
34,1,50
27,1,201
28,1,60
7,1,57
30,1,130
28,0,66
20,2,41693
17,1,134
4,2,132
15,1,269
5,0,51
1,1,55
32,2,13876021
22,0,95
12,2,1029
29,0,51
17,0,43
34,2,38453358
7,2,361
5,2,166
26,2,804347
13,0,100
33,0,79
35,1,760
2,2,84
37,2,187759166
24,1,1297
23,0,97
17,2,9989
20,1,671
18,1,133
14,1,306
21,2,67408
28,0,56
38,2,276049002
27,1,896
35,0,98
14,2,2466
11,0,65
1,1,65
12,1,291
20,0,44
2,1,306
23,0,45
20,1,209
36,0,44
37,1,338
5,2,168
4,2,121
8,2,276
9,1,147
31,1,191
32,2,15887269
37,2,163914725
24,2,292115
35,0,96
24,1,980
23,2,180666
11,2,656
37,2,166141572
33,2,25257598
30,0,130
8,1,891
26,0,51
16,1,272
12,0,43
27,2,1207821
36,0,53
21,0,63
25,1,198
40,2,758098168
14,1,1427
22,2,117624
1,1,66
31,2,9994734
16,1,770
39,1,401
32,0,96
31,0,59
31,2,9108053
10,1,660
11,1,122
16,2,6667
13,1,271
14,1,64
7,1,205
22,2,117653
17,2,10654
38,1,335
40,1,123
24,1,260
29,1,212
35,1,180
14,1,60
8,1,119
17,1,133
6,2,184
5,0,78
13,2,1649
11,2,664
5,1,75
9,1,60
1,2,69
20,2,44991
1,2,55
3,0,53
26,0,53
32,1,256
11,1,74
18,1,55
16,0,53
23,2,189876
33,1,140
11,1,56
22,1,113
2,1,215
10,2,484
39,0,55
10,1,60
36,1,61
31,1,63
30,0,62
39,0,52
2,1,64
8,0,55
36,1,66
15,0,55
20,1,136
21,1,65
4,0,61
26,2,824795
3,1,174
28,2,2443351
6,1,482
21,0,71
3,2,115
13,2,1638
16,1,242
1,0,79
19,0,68
18,0,49
14,1,159
9,1,203
34,1,172
24,2,307206
1,1,59
28,1,159
27,1,130
10,0,55
26,1,74
23,1,188
10,1,173
22,1,56
38,2,320708825
25,2,631018
37,0,110
20,2,45326
14,2,2588
35,0,74
19,0,46
25,2,547531
1,2,136
13,0,97
7,1,1403
6,0,63
26,2,830881
36,0,541
31,1,587
12,1,375
15,0,387
10,1,357
28,2,2133178
33,1,845
26,2,770575
36,1,461
12,1,321
23,0,55
39,1,259
38,1,121
4,1,259
19,1,381
8,2,266
34,1,129
35,0,54
27,0,52
16,0,51
13,1,130
3,1,242
24,1,187
14,2,2413
33,1,167
11,0,57
38,0,51
31,1,145
25,1,53
18,0,48
37,2,172190875
23,2,211586
16,0,139
39,0,50
29,1,863
15,2,4223
29,1,119
18,1,239
31,1,197
15,1,277
16,1,128
16,2,6635
38,1,272
33,1,66
19,1,52
16,2,6589
15,1,57
40,0,60
37,1,189
1,1,65
33,0,57
8,0,55
33,1,59
24,1,209
31,1,56
2,1,349
2,1,55
23,1,133
35,1,133
34,2,56418511
17,0,175
36,2,140402431
18,1,2321
21,2,74536
1,1,73
19,2,27909
11,2,667
23,0,97
11,1,772
8,1,602
24,0,71
39,2,623391660
27,1,813
7,1,668
16,0,121
40,1,404
26,2,1398868
24,2,479371
11,1,1088
22,1,829
26,2,1207422
7,2,244
31,0,97
39,2,544018164
5,0,107
21,1,700
9,0,63
14,0,50
35,1,367
21,0,45
28,1,239
9,0,49
10,1,354
4,2,219
21,1,68
28,1,63
38,2,288523160
26,0,156
22,0,67
27,1,967
36,0,46
8,2,283
33,1,266
12,0,58
16,0,45
25,1,240
39,1,302
37,2,178156039
11,2,1625
31,1,1262
30,0,197
13,1,530
26,1,284
39,1,435
29,1,222
23,1,395
17,1,253
38,1,219
5,1,327
19,0,117
28,0,115
27,0,93
32,1,262
30,1,133
12,0,105
12,0,95
11,1,330
37,1,502
16,1,216
4,1,223
21,2,145475
34,2,43304438
15,1,872
38,1,716
8,2,404
29,1,253
18,0,110
17,1,180
21,2,73794
37,2,180086774
19,0,147
16,1,827
17,2,10787
8,1,395
36,1,398
1,1,60
34,2,43074183
13,2,1725
2,1,1027
8,1,417
32,1,435
40,0,102
20,1,195
21,2,72741
22,1,298
23,2,191302
39,2,450064970
23,1,915
7,1,510
15,0,97
34,1,331
21,2,67452
8,0,66
2,0,44
39,2,451957391
10,1,966
35,1,346
7,0,115
28,0,71
20,1,446
3,1,382
25,0,55
5,0,78
1,2,106
15,1,302
34,1,234
9,1,147
6,2,367
10,1,81
36,1,79
5,2,189
7,2,349
13,0,161
7,1,535
2,1,244
25,1,266
18,2,17448
29,1,317
31,2,8663074
4,1,772
35,0,66
5,2,144
8,1,397
21,0,52
38,1,337
4,2,117
28,0,53
27,1,376
36,2,102764166
8,2,316
14,1,948
31,1,320
34,2,39284124
37,1,820
33,2,26144656
28,1,1012
12,1,671
22,0,98
33,1,254
28,2,2229027
28,2,2013873
30,2,5401045
8,0,103
19,1,541
21,0,57
24,1,214
22,2,109036
18,2,15938
26,0,49
36,1,393
28,0,53
27,1,76
33,2,22975312
18,1,1006
13,2,2822
24,2,399936
24,1,491
17,2,10726
29,1,274
37,1,239
36,0,95
30,0,63
3,2,125
1,1,64
6,2,207
6,0,53
33,2,23623360
24,0,126
27,0,53
19,1,882
35,0,43
7,0,44
39,2,443837204
4,0,112
30,0,51
8,1,742
37,2,173352322
7,2,289
37,1,802
9,1,338
35,0,99
8,1,217
12,0,77
26,2,746523
13,0,57
12,1,213
20,1,182
15,2,3836
7,0,44
26,1,127
14,1,135
6,0,51
36,1,153
24,2,285183
18,1,142
7,1,140
34,0,54
25,0,54
17,1,125
17,1,60
27,1,137
18,1,54
33,2,25580980
34,1,818
30,2,5764183
8,1,819
30,0,99
8,1,119
30,2,5256567
32,1,392
20,0,49
4,1,238
17,1,295
29,1,219
10,1,244
36,2,104916380
34,2,40283102
22,1,951
12,1,390
24,2,285655
31,1,306
25,1,183
15,1,259
17,2,9950
7,1,321
33,0,93
13,1,137
24,1,123
25,1,54
21,2,67390
30,1,182
22,2,109068
22,0,66
32,1,123
39,1,301
12,0,50
1,1,55
19,1,599
23,1,58
15,0,52
36,0,51
4,1,239
32,1,66
14,0,49
26,1,141
32,0,45
18,1,54
8,0,43
32,1,53
7,0,44
21,0,50
1,1,50
37,2,173465232
19,0,128
4,1,842
17,1,315
32,2,13967427
36,2,102852989
30,1,795
3,1,509
19,1,337
37,0,91
3,0,55
15,2,3906
25,1,198
19,2,25823
10,0,49
10,1,250
14,1,209
20,1,54
6,0,50
15,1,242
2,1,67
30,1,61
2,0,50
19,0,52
15,2,3824
39,2,437573287
22,2,117789
25,1,1116
29,1,359
39,1,400
10,0,108
34,1,275
24,0,64
18,0,52
1,1,62
12,2,1097
36,1,165
5,2,150
26,1,138
19,0,54
20,2,44999
16,2,6621
30,1,245
28,1,144
8,0,58
29,1,65
17,1,383
26,1,61
30,1,52
33,2,23786778
6,0,152
20,2,44966
26,2,785157
1,1,66
19,1,799
22,1,123
20,0,65
25,0,53
14,2,2455
32,0,50
10,1,760
22,1,60
20,2,42922
31,2,9104967
3,1,958
13,0,105
32,2,14386068
31,1,631
36,2,103419101
37,1,1257
3,0,135
32,2,16067431
11,2,1060
38,1,786
37,0,100
15,1,688
7,2,239
18,1,262
31,1,206
27,0,71
34,0,61
25,0,63
32,0,46
8,0,45
23,0,47
10,0,49
13,1,211
27,0,45
23,1,218
22,0,48
20,1,76
17,1,122
36,1,201
16,1,65
4,0,45
10,1,267
38,0,45
30,1,117
34,2,42714849
29,1,919
10,1,803
21,0,118
26,0,70
14,1,392
4,1,258
32,1,261
29,1,56
11,1,121
13,0,53
33,0,55
9,1,498
15,0,66
27,1,130
36,1,268
17,1,123
8,0,57
8,0,55
22,2,118361
7,0,59
30,0,48
22,1,426
34,1,235
22,1,61
14,2,3325
32,2,19502830
9,1,824
13,1,283
29,1,300
37,1,180
20,2,45303
14,2,2611
14,1,147
34,1,132
35,2,75974846
27,2,1835235
30,1,1045
6,1,373
12,1,341
40,1,333
37,2,177128715
21,1,857
12,1,265
19,0,103
38,1,344
1,0,64
13,1,194
29,1,210
36,1,114
8,1,186
34,2,39622278
28,1,1310
27,1,292
32,0,95
27,1,60
34,0,57
34,1,217
23,1,273
40,1,232
1,1,56
35,1,65
29,1,171
21,2,67590
30,1,123
7,2,188
34,1,53
13,0,54
18,2,15974
13,0,60
2,1,829
15,1,349
30,0,59
12,2,987
31,1,135
37,0,53
16,1,130
15,0,50
32,1,53
32,2,14303991
17,0,118
40,1,843
27,2,1210135
26,0,56
24,0,45
21,2,67515
12,0,43
7,1,522
35,0,43
9,0,53
34,0,44
20,1,434
1,1,67
35,2,68164386
3,1,959
29,2,3230351
34,1,504
6,2,233
39,1,203
17,1,274
23,0,95
3,1,91
31,1,220
13,1,129
35,1,125
9,1,187
10,2,485
37,1,53
34,1,55
10,1,134
35,0,49
8,2,223
37,1,57
20,1,186
27,1,184
40,0,53
29,0,63
11,2,657
26,0,52
33,2,23979063
12,1,2093
38,1,779
36,1,399
24,1,802
2,1,762
9,2,419
21,1,282
1,2,69
17,1,289
28,0,108
14,1,267
39,2,444058510
37,1,1950
23,1,887
32,0,171
23,1,110
14,2,4356
26,1,220
24,0,108
13,1,850
8,1,479
13,0,85
31,0,80
8,0,88
21,2,118439
12,1,396
5,2,220
15,1,719
35,1,355
20,1,333
14,0,82
11,1,227
19,2,45277
21,0,86
12,2,1700
36,1,186
30,1,452
38,1,307
21,1,168
7,0,86
6,0,74
3,2,155
7,0,98
31,2,9572846
14,1,984
24,1,298
19,0,92
8,0,53
24,0,44
28,0,43
31,0,42
11,1,367
12,1,71
6,1,198
19,0,50
14,1,52
6,2,248
13,0,52
33,1,290
10,2,459
18,1,184
26,2,759458
22,2,112150
23,2,182445
11,2,721
30,2,5927505
9,2,387
31,2,8834051
15,1,778
13,1,383
24,2,285225
38,0,95
38,2,282751612
26,1,1324
31,2,9163702
29,1,758
26,1,129
35,1,265
23,1,233
39,2,455242502
13,1,862
7,1,377
2,2,222
8,0,126
35,1,478
29,1,305
29,1,77
31,0,76
25,0,83
14,2,4416
11,1,330
28,1,136
20,1,282
16,0,64
2,1,303
6,0,46
36,1,122
29,1,72
19,1,167
12,1,121
21,2,122597
2,2,103
36,1,208
3,1,162
40,2,739750598
23,1,1343
10,0,116
34,2,55503142
17,0,189
24,1,815
23,1,211
18,0,87
8,1,426
4,0,51
13,1,210
40,1,375
15,1,328
22,1,85
23,0,77
38,0,63
20,0,56
22,1,89
15,0,87
23,0,58
6,0,50
30,1,222
39,1,158
11,0,63
22,2,191637
26,0,68
39,2,487836748
12,2,1143
9,1,919
23,1,390
6,2,202
10,1,183
26,1,132
23,0,94
27,1,127
36,1,226
25,2,465329
27,1,59
19,2,25806
11,1,135
17,0,49
15,2,3836
12,2,938
18,0,54
26,1,52
17,0,43
2,1,271
18,2,15955
19,0,52
25,1,112
21,1,346
35,2,59534829
36,1,846
27,1,402
38,2,275660623
2,1,1252
7,1,367
12,2,1037
36,1,370
11,0,100
32,1,359
16,0,51
9,1,139
35,1,65
28,1,228
7,1,52
36,0,50
18,0,53
25,1,178
22,1,124
37,2,165487027
24,1,829
29,2,3666583
39,1,962
24,1,287
24,0,213
19,0,93
17,0,92
3,1,663
31,2,11086480
23,1,1064
19,0,125
2,0,59
33,0,50
17,2,15168
29,0,81
30,1,373
33,1,172
15,0,70
27,2,1763654
33,1,628
36,1,360
28,1,285
30,0,95
36,1,53
33,2,22795741
31,1,793
37,1,301
2,2,110
2,1,384
22,2,109056
21,2,67376
3,1,139
29,0,88
36,1,141
26,0,54
10,1,250
29,1,210
28,1,146
36,2,111174279
24,1,1021
2,2,156
10,2,460
37,1,393
33,1,189
20,2,42153
15,1,402
16,1,125
7,0,110
22,0,72
5,1,294
32,0,48
1,1,53
31,0,47
24,0,49
31,2,8627050
11,2,769
18,1,858
2,1,735
32,2,14287951
36,1,1386
24,1,409
23,2,177745
11,1,952
12,2,1015
4,2,100
12,1,116
13,1,202
6,1,376
19,0,104
13,2,1555
34,0,68
16,1,222
22,1,167
4,1,192
5,1,52
14,1,54
4,2,81
35,1,58
9,2,322
36,2,109950492
3,2,605
23,1,845
16,0,106
18,1,225
33,1,264
13,1,256
26,2,804395
4,2,140
40,1,251
3,1,417
3,0,72
13,0,56
7,2,218
20,2,44918
18,2,17184
36,0,50
39,0,54
39,2,465716075
25,1,838
33,0,86
22,0,49
29,1,321
24,2,285219
4,2,114
30,0,50
5,2,137
33,1,219
26,1,71
4,2,74
23,2,227173
9,2,539
22,1,269
2,1,405
38,1,269
21,1,181
5,2,127
23,2,194537
35,1,197
8,2,246
11,0,50
8,2,178
29,1,69
34,1,68
16,2,6150
38,1,64
25,2,461368
18,1,131
9,2,313
33,1,68
38,0,56
35,1,63
29,2,3211860
30,1,68
6,1,221
16,1,189
21,1,71
4,2,79
27,1,135
21,2,67367
8,1,53
5,1,60
23,0,61
6,1,53
23,2,176284
39,1,57
17,1,60
25,0,47
19,0,64
1,2,67
1,1,56
7,2,193
30,1,66
19,1,63
5,2,83
12,1,216
5,1,60
25,1,61
13,2,1558
29,2,3796198
40,1,833
7,2,518
9,0,203
17,1,297
25,1,182
33,2,25073117
32,0,152
28,1,1216
15,0,45
21,2,67953
5,0,43
35,0,42
4,1,391
6,1,145
13,1,281
11,2,665
33,2,25044043
24,1,806
19,1,375
20,1,64
20,1,53
13,0,104
18,0,56
9,0,44
32,1,317
7,1,401
9,2,359
39,0,56
8,1,66
23,2,231458
35,1,242
27,1,233
3,0,48
11,0,49
4,2,112
28,1,54
32,1,70
18,1,63
4,2,93
6,1,85
6,1,51
37,2,169440686
7,0,140
36,2,107341377
4,0,134
1,0,64
24,2,285224
40,1,813
4,0,71
20,1,336
14,1,284
18,2,16015
6,1,266
38,2,273432582
18,1,840
1,1,62
28,1,319
13,1,257
39,1,559
19,0,109
40,1,140
3,0,43
15,2,3911
14,1,57
38,1,137
35,0,50
16,1,111
2,1,336
7,1,188
25,1,193
18,1,55
11,2,672
1,1,49
20,1,50
20,2,41702
13,0,50
7,1,61
11,1,192
35,2,63388939
7,2,394
33,1,1080
9,1,435
28,1,337
2,1,338
18,1,318
33,0,92
4,0,53
25,2,462356
16,0,148
35,1,557
25,1,279
22,2,109873
15,2,3820
26,1,389
18,1,210
10,1,807
14,2,2386
28,2,2820118
24,0,121
14,0,64
21,1,565
10,2,502
31,0,55
31,2,10718035
30,1,1063
16,1,310
15,1,225
22,0,93
16,2,6261
27,1,178
21,0,62
19,2,25823
28,0,55
7,1,240
30,0,45
26,2,1062694
37,0,112
40,2,737087704
20,0,157
15,0,72
21,2,67475
5,2,153
34,0,48
3,0,44
17,0,45
7,1,910
2,2,77
6,0,45
17,0,49
9,1,318
8,0,44
24,0,49
24,2,285236
22,1,324
15,0,53
22,1,60
34,2,42852623
12,1,858
8,0,96
31,0,45
32,1,426
22,1,216
38,1,256
18,1,179
20,2,41800
32,1,60
33,0,53
20,1,53
11,1,291
5,1,216
36,1,248
29,0,50
17,1,199
21,0,50
11,1,51
33,1,60
21,1,136
3,2,115
8,0,62
27,1,189
5,0,44
5,0,49
16,1,126
30,1,139
23,1,52
29,2,3687130
10,1,814
3,1,636
36,1,213
3,1,121
38,1,175
4,2,400
40,0,210
22,1,194
24,1,130
9,2,728
6,2,352
12,1,149
28,2,3741659
28,2,2388641
33,1,204
25,1,146
13,1,78
30,1,61
8,1,89
13,1,52
16,1,62
27,2,1226281
33,2,23108155
11,2,777
29,1,901
13,1,346
26,2,749136
17,1,201
21,0,98
26,2,748309
12,0,56
8,1,716
7,2,221
39,1,433
2,0,45
6,2,149
3,1,957
13,1,277
8,0,42
2,2,66
20,0,49
10,1,222
23,1,313
23,0,42
34,0,49
8,1,62
12,1,124
6,0,44
30,1,403
39,2,471842438
21,1,1342
14,1,448
37,1,423
28,1,310
3,1,580
33,1,221
11,1,247
2,2,179
34,0,121
35,1,139
21,1,93
5,0,56
31,1,155
10,1,128
25,2,811363
39,2,516567991
22,1,694
28,1,319
15,2,4177
1,0,68
17,0,76
16,1,244
29,0,86
7,1,264
27,1,66
15,0,62
30,0,55
38,0,51
34,0,50
3,2,114
7,0,54
33,1,201
10,2,487
27,2,1302603
29,2,4518275
39,1,1153
8,1,371
16,1,247
3,0,85
15,0,64
15,2,4162
29,1,272
23,1,330
11,1,291
18,1,125
22,2,118380
33,0,59
29,1,540
7,1,192
23,1,129
13,1,114
4,2,124
33,0,69
6,0,61
5,1,119
32,1,181
2,2,91
19,2,27815
2,2,58
17,1,67
22,1,67
18,2,17182
5,1,76
31,2,11409879
36,2,113567340
27,2,1211543
6,2,153
34,2,41018886
39,1,1324
33,1,548
13,0,80
16,2,6833
31,2,8672262
27,1,971
5,2,206
16,1,299
13,1,253
32,2,15881274
33,2,27194324
40,0,106
27,2,1397587
2,1,1042
33,2,23312981
29,2,3631674
33,0,138
9,0,62
3,1,1275
38,1,400
11,1,306
24,1,301
9,2,381
6,2,180
19,1,333
10,1,124
10,1,55
19,1,56
