@relation Fibonacci

@attribute FibonacciNumber numeric
@attribute ComputationMode numeric
@attribute runtime numeric

@data
4,1,229
34,0,59
12,1,150
31,1,58
5,1,57
18,0,65
38,1,222
30,1,60
15,2,4153
1,1,62
16,1,164
35,0,59
3,1,301
39,0,55
6,0,51
7,2,220
10,1,151
40,2,792513891
39,1,803
13,1,341
11,1,370
12,0,98
24,2,307620
32,0,54
35,1,183
35,1,74
25,2,497849
27,0,54
38,2,273510035
28,2,2554914
22,2,142168
17,1,877
27,1,278
5,1,264
36,1,328
33,1,212
22,2,109049
2,1,281
20,1,209
33,1,53
7,1,53
29,2,3164534
35,2,63898379
31,2,9026685
28,1,820
9,0,102
40,0,61
30,2,5416991
10,0,95
2,0,55
9,1,426
8,1,197
5,1,121
28,2,2962971
15,2,6884
25,1,1052
16,1,429
25,1,92
3,1,541
28,0,183
21,2,92595
5,1,129
36,0,55
29,1,300
1,2,76
14,1,194
28,1,134
28,2,2113999
11,2,758
7,2,173
26,1,219
28,0,55
36,1,412
34,1,150
12,0,46
39,1,221
36,0,60
3,0,61
31,1,213
34,1,64
30,1,65
31,1,58
36,1,56
40,2,695228792
28,1,960
30,0,90
33,1,290
29,1,52
12,1,346
9,0,51
11,0,51
17,1,224
38,2,270319137
6,2,343
4,0,88
25,1,812
21,1,230
18,1,111
34,2,38445807
13,1,813
3,1,444
26,1,179
21,2,67443
36,1,349
35,1,53
12,2,1022
29,2,4723072
4,1,707
34,0,171
1,1,111
38,1,431
15,1,388
13,1,126
3,1,144
14,0,94
8,0,110
5,2,361
30,2,5278185
16,1,357
20,1,182
3,1,173
13,1,72
13,0,90
12,2,1069
26,0,57
6,1,227
16,2,6178
12,0,50
29,0,43
1,1,61
11,1,276
13,2,1503
34,0,49
25,1,193
9,0,50
10,1,135
30,1,253
18,0,54
20,1,54
1,2,63
8,1,60
14,0,49
23,0,48
35,2,63198030
20,0,122
8,2,310
39,1,671
24,1,324
36,2,104775414
16,1,844
35,2,64543014
35,0,115
35,0,52
20,0,44
10,2,499
1,1,69
16,2,6204
13,1,772
17,2,9894
8,1,332
15,0,51
19,1,249
6,1,115
6,1,60
3,1,614
17,1,134
11,1,166
10,0,64
34,1,248
37,2,170867376
16,1,1040
2,1,305
33,2,26598516
9,2,384
40,1,733
35,2,61525932
3,2,132
32,0,87
19,1,835
34,1,348
22,1,208
8,1,271
18,2,15996
2,2,73
4,2,119
22,1,87
28,0,58
29,2,3161726
24,1,61
23,2,176290
38,0,54
2,0,50
2,1,259
30,2,5576709
24,0,69
8,1,244
30,2,5191321
15,1,359
12,2,964
25,0,58
21,1,163
25,2,461331
16,1,65
25,0,46
22,1,59
4,1,150
29,1,295
25,1,141
13,0,52
13,2,1533
15,1,53
31,0,51
16,0,55
10,1,196
15,1,61
21,0,60
9,2,329
25,0,48
18,1,60
15,0,49
29,1,54
2,1,97
26,1,59
6,0,43
35,2,64067154
35,0,117
38,1,822
18,0,59
32,2,16067608
3,1,1003
21,0,106
15,2,4198
11,0,57
32,2,13750669
19,2,25887
13,0,102
39,2,436487260
30,0,128
2,0,55
4,2,163
18,0,53
17,1,814
18,1,285
24,1,183
39,0,53
16,0,48
34,2,36598958
11,1,882
19,1,426
6,0,97
31,1,257
39,0,58
15,2,3908
33,1,60
20,0,55
16,2,6191
36,0,50
17,2,9898
5,2,117
4,2,88
36,1,361
37,1,62
18,1,62
20,1,61
2,1,252
38,2,270218542
19,2,25935
37,0,101
31,0,48
25,0,42
14,1,870
14,0,50
35,0,44
29,0,44
3,1,421
40,1,580
15,1,214
21,1,211
38,2,274149005
11,0,134
13,0,66
11,1,717
33,0,48
15,2,4177
39,0,55
20,0,53
7,0,47
23,0,48
12,1,400
2,0,51
11,2,713
9,1,249
13,1,120
39,2,450658958
7,2,283
34,1,1033
35,0,113
20,1,316
10,1,436
14,2,2623
18,2,17191
26,0,52
18,1,120
38,0,49
6,2,163
30,1,229
24,0,47
38,1,286
25,1,257
27,1,273
31,1,63
20,1,143
29,2,3801072
12,1,927
13,1,185
3,1,723
14,0,75
31,0,55
20,0,48
37,0,49
10,1,273
39,2,466255966
28,2,2049227
22,1,782
25,1,182
6,2,250
1,1,64
10,2,428
16,1,254
28,1,285
34,0,90
33,2,22304422
7,0,119
27,2,1208092
8,1,730
8,1,103
19,2,25838
18,0,62
39,1,336
31,2,9605596
3,2,275
34,1,658
30,2,6320687
2,2,94
24,1,425
35,0,113
15,1,267
36,2,100687382
39,2,433305801
7,2,452
7,2,224
11,1,890
20,1,349
18,2,25693
27,0,92
34,1,363
39,1,214
15,1,254
3,1,362
3,2,127
26,0,79
13,0,66
34,2,40714868
3,1,934
23,0,99
23,0,46
25,1,396
36,2,106063692
13,1,852
7,2,215
18,1,263
30,1,247
35,1,268
24,0,99
29,1,211
26,2,746525
8,1,277
29,1,62
30,1,53
2,1,270
27,2,1228577
15,1,243
40,1,212
16,2,6143
33,1,132
30,2,5115703
14,0,65
14,1,134
21,1,110
10,2,439
5,2,133
3,1,66
10,2,434
38,1,149
39,1,53
12,0,56
4,1,57
34,1,57
34,1,50
10,1,181
17,0,55
38,0,53
24,1,132
22,1,53
22,1,59
36,0,47
38,2,262530911
24,2,285323
18,1,739
29,0,94
2,1,435
10,1,275
17,1,219
36,0,53
10,1,53
33,0,62
4,1,220
17,0,50
12,1,56
28,1,335
23,1,276
18,0,44
31,1,203
8,0,50
25,0,50
18,2,16020
28,1,55
13,1,53
29,0,50
25,0,49
3,1,58
7,1,201
4,1,51
15,1,268
30,2,5117865
27,1,75
28,1,50
19,0,63
7,2,205
16,1,53
37,2,166158792
13,2,3506
9,1,1620
9,0,219
28,1,574
11,1,327
33,2,23773732
19,1,720
20,2,41748
8,0,92
4,1,331
22,1,212
2,0,51
1,2,70
40,0,44
28,1,168
27,0,44
16,2,6189
23,1,67
29,2,3352064
28,1,261
7,2,189
6,0,81
9,0,48
13,0,44
9,1,244
17,0,44
38,0,43
28,0,44
9,2,330
23,0,43
10,1,140
34,1,183
5,1,137
28,2,1983062
33,0,62
34,0,48
14,1,319
10,0,52
25,1,72
28,0,43
4,1,116
19,2,25804
27,1,63
28,1,60
10,0,59
13,1,58
12,1,66
20,2,41705
4,0,44
26,1,53
24,1,64
11,0,51
34,0,49
7,2,158
31,1,182
25,1,61
11,0,43
18,1,74
33,1,59
28,1,59
36,1,136
18,0,52
22,2,108997
18,2,15946
38,0,62
15,1,247
31,1,54
36,1,52
4,1,60
34,2,37721660
23,1,662
38,1,647
9,1,212
30,0,97
3,2,158
28,0,42
27,2,1207852
18,2,15969
20,2,41677
39,0,50
21,1,226
18,1,139
18,0,52
3,0,55
27,1,83
19,1,63
7,1,148
38,1,62
30,2,5118191
37,2,176244158
34,0,124
26,1,685
19,1,311
33,1,252
34,2,41265190
27,2,1471744
22,1,784
7,1,447
12,1,207
5,2,150
31,1,248
4,0,100
24,2,285200
6,1,54
22,1,59
28,1,312
26,2,1018539
32,2,16553731
7,0,124
26,1,658
3,1,483
5,1,139
26,2,853333
22,0,129
32,0,52
8,0,53
16,1,403
11,1,311
28,1,160
29,2,3275057
36,2,100453948
27,0,117
15,2,3866
21,1,780
24,1,268
22,1,144
13,1,265
19,1,187
3,2,95
8,2,233
34,1,312
36,1,59
36,1,54
24,1,51
13,2,1587
2,1,323
33,1,201
38,1,199
32,0,68
4,1,130
30,0,51
17,1,127
25,1,136
34,0,50
28,1,264
27,1,52
14,1,55
13,2,1510
3,1,57
37,1,51
18,2,15981
38,1,55
1,0,62
32,1,131
31,1,57
37,2,162091257
30,0,110
27,1,836
18,2,16063
9,1,426
18,1,191
31,0,65
28,0,52
6,0,44
8,1,136
36,1,333
25,1,183
15,0,49
14,1,217
4,2,154
16,1,132
14,1,60
21,0,49
25,1,52
19,0,61
17,1,68
18,1,63
30,1,137
28,0,50
15,2,3878
21,2,67400
5,2,129
18,1,53
11,0,49
26,2,784876
24,0,54
4,2,75
38,2,266452782
25,2,497150
23,1,869
17,2,10675
23,0,101
13,1,319
18,1,173
35,1,315
10,0,53
21,2,72567
8,1,200
36,1,55
26,1,139
21,1,128
36,1,57
11,1,195
8,1,56
4,1,219
37,1,65
36,1,53
32,1,289
19,1,56
19,2,27791
37,0,59
33,2,23163385
31,1,431
6,1,140
19,2,25870
10,1,151
16,1,146
9,0,86
5,1,67
38,2,258925111
28,1,989
13,1,420
15,1,268
28,2,1954117
34,1,252
24,2,285182
10,1,360
23,0,85
11,1,126
3,1,303
24,2,285144
33,1,227
5,2,125
3,1,60
1,1,62
18,1,224
7,2,216
28,1,62
8,2,223
34,2,39600544
16,1,809
26,1,244
32,1,328
39,1,248
23,1,256
39,1,57
33,0,99
31,2,8353404
17,1,228
13,1,140
18,2,17225
12,1,126
5,0,51
20,2,44901
7,1,295
26,1,147
20,1,199
22,2,117393
7,2,181
37,1,201
5,0,53
24,0,57
19,0,47
28,1,184
28,0,61
21,1,149
23,1,70
9,1,127
23,0,54
11,1,173
10,1,158
31,2,8515653
21,2,67455
6,1,641
19,1,220
34,1,135
27,1,70
16,1,142
14,1,69
9,1,64
20,1,53
5,1,55
8,0,110
3,1,290
11,1,138
35,1,51
6,1,51
17,1,50
12,1,62
2,1,54
30,0,52
19,1,52
16,2,6180
24,1,71
23,2,176333
21,1,63
3,2,99
11,1,57
21,1,53
4,1,53
10,0,54
18,2,15979
17,1,58
19,1,51
14,1,71
30,0,60
7,1,60
25,0,44
26,0,54
18,1,60
26,2,746500
20,2,41661
15,0,49
33,1,69
8,1,54
34,2,40649949
35,1,673
32,2,13733288
31,1,575
10,1,286
37,1,149
19,1,186
19,0,91
15,1,210
37,1,80
14,0,69
33,1,130
15,2,3902
32,1,65
4,1,80
19,0,44
16,1,110
34,0,43
25,0,48
20,2,41692
26,1,60
11,2,613
15,2,3817
23,2,176290
36,1,70
31,1,60
34,0,50
11,0,51
7,1,64
25,1,130
38,2,261981969
3,1,988
32,1,474
13,1,263
24,1,187
14,0,90
22,0,53
37,0,45
40,2,696279782
21,2,67535
25,1,831
36,1,462
30,0,105
30,1,174
32,1,127
29,2,3161758
22,0,58
20,2,41699
23,1,407
32,1,69
35,2,63017201
24,1,722
11,1,462
38,1,328
4,1,207
16,0,96
21,0,58
14,1,234
28,1,217
23,1,87
10,2,504
11,0,62
35,1,71
22,2,109013
6,0,48
6,1,123
20,1,210
21,2,67372
16,1,64
29,1,58
4,2,104
11,1,65
12,2,986
1,1,60
38,2,270238068
9,1,943
32,1,423
5,1,194
17,1,262
33,2,25228758
2,1,869
20,0,105
29,0,64
33,1,527
26,2,837935
33,0,59
29,0,45
26,0,49
25,2,496879
17,1,374
40,1,370
23,0,55
6,2,214
17,0,55
35,0,52
26,0,49
4,1,282
26,0,49
15,1,291
23,1,317
2,1,242
39,0,45
40,1,72
4,1,68
3,2,128
38,0,47
12,2,1070
6,1,130
18,1,135
19,0,65
19,1,62
8,2,244
35,1,139
3,0,50
34,1,142
12,0,45
5,0,55
33,0,50
30,1,151
34,1,69
4,0,55
31,2,9139023
17,0,82
25,0,56
11,1,561
37,2,168803740
16,1,782
8,1,421
39,1,305
38,2,266209278
7,0,278
35,1,1412
32,1,592
2,0,133
8,1,595
37,1,219
31,2,9287800
22,0,131
12,1,585
28,1,350
13,1,117
5,2,223
37,0,68
3,2,117
36,1,95
7,1,466
7,2,225
15,1,185
9,1,59
32,1,159
16,1,51
39,2,442038159
6,1,854
7,2,267
17,1,366
38,1,335
2,0,97
25,0,45
32,0,43
5,2,185
28,0,42
2,1,267
24,2,285206
40,2,709886693
13,2,1648
25,1,840
25,2,461369
28,0,73
6,1,411
38,1,343
22,1,142
5,0,59
29,2,3232676
11,0,51
3,1,383
6,1,72
10,0,54
7,1,127
25,2,461324
2,0,65
2,1,61
2,0,50
21,1,204
32,0,46
13,1,130
8,1,61
26,1,113
24,0,43
23,1,71
12,2,981
34,0,43
24,1,58
26,0,43
24,2,285184
10,1,182
34,1,212
20,1,134
33,1,215
15,1,239
29,1,122
11,1,139
7,2,185
36,1,136
14,0,49
9,1,50
6,2,153
33,1,55
35,1,59
36,1,54
3,0,57
25,1,60
3,1,63
5,1,55
16,0,48
36,1,54
31,2,10395520
26,2,793142
22,0,108
2,2,80
39,1,1017
17,0,70
36,0,51
37,1,264
20,2,41730
15,1,267
23,1,301
16,1,62
20,1,189
32,1,220
21,2,67405
13,1,66
16,0,48
36,1,135
14,2,2409
10,2,429
14,2,2367
2,1,312
32,2,14033536
21,2,67466
21,1,738
18,1,199
22,1,174
23,1,50
22,2,109009
17,1,249
21,2,67365
26,2,746500
3,1,372
37,1,266
5,1,113
13,2,1538
30,0,100
3,2,97
30,0,69
25,1,69
23,2,176313
23,1,60
30,1,149
7,2,174
21,0,66
39,2,441224392
26,2,746617
7,0,87
11,0,44
21,0,45
31,1,758
27,1,303
34,2,37686364
21,0,113
18,2,16091
19,0,44
37,1,1009
28,2,1954085
6,2,147
39,0,50
23,2,176297
35,0,48
2,1,429
38,1,209
12,2,979
20,1,332
13,2,1517
38,0,50
14,2,2400
5,1,218
2,0,47
26,1,136
11,2,632
4,1,135
4,1,68
7,1,140
11,1,509
7,1,60
19,0,55
20,2,41718
23,0,51
2,1,63
30,2,5203919
22,2,109079
7,2,212
21,2,67366
5,2,129
10,1,410
15,1,401
27,1,146
17,2,9906
9,1,143
35,2,60620054
25,1,771
19,1,288
30,0,98
19,0,54
6,1,352
21,2,67448
8,1,58
9,1,65
37,2,168252818
25,0,114
32,2,13789055
18,0,138
13,1,864
39,0,69
11,0,44
6,1,299
17,1,127
5,0,50
39,2,432560355
29,1,834
19,1,406
9,0,99
14,2,2493
14,1,318
2,1,323
30,1,185
3,2,89
35,0,57
11,0,50
20,1,63
28,1,139
22,1,186
7,1,183
13,1,55
10,2,461
33,1,141
13,0,48
6,1,53
35,1,266
39,0,50
37,1,53
18,1,54
21,1,125
20,1,54
4,2,120
32,1,65
38,1,182
26,1,53
27,1,57
31,1,53
10,1,180
23,2,176333
22,1,55
3,1,133
10,1,52
17,1,128
17,0,52
6,1,55
13,1,52
17,1,59
33,1,60
21,0,57
24,0,49
29,0,49
31,1,58
26,0,48
23,0,47
34,1,51
35,0,44
18,0,46
13,0,48
27,1,67
5,1,52
24,1,53
31,0,49
38,1,56
23,1,52
22,1,53
28,1,53
29,1,52
38,1,53
17,2,9910
34,0,52
14,2,2366
37,0,44
30,0,50
2,1,64
28,1,61
8,1,53
39,1,60
11,2,629
31,1,65
3,1,61
27,2,1307238
29,2,3161749
28,0,52
17,1,181
31,1,94
2,2,81
9,1,84
23,0,60
3,2,90
34,1,81
35,1,53
19,1,62
24,1,68
35,2,62021116
31,0,147
17,2,10708
16,1,988
12,1,211
32,0,61
1,1,68
2,0,55
23,0,51
17,0,50
20,0,50
16,1,84
5,1,302
26,1,78
26,1,57
3,1,321
17,0,54
13,2,1683
26,2,790392
4,1,74
39,1,272
19,2,29829
30,2,5150930
34,2,40274115
14,1,770
17,0,106
17,1,100
23,1,219
5,0,53
27,1,139
36,2,98459859
1,1,71
31,2,10369133
10,2,542
5,0,94
23,1,821
4,1,226
11,1,238
30,2,5118446
31,1,242
5,1,138
20,1,115
16,2,6140
17,2,9900
7,1,60
23,2,231331
23,0,138
14,2,2656
20,1,430
30,0,57
22,0,50
32,1,241
34,2,38610806
11,0,95
13,1,700
18,1,200
38,0,66
5,1,295
21,0,50
31,2,8411343
8,1,273
33,2,23656850
31,0,127
5,1,802
9,2,359
31,1,338
18,0,67
5,1,67
21,0,50
31,2,8341869
31,1,144
39,2,425332896
21,2,145430
8,2,506
12,1,1407
26,0,235
31,2,10036459
8,0,117
35,2,61430222
2,0,135
5,2,221
37,2,218944393
40,2,763168299
32,2,14173057
23,0,94
9,0,60
13,1,809
9,0,49
37,0,43
17,1,154
18,1,199
4,0,49
11,0,50
10,2,508
38,2,275267820
25,1,872
13,1,328
33,0,101
18,0,42
23,1,180
18,1,190
28,2,3424219
31,0,108
23,1,465
31,1,327
15,2,6860
40,1,334
34,0,88
22,1,90
36,1,323
11,2,1132
36,2,99202159
32,1,1221
12,2,1820
13,1,441
10,0,197
20,0,106
13,1,136
31,0,91
14,0,85
29,2,3649206
31,1,79
16,2,6630
7,2,192
14,2,2580
34,1,276
29,0,54
6,1,324
32,2,13652039
39,2,445506849
40,2,697681470
22,1,788
31,0,82
14,0,59
19,1,288
27,1,224
24,0,43
5,2,214
2,0,53
14,1,318
32,1,642
3,2,96
4,2,89
14,0,47
25,1,124
34,0,68
27,1,57
35,2,64265215
2,2,141
9,1,819
30,0,92
21,2,67407
19,0,58
21,2,67343
40,2,709500273
15,0,148
11,1,1184
25,1,349
3,1,544
12,1,110
2,1,67
3,0,64
15,1,213
20,1,212
31,0,53
9,0,49
7,2,281
34,0,48
5,1,144
9,0,44
27,2,1235980
14,0,52
11,1,83
21,2,67357
36,1,200
16,1,145
15,0,49
17,1,56
16,1,63
33,0,45
3,1,57
16,1,60
27,1,194
6,1,57
14,1,110
17,1,65
1,1,54
35,1,70
8,1,57
4,2,123
16,1,62
8,2,239
18,0,54
4,1,51
32,1,113
2,2,94
30,2,5451403
37,1,604
4,2,165
1,0,67
21,1,282
14,2,2403
23,1,220
36,1,68
34,2,40687671
32,0,122
2,1,591
25,2,461413
38,1,391
13,1,290
28,0,50
22,1,209
37,1,78
21,2,67402
3,1,61
19,2,25827
27,0,54
35,0,50
20,0,50
5,0,44
29,0,44
10,0,44
7,2,172
8,0,44
21,2,67366
36,2,101498506
15,1,794
1,1,65
9,2,357
39,1,396
10,0,86
12,1,210
23,1,242
7,2,200
31,0,54
31,0,63
32,0,49
16,2,6191
4,1,227
40,1,151
15,1,52
39,0,50
29,1,75
36,1,133
26,2,746450
22,2,108995
35,1,59
28,1,128
27,1,50
4,1,62
39,2,444790223
17,2,10015
21,1,1119
22,1,219
24,1,125
31,2,8689477
23,1,642
13,2,1673
26,0,92
26,0,49
21,1,88
12,2,1069
11,2,685
12,1,284
36,0,51
36,2,108380054
24,2,285343
5,1,835
14,2,2429
16,1,306
29,0,95
39,0,54
29,1,326
11,1,270
25,1,186
22,1,140
19,2,25827
10,1,142
33,1,209
18,2,15948
25,0,56
13,2,1515
6,1,134
32,1,53
25,1,51
21,0,65
34,0,48
28,0,43
22,1,68
31,0,53
1,1,62
34,2,44463393
10,1,1042
36,1,424
23,1,506
23,2,190115
34,2,44505090
4,1,824
7,0,97
27,1,421
20,2,44941
27,1,63
15,0,59
32,2,15673106
27,1,832
11,1,383
12,1,53
28,1,189
23,2,190025
29,2,3890322
8,1,740
24,2,307137
39,0,94
31,1,319
17,1,283
30,2,5812246
3,0,118
32,1,728
26,1,183
38,2,292636542
9,1,796
4,2,225
10,1,184
16,1,270
7,2,206
11,1,145
34,0,85
17,2,10704
34,0,68
34,1,244
17,1,138
19,2,27781
27,0,46
15,1,184
32,2,15162396
14,2,2727
19,1,686
34,1,379
14,1,288
18,0,77
40,2,711324911
17,0,118
7,0,43
33,1,838
26,1,277
18,2,16076
32,2,15761525
35,2,59998252
18,2,16030
5,1,1145
32,0,84
27,1,386
32,0,50
16,2,6174
20,1,178
34,2,36955878
38,0,109
27,2,1207788
4,2,113
27,2,1207689
38,1,828
2,1,383
27,1,221
39,0,65
34,0,51
30,0,56
30,0,43
29,2,3741372
23,2,194354
21,0,66
1,0,55
15,2,3845
13,1,493
6,1,254
2,0,48
6,1,72
10,0,44
30,1,261
28,1,81
20,0,44
25,1,164
32,1,136
39,1,206
28,1,51
28,0,49
26,0,61
37,0,49
21,2,67393
17,1,119
10,1,245
33,0,51
17,2,9905
12,1,54
36,2,106531020
16,1,1234
3,1,802
35,2,64884297
12,2,1094
12,2,927
2,0,95
38,2,265050004
12,2,1812
23,2,308576
10,0,147
13,1,932
7,1,487
22,2,190811
11,0,85
14,2,4206
24,2,481811
5,1,233
4,1,139
13,0,53
4,2,116
17,2,9895
31,1,274
5,0,48
31,0,48
28,2,1954389
37,1,267
13,1,134
33,0,42
20,0,50
22,1,193
28,0,44
9,1,192
11,1,140
8,1,138
8,0,44
34,0,44
25,0,54
2,0,47
23,1,61
37,0,44
23,1,52
5,1,59
2,1,283
22,2,109004
29,0,55
22,1,52
13,2,1510
37,2,161652665
7,1,887
32,0,84
25,2,510730
18,2,16012
30,0,50
4,2,111
23,0,49
8,2,243
25,0,50
6,0,44
26,0,48
10,1,469
20,1,356
40,0,55
26,1,127
8,1,109
39,2,445509687
18,2,16060
24,0,92
4,1,827
13,2,1538
13,1,377
20,0,62
6,2,179
5,0,43
27,1,260
7,2,184
22,1,213
31,2,11115427
20,2,73132
2,1,927
36,1,703
35,0,174
7,2,336
1,1,105
6,2,283
34,1,225
33,1,304
15,0,127
40,1,305
13,0,103
2,1,105
2,2,126
31,1,221
7,0,74
18,1,337
21,1,199
12,0,75
13,0,87
16,1,201
3,1,118
1,2,112
17,1,92
27,0,140
24,2,499178
18,1,100
17,1,108
2,2,88
29,2,3931949
7,1,519
9,1,239
39,2,436807525
31,0,130
36,0,60
10,0,42
32,1,918
37,2,167972915
17,2,10029
38,1,797
8,2,228
2,1,405
8,0,90
26,0,50
30,0,66
30,1,256
16,0,43
32,2,13754285
8,0,96
26,1,592
8,0,59
6,2,217
27,0,51
18,1,217
20,0,59
29,2,3234299
26,2,804511
22,1,594
36,1,369
13,1,258
37,0,107
25,0,60
29,1,143
16,2,6634
22,0,55
26,0,61
33,2,25589650
13,0,129
23,0,68
5,1,811
12,1,311
37,2,161800400
24,1,789
24,2,285226
27,0,86
25,0,51
37,0,43
11,1,478
13,1,220
23,1,131
40,2,708484844
38,1,880
11,2,688
27,2,1272737
10,2,657
18,1,1302
15,1,521
18,2,15976
40,1,427
30,1,224
14,1,275
9,0,99
25,1,290
37,1,206
7,1,313
27,0,59
21,0,50
37,0,49
34,2,39796035
5,1,793
12,1,319
28,1,347
35,0,86
37,1,265
27,0,77
14,1,326
9,0,50
4,2,167
35,0,47
39,1,283
35,1,62
29,0,49
24,0,51
11,2,664
7,1,144
20,0,48
28,1,66
6,0,45
7,1,60
4,2,75
7,1,61
15,0,44
39,1,56
2,1,269
8,1,133
8,1,62
15,2,3856
24,2,285164
2,1,63
20,1,135
32,1,294
20,1,60
34,1,60
10,2,436
8,2,225
11,2,656
31,1,67
13,1,60
10,2,402
8,1,53
11,1,213
23,0,58
33,1,60
37,2,171081000
21,1,780
23,1,297
31,2,8504859
34,1,541
10,2,491
36,1,196
11,2,652
25,1,226
19,0,101
15,2,3842
4,0,70
4,2,128
21,1,88
16,1,238
24,1,64
39,1,173
13,1,405
30,1,188
24,1,53
27,1,208
5,2,143
38,1,138
23,2,176324
37,1,53
6,1,243
1,2,60
23,0,55
1,1,57
13,2,1508
13,1,61
34,2,45500507
5,1,860
6,1,156
14,2,2690
32,1,430
14,1,332
27,2,1301066
8,1,172
1,1,69
25,1,249
36,1,402
3,1,313
14,2,2614
21,1,138
8,2,240
30,1,139
33,2,27673842
34,1,765
31,1,225
34,0,114
23,1,322
28,1,217
33,0,65
24,1,58
4,0,46
9,2,391
23,1,58
10,1,381
12,1,64
5,0,52
31,1,63
11,0,49
15,0,65
1,1,66
5,1,191
15,0,50
11,0,53
38,2,269746602
10,1,869
24,1,335
25,1,66
16,1,193
24,1,54
18,1,189
10,1,57
39,0,110
38,0,56
11,1,183
16,0,55
13,0,46
20,0,65
9,2,380
40,1,374
31,1,199
35,0,59
37,1,144
30,2,5756009
32,1,697
33,1,100
14,0,68
12,1,390
26,2,1176653
34,1,459
16,2,6654
7,1,388
19,2,27762
5,1,184
10,1,210
4,0,80
30,1,154
21,1,269
16,1,143
22,1,399
12,1,60
7,1,60
9,0,63
27,1,214
16,1,56
23,2,193135
21,0,2365
27,1,155
17,0,69
6,1,123
12,2,1443
21,1,75
22,0,68
8,1,63
11,0,57
35,2,63426112
21,2,67497
35,1,738
13,2,1545
37,0,76
22,1,354
39,0,43
31,1,192
9,0,44
26,1,122
21,2,67358
32,1,60
33,1,62
11,1,388
11,1,54
36,2,100961801
22,2,256048
23,1,1002
16,0,124
1,1,88
2,0,78
36,1,728
33,0,90
22,0,68
17,2,16247
11,0,70
31,2,9786556
21,2,67496
4,0,97
34,1,684
6,1,392
35,1,133
36,2,101620901
17,1,802
21,1,315
6,1,264
27,0,89
29,0,44
7,2,216
39,1,311
27,0,55
17,1,61
27,1,202
7,1,63
38,2,266923614
39,0,114
36,1,851
33,0,66
9,0,50
10,2,476
33,2,24712750
30,1,1154
24,2,285252
30,1,161
23,1,285
29,1,201
8,1,362
8,1,53
14,0,99
23,0,50
15,2,3868
37,1,85
25,1,129
19,2,25806
18,2,15946
32,0,49
30,2,5119654
22,1,68
37,1,62
26,1,54
2,1,271
24,1,53
4,1,131
6,0,59
15,0,49
23,2,176293
34,1,130
11,1,197
6,0,56
30,0,50
9,0,45
10,2,444
5,0,56
31,1,143
8,0,49
37,0,50
39,0,43
7,2,175
20,1,141
35,1,51
2,1,61
39,1,193
15,2,3851
29,2,3222406
21,1,336
28,2,1954230
26,1,94
17,1,218
13,1,126
32,1,88
17,0,95
37,1,78
9,1,85
31,0,59
10,2,460
18,1,63
6,0,43
31,2,8948893
6,1,658
39,2,430264759
12,2,2252
32,2,15927296
31,1,760
8,1,454
3,0,88
18,2,16055
28,0,46
32,1,138
12,2,981
37,1,249
4,2,99
33,1,59
8,1,70
21,1,189
37,1,61
8,0,55
21,1,52
24,1,203
4,1,191
24,0,51
37,1,62
40,2,700648794
24,2,285400
33,1,755
18,2,15992
5,0,86
9,1,327
11,2,616
29,2,3161714
3,0,42
3,0,59
6,2,158
36,0,70
20,2,41681
20,1,203
7,0,50
37,2,163504623
15,1,1240
17,2,21430
35,1,740
9,2,639
3,2,179
26,0,232
26,1,333
5,1,441
23,1,397
39,1,345
32,1,438
2,1,428
11,1,411
17,2,21310
11,1,114
28,0,105
19,2,55594
38,1,231
21,2,152609
20,1,584
8,0,116
37,0,75
20,1,105
31,1,92
33,2,25618061
16,1,571
33,2,22213180
28,0,104
5,0,50
37,0,44
36,1,639
33,1,187
30,2,5406512
22,1,536
33,1,284
15,0,100
15,2,3914
8,2,240
9,0,50
15,1,231
20,1,150
36,1,160
30,1,130
31,2,8298578
2,2,69
3,1,339
4,0,61
19,1,119
6,2,187
15,2,3803
20,0,50
23,1,140
32,1,63
13,0,49
14,1,186
29,1,121
23,1,62
19,1,59
17,0,49
28,1,129
35,1,60
12,0,43
34,1,128
25,1,51
39,0,43
26,1,58
32,2,17287746
22,0,117
18,0,53
22,1,579
12,1,119
28,0,50
24,0,45
38,0,44
18,2,16027
24,0,62
35,1,101
16,1,77
12,0,50
2,0,48
3,1,225
30,1,69
6,1,146
13,0,50
2,0,45
15,1,83
20,1,77
1,1,58
29,1,84
6,0,50
38,2,260537501
12,1,1218
15,2,4189
32,0,99
38,2,275653987
32,1,943
37,1,307
39,2,438131564
17,2,10054
4,1,764
37,1,381
28,1,562
1,1,57
36,0,86
12,2,994
7,1,279
20,1,240
28,1,58
5,1,52
38,2,271917954
16,0,131
24,0,45
5,2,241
17,1,869
1,0,58
15,2,3890
34,0,60
25,0,43
36,1,710
27,1,236
3,1,392
11,1,235
26,0,50
4,1,52
11,0,49
14,2,2408
10,1,126
39,1,205
10,2,417
11,2,628
18,1,187
21,2,67380
6,2,160
18,1,53
20,1,60
18,2,15998
40,2,701226591
25,1,863
3,0,91
11,1,425
26,1,130
30,1,268
2,0,51
38,2,270643521
20,2,41754
6,2,197
34,2,37031251
29,1,1055
3,1,528
36,2,104533457
25,1,763
36,2,102561038
25,2,461498
25,0,87
36,2,102754392
19,1,950
14,2,2702
18,0,89
37,0,50
32,1,370
3,1,467
9,2,339
20,1,60
29,1,194
8,1,188
21,1,156
28,1,57
32,1,55
