ImageWidth,ImageHeight,WantedImageWidth,WantedImageHeight,runtime
740,1664,2020,2837,1944
3300,2837,4580,1664,1932
3940,2055,3300,2055,1349
1380,1664,3940,2055,1714
5220,882,3300,1664,1932
5220,2837,2020,1273,1384
3940,1273,3940,1273,1698
1380,3619,3300,1273,1357
3940,3619,1380,3619,1452
5860,3228,5860,1664,1417
740,491,5220,3228,643
4580,3619,5860,2055,1437
5860,3228,5220,100,1383
3300,2055,4580,1273,1550
5220,882,3300,3228,1420
5220,3228,740,3228,2119
2020,3619,3940,882,1495
2660,1273,5860,3619,1571
1380,2055,3300,491,1637
2660,2446,2020,3619,1503
3940,1664,2660,1273,1375
3940,1273,4580,1664,1521
3940,100,5860,3228,1343
4580,1664,1380,2055,1481
100,491,3300,100,600
3300,1664,3940,3228,1530
5220,3228,5220,882,1253
4580,2837,5220,1664,1489
740,1664,1380,2837,2887
4580,491,4580,3228,1488
3300,100,5860,882,733
1380,2446,100,1273,1791
2660,2055,3940,1664,1704
740,1273,100,3619,1252
5220,2055,5220,2446,1858
3940,3619,740,3619,1416
3300,2446,5220,1664,1606
3940,3228,3940,100,1544
3300,100,5860,2055,918
3300,2055,2660,2446,1598
3940,491,5860,3619,1294
2020,3228,4580,1664,1441
3940,3228,3300,882,1820
740,3619,2020,882,1238
740,100,5220,882,621
4580,1273,4580,3228,1908
5220,2446,2020,882,1201
2660,3228,1380,3619,1505
100,3619,3940,100,838
2660,882,740,882,1495
5220,2837,740,3619,1777
3940,2837,2020,1664,1658
3300,491,740,3619,1547
5220,491,1380,3228,2249
4580,100,4580,491,1012
3940,2055,2660,2446,1394
100,2055,2660,882,1118
3940,882,2020,3228,1750
5220,1273,4580,491,1429
3940,1273,100,3228,1547
2660,1273,2660,3619,1503
740,100,3940,882,583
1380,2446,740,882,1033
740,3619,2660,2055,1894
740,3619,2660,1664,2338
2020,882,2020,2446,1058
4580,882,2020,1273,1633
4580,1664,1380,1664,2201
740,3228,2020,3228,1360
1380,1664,5860,3228,1936
2020,3619,740,2837,1823
5220,1273,2660,2446,1732
100,1664,4580,491,1197
2020,2837,740,882,1269
100,882,1380,882,670
3940,1273,3300,491,1484
5220,882,5220,1273,1502
2660,3619,3940,1273,1939
2660,882,740,491,1782
4580,491,2660,100,985
2660,1664,2660,1664,1518
1380,3619,4580,3619,1353
3300,1273,4580,3619,1886
2020,2837,1380,3619,1465
2660,100,3300,3228,502
740,100,740,3619,581
3300,3228,2020,2837,1904
2020,3228,3300,1664,1359
740,882,740,2837,1243
3300,1273,3300,3619,1524
100,2446,100,491,920
5860,3228,5220,2055,1596
2020,2837,5860,100,1235
5860,491,5860,1664,1852
3940,882,5860,100,1508
100,2446,100,2446,945
740,1664,2020,882,1137
1380,100,3300,100,567
740,1664,2660,3228,993
5220,491,3940,2837,1439
2660,491,740,2055,1228
100,1273,5860,3619,608
3940,1664,2660,491,2516
4580,3619,2020,3228,1984
5860,2837,1380,2055,1498
2660,100,100,3619,1573
1380,2837,740,2446,1746
740,2055,2020,2837,1423
100,2055,3300,3228,687
2020,491,2020,1664,1177
5860,100,5220,100,700
5220,1273,3940,491,1592
3940,491,1380,3619,1842
5860,2055,5220,2055,1502
5220,2837,2660,100,1258
2020,2446,5220,2055,1680
740,3619,740,2446,1467
5220,491,100,1664,1495
5860,1273,3300,2446,1357
1380,1273,5860,100,1939
4580,3228,2660,2837,1483
3940,1664,5860,3619,1274
740,3228,5220,3619,1968
5860,882,740,1664,1637
5220,3228,100,2446,1663
5860,3619,5860,2055,1464
740,491,5860,2055,727
1380,2446,100,1664,1338
2660,100,4580,3228,989
3940,2446,5220,2055,1449
5220,3619,5860,3619,1543
740,882,100,491,2050
4580,3228,100,3619,1521
100,3228,4580,100,1062
3940,491,3300,882,1495
4580,2446,3940,1273,1398
2660,3619,5220,882,1489
100,3619,2660,1273,1604
4580,491,740,2837,1129
5860,2055,3940,100,1607
5860,1664,3300,882,1670
4580,1273,740,882,1564
740,2837,5220,2446,1187
740,3619,1380,882,2363
1380,3619,5860,882,1413
5860,2837,3300,3228,1467
740,2837,1380,491,1914
3940,491,2660,3228,1092
1380,2837,100,491,2009
100,3619,2660,491,1124
5220,491,2020,2446,1664
5220,3619,2020,3619,1442
1380,100,2020,2055,609
2660,1664,5860,2055,1687
100,2446,740,2446,1645
4580,100,100,2055,1020
2020,882,3940,3228,1188
5860,882,3300,100,1161
740,2837,1380,1273,1296
1380,882,3300,2446,1160
2020,491,2660,100,1528
2660,882,3940,1664,1168
740,3619,2660,3619,1507
2020,491,2660,491,1584
2660,100,2020,2837,601
740,491,100,3228,1776
2660,100,1380,3228,621
5860,882,1380,2055,1413
100,3228,1380,2446,1145
3300,491,1380,1273,1905
4580,882,740,3619,1776
3940,1273,5220,2055,1917
3940,2446,3940,882,1950
100,2837,1380,3228,1232
3940,491,100,1664,1286
5220,3619,2020,882,1615
5220,3619,3940,882,1185
100,2446,2660,3619,1051
100,2446,3300,3619,892
740,1273,100,1664,1367
740,3228,5860,882,1632
3940,100,5860,2055,1353
3300,2446,3940,882,1458
100,882,4580,100,791
1380,1273,740,491,1471
4580,1664,740,100,1336
740,2837,5860,2446,1468
3300,2837,2020,3228,1419
3300,2055,100,3619,1452
5860,882,2660,3619,1916
3940,882,3300,1664,1465
2020,1273,4580,2837,1342
1380,2055,4580,1273,1516
3940,1273,3940,2446,1336
5860,1273,2020,100,1521
5860,882,5860,2055,1732
100,3619,4580,3228,952
2660,2055,1380,100,1281
100,882,4580,1664,859
5860,2055,1380,1273,1545
100,2446,3940,2837,1073
1380,491,1380,2446,1318
5220,3619,5220,2446,1483
5860,2837,4580,3228,1211
3300,491,3940,1664,1500
100,2837,3300,3619,904
3940,1664,3300,2055,1475
1380,1664,740,882,1408
3300,2055,100,100,1623
2660,1273,740,882,1191
5220,1664,5860,882,2115
1380,100,5860,2446,546
1380,1664,3940,3228,1480
1380,100,1380,100,623
4580,3619,5220,3228,1384
5860,2446,3300,3619,1502
4580,1664,100,491,1990
3940,882,4580,100,1033
740,2055,4580,100,1494
3940,3228,5860,3619,1419
2020,1273,2660,2446,1964
5860,491,5220,491,1453
2020,491,3940,3228,1262
5220,491,3300,491,1413
2020,1273,3940,2446,1278
4580,2837,4580,3619,1408
740,2837,740,1273,1736
100,1273,740,3619,975
740,2446,2660,1664,1268
5860,1664,5860,3619,1395
740,2837,5860,491,1238
100,2837,3300,1273,879
2020,3619,5220,2837,1450
3940,2055,1380,2055,1437
5860,2837,3940,882,1381
2660,3619,100,1664,1471
2020,1664,3940,2837,1644
3940,2055,3300,2446,1364
5860,2055,4580,100,1258
4580,3619,5860,1664,1405
100,2055,740,491,854
5860,1664,1380,1664,2065
2020,2837,5220,1664,1529
2660,1273,1380,2055,1958
5220,882,100,882,1411
3300,3619,3940,491,1575
740,2446,2020,3228,1465
2660,3228,5860,2446,1656
740,1664,2660,100,1652
5220,1273,3300,1664,1896
2020,3228,2020,2837,1711
2020,1664,1380,100,1357
2660,2055,2020,100,1386
5220,3619,1380,2055,1928
1380,2837,2020,1273,1444
3300,100,740,2837,633
1380,3228,100,3619,1913
3940,1664,5220,3228,1952
1380,882,100,100,1125
3300,2055,1380,3228,1720
5860,882,3940,1664,1161
2020,2837,4580,882,1804
5860,3228,740,2446,1526
5860,1664,740,2055,1877
740,3619,740,100,1453
3300,100,3300,882,661
4580,3228,1380,2446,1435
1380,100,100,882,503
5220,2837,100,2055,1452
100,2446,5860,100,867
100,1664,1380,2055,739
1380,1273,5860,491,1588
1380,2446,3300,491,1442
4580,3619,4580,491,1509
2660,3228,5220,2837,1310
5860,2446,3940,2055,1781
1380,3619,2020,882,1393
740,100,4580,2446,1088
740,2055,2660,1664,1363
3940,100,100,491,650
100,2055,4580,3228,980
5220,2446,2660,491,1174
4580,3619,740,3619,1522
1380,1664,740,3619,1585
1380,491,3300,2837,1318
1380,1273,3940,3228,1634
740,1664,3300,3228,1338
3940,2837,1380,491,1426
740,491,4580,2446,697
3940,3228,1380,3619,1484
4580,2055,5220,1273,1310
1380,1273,2020,3619,1458
4580,3619,1380,1664,1657
2020,1273,740,2837,1510
1380,100,100,491,565
5860,2837,100,100,1478
5860,882,5860,3228,1458
5220,1273,3300,3619,1550
5860,2055,1380,3228,1400
100,1273,2020,882,1069
740,2446,3300,3228,2520
5860,3228,100,3228,1568
100,2055,3940,1273,1135
740,491,2020,1664,633
4580,2446,2660,3228,1601
100,2446,740,3228,1187
740,2055,2020,3619,1981
100,2446,5220,882,1023
2020,3619,2660,882,1410
740,2446,5860,1664,1425
3940,3228,5220,2446,1483
5220,1273,3940,1273,1457
740,100,3300,1664,509
5220,1273,740,2055,1847
5860,491,2020,2055,1297
5220,3228,3300,882,1414
3300,1273,5220,1664,1133
2020,2837,3300,3619,1569
5860,3619,4580,3619,1462
100,882,5860,2055,985
2020,3228,740,2055,1620
5220,882,2660,3619,1730
3940,2446,100,1273,1848
2660,882,5220,1273,1383
1380,2446,5860,2446,1212
5220,2837,3300,2446,1537
5860,3228,5220,1664,1588
2660,2837,4580,1664,1524
3300,882,3940,2446,1511
5220,2055,1380,882,2273
1380,2446,5220,1664,1444
3300,3228,740,3228,1312
2020,491,5860,3619,1979
740,2446,1380,2837,1609
740,1273,5860,100,1078
5860,3228,3300,3228,1353
5220,100,740,100,1528
5860,100,2020,100,758
1380,100,2660,1273,624
2660,882,3300,3228,1283
5220,491,2020,2055,1444
2660,2837,3940,100,1650
740,2055,100,2837,1199
100,3228,100,882,1011
5220,2837,4580,1664,1222
3300,1273,3300,2446,1591
2020,1664,3300,1273,1284
740,100,100,2055,522
3300,100,5220,1664,744
1380,100,3940,100,571
3940,1664,740,2055,1687
5860,1273,4580,100,1791
740,491,5860,2837,590
3940,2055,4580,1273,1483
5860,1273,100,3228,1509
5860,1273,3300,2837,1269
4580,1664,3300,3228,1283
5220,2446,4580,3619,1483
5860,882,2020,1273,1475
100,3619,3940,3228,1283
2020,491,1380,2837,1463
2020,2446,3300,1273,1494
1380,1273,4580,491,1268
5860,2837,4580,100,1399
100,2446,100,3228,815
2660,2055,1380,491,1654
3940,882,3940,1273,1304
3300,2446,3300,2446,1236
3300,882,4580,2055,1580
4580,1664,1380,100,1373
740,2446,2020,882,1390
1380,3228,3300,3228,1159
3300,3228,5220,3228,1855
3300,1273,100,2446,1516
740,100,1380,491,482
2020,3228,3300,491,1557
100,3228,5220,100,1254
2660,1273,740,491,1340
3940,2055,1380,491,1478
2020,1664,100,2055,3769
2020,3228,5860,3619,1421
5860,491,2020,3619,1380
4580,3619,3940,3619,1141
3940,882,4580,2055,1179
3940,3228,100,491,1858
740,1273,3940,3228,1214
5220,3619,3300,882,1517
100,2837,4580,2446,1042
3940,1664,100,3228,1363
1380,2837,1380,1273,1779
5220,2446,3940,882,1511
740,882,2660,2446,1107
2020,2446,4580,2837,1412
1380,3228,740,1273,1542
5860,100,3300,2837,1398
3300,2837,3300,2446,1533
2020,1273,5220,1273,1572
100,3619,2660,1664,1298
4580,1664,100,100,1555
2020,2055,5220,3619,2016
100,491,4580,1273,598
4580,882,2020,491,1447
5220,100,2020,100,1383
100,2837,2020,1664,1437
2660,882,5220,491,2300
740,491,5220,1664,587
2020,3619,740,3619,1437
4580,2055,3300,3228,1815
2020,2055,4580,882,1647
5220,3619,5220,2055,1323
5860,1273,5220,100,1547
2020,2446,3300,3228,1145
5220,2446,2660,2446,2005
3300,3619,4580,1273,1383
5220,100,1380,2055,1026
3940,491,2660,2837,1423
3940,2055,740,2055,1531
4580,3619,2020,2446,1515
2020,1664,2020,882,1622
3940,1664,1380,491,1925
2020,3228,4580,100,1449
3300,1273,3300,100,1806
740,491,740,491,754
100,2055,5220,1273,908
2020,1273,5860,2446,1394
5220,2446,3940,1664,1443
3940,3228,1380,882,1489
3940,882,100,491,1495
2020,100,4580,2055,547
100,2055,2660,3619,945
5860,2837,3300,2055,1710
2020,3228,5860,2055,1494
100,882,100,1664,617
2660,491,5860,882,1560
3300,100,1380,100,699
3940,491,3940,3619,1340
3300,1273,3300,3228,1238
5860,1273,740,2055,1720
3940,3619,3940,2055,1214
5860,2446,2660,3228,1486
5220,2837,5860,1664,1631
2020,882,2660,100,1222
3940,882,100,2055,1379
5860,100,3300,882,875
5220,1273,740,1273,1591
4580,491,100,2446,1369
3940,491,100,100,1958
3300,2055,3300,491,1571
4580,3619,1380,3619,1512
3940,2055,1380,882,2507
740,1273,3300,2055,1242
3300,2446,3940,2055,1144
740,2446,2660,1273,1233
740,3619,100,3619,1347
100,3228,2020,100,2470
2020,491,5860,1664,1799
2660,1273,3940,1664,1529
100,3619,3940,882,1306
2020,2446,3940,2446,1503
5860,3619,5860,1273,1441
5220,882,5860,2055,1129
4580,2055,5860,491,1453
2020,3619,3300,3228,1449
5220,2837,100,1664,1601
3940,1664,3300,2837,1666
2020,3228,100,2837,1395
2020,491,3940,2446,1224
3300,3619,1380,100,1518
3300,3228,3300,1273,1574
2660,3619,5220,3228,1620
1380,3228,2020,2055,1483
2660,100,740,3228,544
3300,491,5860,491,902
5220,1273,100,1664,1376
1380,3228,740,882,1671
2020,1273,4580,100,1732
100,2446,100,100,865
2020,2837,1380,100,1510
3300,100,2020,3619,1045
3300,2055,100,2055,1230
740,1273,5220,100,1683
1380,2055,5220,2055,1142
4580,3228,2660,100,16597
4580,2446,4580,1664,1133
5860,1664,2020,3619,1386
740,3619,3300,882,1237
3300,2837,100,2446,1770
3300,2055,4580,100,1244
5860,2446,5860,2837,1500
5220,3619,1380,491,1580
5220,1664,4580,3619,1278
100,1664,740,1664,722
3300,2055,5220,3619,1888
5860,3228,2020,100,1691
3300,2446,2660,882,1446
3300,2446,740,2446,1554
4580,3619,5860,2446,1469
2660,100,2020,1273,865
3940,1273,740,1273,1669
740,2837,3300,882,1180
5220,1273,2660,1664,1347
5860,1664,100,2446,2791
3940,2055,3940,2446,1560
5860,2446,4580,2446,1596
5220,1664,3940,2446,1474
3300,3228,3940,882,1303
4580,882,3300,100,1424
1380,100,100,3619,588
1380,100,3300,3619,1129
5860,1273,2020,2446,1801
100,3228,3940,3228,968
5860,1273,740,1664,1561
740,2446,5220,3228,1530
4580,2055,5860,1273,1489
4580,1273,5220,1664,1629
4580,1664,3940,2055,1612
1380,2837,4580,2446,1604
5220,3619,3300,491,1428
2660,2055,100,2055,1393
2660,2055,5860,100,1823
4580,2446,2020,2837,1447
1380,3228,5220,2837,1466
2020,100,2020,3228,998
3940,491,100,2837,2161
3300,100,2020,491,570
3300,2055,5860,3619,1577
100,3228,5220,3228,1096
3300,3619,740,2837,1332
2020,2446,5860,1273,1661
5220,2055,4580,1273,1528
1380,3228,2660,3619,1522
2660,2446,5860,100,1904
2660,3228,4580,1273,1658
5220,3619,4580,100,1510
2660,491,100,1664,1450
3940,1664,2660,2446,1368
740,2837,740,882,1405
5220,1664,4580,2055,1424
740,3228,2660,100,1142
5860,2055,740,2837,1581
1380,882,2020,3228,1934
100,491,3940,2446,604
1380,2055,3940,491,1307
100,3228,2660,491,1297
740,882,4580,2055,1317
3940,882,3940,2837,1266
100,3228,4580,1664,1031
100,1664,3300,3228,927
4580,1273,2660,3619,1435
4580,491,5220,2837,1929
3940,2055,740,3228,2218
3940,100,1380,2055,832
100,1664,5220,3619,863
5220,3228,1380,100,1541
2020,2446,740,3228,1530
1380,1273,2660,3228,1957
5860,3619,3940,3619,2045
100,3619,100,2055,1195
3940,1664,5860,100,1456
100,2055,5860,882,1305
5220,882,5220,3619,1464
100,2837,2020,2055,1277
100,2055,3940,491,853
2020,491,740,882,1714
4580,3228,2020,1273,1591
1380,2446,3300,2837,1154
100,3228,740,1664,1106
3940,2055,5860,1664,1609
1380,3228,4580,1273,1538
3300,882,3940,1664,1542
3300,100,5860,3228,719
5220,3619,4580,882,1101
1380,491,2020,491,962
4580,2446,100,491,1583
5860,1273,100,491,1624
740,100,4580,882,591
3300,491,5220,882,1552
1380,2837,2020,882,1283
5860,2837,5220,882,1774
740,2055,2660,2055,1797
100,2055,100,1273,838
4580,3228,3940,2055,1420
5220,100,5860,882,690
100,2446,2020,3619,973
5220,1664,5860,3228,1592
5860,1273,1380,100,1387
5220,1664,5860,2446,1957
2020,2837,2660,491,1208
3300,3619,3300,3619,1449
2660,100,4580,2055,1087
2660,1664,2020,100,1509
5220,2446,3940,1273,1512
3300,1273,4580,3228,2171
2660,882,4580,1664,1598
5860,2055,2020,1273,1959
4580,2446,2020,1664,2266
5860,2837,740,1273,1442
1380,882,1380,1664,1197
740,2837,3940,1664,1123
2020,2446,3940,1664,1311
2020,1273,4580,3228,1387
3940,3228,5860,2055,1532
2660,1664,3300,2055,1143
2020,1664,5860,2446,1444
1380,2446,4580,2837,1555
740,2446,5220,2055,1527
4580,100,2020,3619,786
5860,1273,2020,3619,1578
2020,2055,740,2446,1511
1380,2446,740,2055,1435
2020,1273,2660,1273,1117
1380,2446,1380,3228,1386
1380,3619,3300,3228,2181
100,491,5860,100,705
1380,1273,3940,3619,1195
2660,100,2020,491,1579
2660,1664,100,1273,1589
4580,491,3300,491,1370
740,2055,2020,2055,1196
100,3228,5860,3619,1227
3940,3619,1380,2446,1469
5220,2055,2020,2446,1476
2660,3228,4580,3619,1618
2020,3228,2020,1273,1590
3940,100,3300,1664,1211
1380,3619,5220,1664,1312
5860,3228,3940,882,1435
2020,491,5860,882,2033
1380,1273,2660,1273,1664
100,882,2020,3619,998
5860,491,100,491,1435
1380,882,3300,3619,1363
5220,882,3940,882,2058
100,3619,3940,3619,1603
3300,100,4580,2446,1363
5860,2446,2020,2055,2119
4580,2446,5860,882,1057
1380,491,4580,2055,1227
4580,100,5220,100,728
5860,491,4580,1273,1848
100,2837,740,1273,1743
3300,3619,100,2055,1217
100,1664,5220,2055,783
2020,2446,2020,1273,1507
2020,1664,5860,1273,1252
5220,3228,100,1664,1155
3940,2446,4580,882,1391
2660,1664,5220,882,1200
5220,2055,2660,3619,1396
1380,2446,4580,491,1556
2660,100,4580,2446,819
3300,3228,2660,3228,1564
2660,1273,4580,100,1329
3940,1664,3300,491,1498
1380,1664,3300,2446,1410
100,2837,3940,2446,1127
2020,2055,5220,1273,1486
2020,1664,100,1664,1638
740,1273,3300,2446,1058
2020,1273,2020,491,1462
1380,2837,100,1273,1577
740,3228,100,1664,1263
3300,2055,5860,882,1855
740,491,5860,2446,830
100,3228,4580,882,1092
4580,882,1380,3619,1741
5860,2837,4580,2055,1433
3300,3228,2020,882,2668
3940,1273,2020,2837,1459
5860,100,5860,100,767
3300,2446,4580,1273,1506
3940,2055,100,3619,1597
2020,2055,1380,491,1804
2020,1664,2020,100,1522
5220,1273,5220,491,1246
5220,2837,2020,3228,1436
3940,882,740,1273,1304
4580,2055,3940,3619,1393
5220,1664,4580,2446,1096
100,491,3940,3619,851
2660,1664,2660,3228,1720
100,2055,3300,882,843
4580,100,4580,2055,1035
5220,1273,5220,3228,1554
2020,1664,2660,1273,1375
4580,100,2660,3228,1020
5860,2446,100,3228,1623
2660,1273,2020,491,1497
2660,3619,3940,3619,1802
740,491,3940,100,1007
1380,100,100,2837,629
2660,882,740,100,1449
5860,3228,3940,1664,1526
1380,2055,4580,2446,1910
740,2055,740,3619,1548
740,1664,2020,3619,1282
3940,882,5860,1273,1814
740,2055,5220,3228,979
100,2837,740,2446,763
3940,100,2020,1664,784
3940,3619,5220,3619,1460
100,1664,2660,2446,673
5860,1664,2660,2055,1506
2020,2837,2020,100,1496
100,882,5220,2837,629
3300,3228,5860,100,1477
4580,100,1380,3228,1020
3940,3228,3300,1273,1657
1380,2837,2660,2837,1601
1380,882,740,1273,1092
3940,3619,5860,2055,1537
3940,491,740,2837,1455
3300,3228,1380,3228,1783
740,882,740,100,1121
3940,2446,4580,491,2190
1380,491,1380,1664,757
2660,3228,3300,3619,1463
2020,2055,2660,3619,1539
5860,3228,5860,882,1425
100,1273,100,3228,639
4580,1664,740,1664,1305
3940,2837,3940,1273,1454
5220,3228,5860,3619,2245
3940,3228,2660,1664,1312
100,2055,2020,1273,760
3300,100,5220,3228,552
5220,882,3940,491,1309
5220,2055,740,2837,1541
5860,2446,2660,882,1407
100,100,2660,2055,620
1380,3228,2660,1273,1553
5220,491,3300,2055,1396
100,2837,2660,100,908
100,3619,2020,2055,970
3300,882,2020,491,1825
3300,3228,5860,3619,1559
2660,882,5220,2837,2171
1380,2837,4580,2055,1814
100,1664,2020,100,827
5220,2837,4580,1273,1572
100,491,3300,3619,634
100,3228,3300,2837,1166
3940,2055,740,882,1463
5860,2055,3940,491,2007
1380,2055,740,2055,1501
5220,3228,740,1664,1552
3300,3228,5860,882,1378
3940,491,740,3228,1719
100,1273,100,2446,667
2020,2055,4580,2837,1462
100,2055,2660,2837,675
740,3228,740,491,1580
100,1664,740,3619,654
5220,3619,1380,882,1645
5860,100,2020,1273,873
4580,3228,3940,882,1509
1380,100,740,1273,505
2020,3619,2020,491,1950
2660,1273,4580,2055,1697
3940,491,1380,2055,1550
740,1664,740,2446,2304
1380,2055,3300,3228,1371
2660,1664,4580,3228,2359
740,100,1380,100,601
1380,882,1380,491,1193
3940,2446,740,1273,1266
5220,882,100,2055,1375
4580,1664,5220,3619,1395
4580,2055,2020,3228,1437
100,3228,3300,3619,1066
4580,3228,4580,100,1451
2020,2446,2660,1273,1337
5220,3619,4580,2446,1594
2660,2055,100,1273,1466
2660,3619,5220,1273,1698
4580,1273,5220,2837,1445
3300,1273,2660,3228,1496
3940,882,5220,3228,1622
3940,2055,740,491,1204
4580,3228,100,2055,1617
5220,3228,5220,491,1893
3300,100,5860,1273,729
100,2055,1380,491,792
4580,2837,3940,3228,1463
1380,100,1380,1664,627
3300,2446,100,1273,1550
100,2055,100,3619,836
740,2446,2660,2446,1506
740,100,2020,100,786
3940,491,1380,3228,1529
2660,3228,3300,100,1396
100,1273,100,100,1195
4580,3619,2020,1664,1447
5220,3619,2660,100,1563
100,3228,100,1664,1492
5220,2055,5220,3228,1249
3300,3228,2020,2446,1551
4580,2055,4580,3619,1567
3940,2837,5220,2446,1417
5220,2837,1380,100,1536
5860,882,740,1273,1639
100,2055,5220,1664,705
2020,100,100,100,565
5860,1664,2020,2055,2112
100,2055,3300,2055,1171
1380,1273,100,1273,1590
740,2446,100,1664,1666
4580,2446,5220,1273,1957
2020,100,100,3228,541
100,1664,3940,2055,768
4580,3619,3940,1664,1412
4580,2837,100,2055,1581
3940,882,1380,491,1482
740,882,740,3619,1139
740,491,3300,2446,783
2020,2837,2020,1664,1453
5860,2446,100,2055,1536
4580,100,100,1664,821
100,3228,1380,491,1408
100,3619,2660,3619,1106
4580,2837,3300,3619,1453
5220,1664,5220,2837,1514
4580,2837,1380,100,1557
3300,1664,1380,2446,1502
4580,1273,5220,3619,1821
3300,100,2660,2055,540
3300,3619,740,1664,1345
1380,2837,740,491,1398
5220,3619,2020,1664,1542
3940,100,5220,2055,610
2660,2446,5860,3228,1539
3300,2837,2660,2055,1448
5860,3619,2660,1273,2323
3940,2055,2660,100,1536
100,1273,1380,2055,800
740,1664,740,1273,1567
2020,2055,4580,491,1573
2020,1273,740,1664,2300
2020,3228,100,1273,1569
1380,882,100,1664,1413
100,3228,740,2055,890
740,3228,5220,3228,1427
3300,2837,5220,882,1419
5860,2837,2660,100,1899
5220,882,3300,3619,1641
2660,2446,2660,3619,1334
2660,2837,740,3619,1581
5220,3619,1380,1664,1561
3300,491,1380,2055,1649
2020,1273,5220,2055,1524
4580,3228,5220,2446,1301
2660,100,5860,1273,619
5220,100,5220,2446,959
5860,1273,3300,3619,2399
100,882,4580,491,785
740,2055,5220,2055,1344
4580,1664,740,1273,1446
100,491,740,2837,600
5860,1273,5860,2446,2208
4580,491,5220,1664,1460
5860,2837,4580,1273,1484
3940,491,5860,1273,1014
3940,100,5220,100,528
2660,1273,2020,3619,1158
3300,2055,740,2055,1439
4580,491,1380,2837,1151
4580,100,2660,3619,661
3940,2446,2020,3228,1580
4580,100,3940,3619,1525
2020,882,1380,882,1186
100,882,5220,100,534
2020,491,1380,3619,873
2020,3228,2660,491,1555
1380,1273,100,882,1383
3300,2837,3940,2446,1534
5860,3619,5220,2446,1547
740,491,1380,1664,795
1380,3619,1380,3619,2436
3300,3619,1380,3228,1467
740,100,3300,882,511
3300,3228,3940,100,1536
5220,1273,4580,2446,1290
2020,2837,5220,2837,1792
5860,3228,1380,2837,1483
3940,2446,3300,2837,1426
5220,100,100,882,1012
3940,882,3940,2055,1528
2660,491,1380,3619,1768
1380,882,4580,2055,1027
2660,2837,2020,100,1606
740,882,1380,2055,1529
740,491,1380,3228,1206
1380,1273,2020,882,1832
740,491,740,2055,624
740,2055,2020,3228,1274
3940,100,3300,3619,626
740,2837,2660,100,1790
3300,3228,5860,3228,1710
5860,2837,5220,3619,1476
740,3228,100,1273,1910
2660,100,3300,100,1050
100,491,3300,2446,528
3300,1664,3300,2055,1566
1380,100,740,2837,510
3940,3619,2020,3619,1392
5220,100,4580,2446,746
3300,491,4580,491,1179
5860,3228,1380,2055,1488
740,3228,5860,100,1113
4580,882,5860,1273,1344
2660,882,5860,3228,1275
2660,1664,3300,491,1414
3940,882,740,1664,1382
100,2055,2020,491,2266
5220,491,3300,1273,1358
5860,3228,4580,491,1819
5860,2055,1380,3619,1423
100,2837,100,3619,2539
4580,882,2660,1664,1523
3940,2446,5860,1664,1575
5220,100,3300,2837,1679
3300,2446,740,1273,1813
5860,100,3940,3619,779
5220,3619,2020,491,1476
4580,100,5860,3228,892
740,1273,740,2446,1518
1380,491,3300,2055,855
740,2837,3940,3619,1666
2660,2446,740,100,1732
5860,2837,740,3619,1577
100,1273,1380,3228,855
5220,2837,3300,1273,1463
2020,491,740,3228,2264
5220,2055,5860,3619,1841
4580,2837,2660,3228,1602
5220,882,740,100,1521
5220,2446,2020,1273,1556
3300,2446,5860,3228,1735
3300,3619,1380,2446,1223
2020,1664,2660,100,1472
2660,2055,3300,2446,1506
100,882,2660,2055,1089
3300,882,100,491,1138
100,3619,3300,2055,1435
4580,1273,1380,1664,1444
3940,1273,3300,1273,1561
5860,2055,740,1664,1683
2660,2055,1380,882,1417
5220,3619,2020,1273,2044
100,2837,3300,100,820
3940,2055,5220,2446,1756
4580,2055,5860,3228,1421
4580,3619,1380,2055,1398
5860,2055,4580,3619,1486
5220,491,1380,2055,1256
4580,882,3300,1273,1279
100,882,3940,3619,628
5860,2446,5860,100,1733
5860,2837,5860,1664,1506
740,1273,5860,491,1285
3940,1273,100,2837,1433
3300,3228,3940,3619,1546
3940,1664,740,3619,1407
4580,882,100,1664,1774
1380,1273,1380,100,1206
5860,1664,2660,3619,1436
2660,3228,1380,2837,1490
3300,3228,1380,2055,1557
100,3619,3300,1273,2442
2020,2055,100,1273,1868
5220,1664,4580,100,1458
740,3228,740,2446,1179
100,3228,5860,2446,1459
5220,2446,740,1664,1885
5860,100,740,2837,1290
2660,882,3300,1664,1794
740,2055,3940,3619,1077
100,100,3940,100,500
740,100,5860,2055,584
5220,3619,1380,3228,1686
4580,3619,3940,882,1439
1380,491,5220,2837,1303
1380,2837,3940,491,1884
2660,2446,2660,100,1556
2660,882,5220,3228,1309
2020,100,4580,3228,657
100,3619,100,491,990
740,491,740,3619,750
3300,1664,4580,3228,1332
100,491,2660,2837,594
2020,2837,5860,1664,1751
740,100,1380,882,549
3300,2837,100,2837,1514
5860,1664,2660,100,1510
4580,882,5220,3619,1457
1380,2837,740,1273,1592
740,2446,100,3619,1974
1380,2055,2660,882,1277
5860,100,2660,3228,1333
3940,491,3940,1273,1386
1380,2837,1380,2055,1690
2020,2446,3300,491,1403
2020,3228,100,1664,2116
5860,100,3940,1664,790
5220,1273,1380,491,1475
2660,2055,5220,1273,1572
2020,3228,100,2446,1515
100,2837,740,2055,1178
