ImageWidth,ImageHeight,WantedImageWidth,WantedImageHeight,runtime
100,2055,4580,882,4075
5220,100,3300,2055,4523
740,2837,3300,2446,3662
5220,2055,2660,1273,4711
4580,491,5860,100,4415
1380,1273,2660,882,4256
3940,2446,2020,2446,4762
4580,2055,3300,491,4465
5220,491,3300,100,4290
4580,2837,740,2055,4296
3300,3619,3300,100,3594
2660,2446,4580,1664,3881
1380,3228,5860,3619,5491
2020,2837,1380,2446,3934
5860,882,740,2446,3875
2020,491,1380,1664,3981
3940,3228,740,3619,4003
100,491,4580,2446,3062
3940,1273,2660,3228,3993
2020,1273,740,100,4106
3300,3619,3300,3228,3942
100,2837,1380,1273,3574
4580,1273,2020,491,4290
2020,2055,3940,1664,3578
3300,882,2020,3619,3915
3300,2837,4580,2837,4158
740,2446,3300,1664,4187
5220,882,5220,3228,4020
3940,1664,5860,2055,4376
4580,1664,100,1664,5101
5220,2446,4580,491,4617
5860,2837,5220,100,4594
1380,1273,4580,1273,4034
4580,491,740,1664,4495
1380,2446,4580,1273,4231
5220,1273,2020,2055,3728
5220,3228,5860,3228,12824
2660,100,2660,2837,10143
740,3619,1380,1273,4646
740,3619,100,2446,3748
100,2055,1380,1664,4082
3940,2446,5860,2055,3714
5220,3228,100,3228,4510
100,3619,1380,2837,4404
4580,2446,1380,882,4187
2020,100,3300,2837,3484
100,2055,2660,100,4516
5860,491,100,882,4064
1380,3228,2020,2837,4398
100,2055,3300,2837,3698
5860,2055,2660,1273,6911
2660,491,3300,3228,4015
740,882,5860,882,4219
2020,491,2020,1273,3862
5860,2837,100,491,3906
4580,3228,2020,2055,4043
4580,882,5860,100,3642
3300,1664,740,2837,4730
4580,2446,5220,3228,4463
3300,3619,5860,1664,4258
5860,1664,1380,491,4129
2660,491,5860,100,4305
740,1273,3300,2837,3933
5220,2446,2020,2837,4044
5860,491,2020,882,3927
4580,1273,100,2837,4430
3300,3228,2020,491,4529
2660,882,740,2446,4837
740,2837,2020,3619,4097
5220,2055,740,882,5491
3300,1664,3300,100,6390
3300,491,3940,2837,3737
3300,3228,2660,1273,4084
2660,491,5220,3619,4203
5860,882,2020,2837,4346
2660,3619,4580,2446,4480
740,882,3300,491,3774
2020,100,5220,2837,4725
2020,2446,5220,3619,4320
740,3619,3300,100,3992
5860,1664,3300,100,3649
4580,2837,2020,1664,4331
4580,2837,2660,491,4072
3940,2837,2660,2837,4653
740,3619,100,3228,4135
1380,882,2660,3619,5343
5220,491,5860,882,4048
1380,3228,4580,2446,3474
1380,2055,5220,491,4126
2660,2446,3940,2446,3762
3300,2446,740,2055,4069
5220,2837,3940,3619,4183
740,3619,4580,1664,4064
740,491,3940,3228,3608
740,3619,4580,100,3886
5220,491,5220,882,4147
740,1664,100,2055,4228
5860,491,4580,2055,3872
2660,1664,4580,491,4275
100,1664,1380,3619,3414
100,2837,100,2055,3813
100,2055,5860,1664,4984
2660,100,4580,1273,3522
5220,3228,2660,2837,4302
100,1273,2660,2446,4009
5860,2055,1380,2055,4113
740,2055,5220,100,3813
4580,882,2660,2446,4146
1380,1664,3940,1664,3921
5860,2446,2020,882,3747
3300,2055,100,882,3738
3300,1273,1380,2055,4221
3300,2055,5860,3228,4184
2660,882,740,3228,4185
5220,1273,2020,3619,4601
3940,3228,3300,2446,4482
2020,2837,740,1664,3811
100,3228,4580,3228,3846
3940,1664,2660,2055,4034
1380,2837,2660,882,3854
5220,1664,740,1273,4399
5860,3619,4580,2446,6177
5220,882,2660,100,4204
2660,3228,3940,3228,4205
5220,2055,3940,1273,4046
1380,1664,4580,882,3922
3940,1273,2020,1664,4736
5860,100,4580,491,4024
3940,1273,5860,882,4529
4580,2055,5220,100,3912
1380,2446,5220,1273,4510
3940,2837,3300,1664,6313
100,1273,1380,1664,3396
2020,2446,2020,2055,4145
3300,1664,4580,491,4155
5220,3619,5860,3228,3924
4580,3619,1380,3228,4500
5860,100,100,2055,4227
5860,100,2020,2446,3724
3300,2446,2020,882,4887
2660,100,100,2837,3407
3300,1273,2020,3228,4880
2020,100,2660,2055,3473
5860,100,2660,1664,4030
2020,2055,5860,1273,4544
3940,3228,5220,1664,4213
5220,2446,3940,2837,4287
2660,491,2020,2446,4357
3300,2055,2660,491,4008
5860,3619,3300,2837,4247
3940,882,4580,3228,5474
1380,2055,5860,3228,4111
1380,491,5220,3619,3962
2660,1664,5220,1664,4098
2660,2055,3300,882,3698
4580,2837,740,1664,4437
1380,1273,1380,1273,3753
2020,2055,4580,100,4335
5220,2055,740,2055,4424
4580,2446,4580,100,4092
2660,1664,5220,3619,4070
2660,100,100,3228,4271
100,491,740,1664,4841
5860,491,1380,2055,4021
740,2055,5860,882,4231
3940,2055,2020,1273,6029
4580,2837,3300,2055,3822
3940,2837,100,1664,3886
2660,491,2020,1273,4012
4580,491,3300,1273,4327
1380,491,3940,1664,4391
5860,100,3940,2446,3444
5220,3228,3940,2837,4317
2020,2055,4580,1273,4111
5220,100,5860,2055,3814
3940,100,4580,3619,3566
2020,491,3300,1273,4948
1380,3619,1380,491,4014
2660,2446,1380,491,3790
2020,3619,4580,1273,3978
2020,491,3300,2837,4084
4580,2837,4580,2055,4247
2660,2446,2660,2837,3736
4580,882,3940,1273,4098
5220,3619,3940,1664,4460
2020,1273,5220,882,4466
3940,100,2660,1664,3897
1380,100,3940,491,3254
5860,491,3300,1273,4036
3300,1664,2660,882,4322
100,882,2020,100,3455
3300,2446,3940,1273,4078
740,2055,1380,2837,4156
1380,2446,4580,2446,4493
4580,882,3300,2055,4629
5220,2055,3940,2055,3804
4580,882,5220,1664,4192
3940,491,2660,1664,3840
2020,3228,2660,100,4953
100,1664,3940,1664,3746
1380,100,4580,1664,3286
5220,2837,2020,100,3826
3300,2837,2020,2055,4137
4580,2446,4580,3228,4274
1380,882,1380,882,4881
3300,882,4580,1664,3902
5860,2446,1380,2837,4629
4580,100,3300,882,3893
5860,1273,2660,3619,4731
1380,882,5220,2446,4235
4580,1273,100,882,3692
3300,2837,3940,3228,4907
740,2837,740,3619,4141
5860,3619,2020,2446,4484
1380,1664,3300,2837,3944
3300,2055,2660,1664,3984
740,2055,100,2055,4238
4580,491,4580,1664,5990
3300,882,100,2837,4330
4580,3619,3300,491,4528
4580,1664,5860,1664,4274
5220,3228,1380,1273,3793
5220,1664,1380,1273,6467
740,882,2020,3228,4198
4580,882,3940,100,4199
5220,1273,5860,2446,3608
5860,100,5220,3619,4052
100,2446,2660,2055,3905
1380,3228,5220,882,3616
3300,3619,100,3619,4666
4580,2837,5220,882,4217
3940,3619,4580,3619,3905
1380,3228,3300,491,3707
1380,491,2660,491,3749
740,3619,3940,3619,3552
3940,3228,5860,2837,4397
4580,100,740,1273,3746
5220,3619,740,100,4439
3940,3619,4580,491,4056
4580,491,100,882,4705
3300,491,5860,2837,3772
3300,3619,4580,2837,3953
2660,3228,5220,882,4552
5860,2446,3300,3228,3997
100,1664,3940,3228,3382
5220,3228,3940,2055,3929
100,3228,100,3619,3839
2660,1664,2660,882,4474
5860,3619,100,882,6084
5860,3228,2660,3228,4081
3940,2837,100,882,4031
5220,3228,100,100,3808
3940,2837,3940,3228,4170
2020,3619,2660,100,4383
3940,1664,100,2055,4599
2020,100,5860,1664,3430
740,882,100,2446,4105
5860,882,5220,1664,4073
3300,2837,5220,2837,4263
4580,491,2020,1664,4325
2660,3228,2660,3228,4489
2020,1664,5220,3228,4158
4580,882,5860,2837,4333
2660,2837,740,3228,3817
4580,882,3300,2837,4440
5220,2837,3300,1664,4340
2020,2446,740,1273,4457
2660,1273,100,491,4002
740,2837,2020,2446,4200
5220,100,5860,3619,3985
1380,2837,5220,3619,4295
1380,100,3300,491,3361
5860,2055,1380,2446,4168
3300,1273,4580,2055,5025
5220,491,1380,100,3859
2660,2837,740,2055,4004
740,882,5220,3619,3699
2660,2837,740,1273,3862
2020,882,3940,491,4029
100,2055,3300,1273,3748
5860,1664,5860,882,6229
3300,882,2020,2055,4039
100,2446,5860,3619,3731
4580,491,4580,3619,3817
1380,3619,2660,3228,4359
740,3619,3940,3228,3710
3300,100,3300,2446,5116
3940,2837,100,1273,4357
2660,100,5860,491,7452
740,2837,5220,100,3880
5860,491,2660,2055,4079
2660,100,5220,882,3237
100,1664,1380,882,4449
5220,3619,2660,2446,4497
5860,2055,3300,2055,4207
2660,3228,2660,2837,4179
5220,491,4580,1273,4469
2660,100,3300,882,5421
4580,2837,100,882,4676
2660,1273,5220,2446,4293
2020,3619,3300,2837,4344
3300,2446,3300,3619,5039
2660,882,2660,491,4381
2660,2837,3300,2055,3955
3300,1664,1380,3619,3975
5220,3228,2020,1664,3914
4580,1664,5860,882,4452
4580,2837,5220,3619,4202
5220,2837,4580,882,4685
2660,882,4580,2055,3869
2660,1273,3300,100,3905
2020,2055,2660,2837,4091
1380,3619,5860,2446,4240
5860,2446,4580,2837,4518
100,491,3300,491,3162
5220,2837,3300,3228,3627
5860,1664,4580,3619,4309
3300,100,740,1273,3741
100,491,2660,1664,3424
3300,2837,4580,3619,4343
1380,3228,3940,3619,4695
3300,2055,5860,2055,4151
1380,1273,2020,2055,3607
3940,2055,4580,2446,4490
2020,3228,4580,491,4157
2020,2837,740,100,4529
1380,491,100,882,5267
2660,2446,740,3619,4197
4580,3619,4580,2837,4201
5220,3619,740,1664,4438
740,1664,100,100,3947
740,491,1380,1273,6455
1380,3228,3940,1664,4630
740,2837,1380,2055,4213
2020,1273,3300,2055,4568
740,2446,740,2837,3891
3300,1664,2660,3619,4300
1380,100,5220,882,3224
5220,100,5220,1273,4261
4580,882,2020,2837,3987
5220,1664,1380,2837,4298
3300,3228,3300,882,4394
2660,491,5860,2446,4390
3940,882,1380,3228,4001
4580,2446,2020,491,6461
3300,1664,740,491,3603
1380,3619,5220,3228,3757
100,100,740,2837,3403
3940,3619,3300,3228,3758
2020,1664,3300,882,5643
2020,3619,3300,3619,4153
4580,882,100,3619,3871
740,491,2660,100,3911
3940,491,4580,491,3859
3940,2837,740,3619,4684
100,2055,4580,1664,3690
1380,2446,3940,491,4436
3940,882,2660,100,3931
3940,1664,2020,3228,4214
5220,3619,740,2055,4062
2020,100,740,882,3453
5220,2837,3300,2837,4146
5220,2837,100,1273,3916
2660,882,3940,491,3894
5860,2446,2660,3619,4350
1380,491,5220,100,4032
740,491,4580,3228,3586
3300,3228,100,1664,4170
5860,3619,4580,491,4346
2660,3619,3300,3228,4228
3300,882,740,100,4131
2660,1273,3300,1664,5906
100,1664,3940,2446,3623
740,2055,5860,2446,5905
5860,3619,740,100,4605
100,100,1380,491,3268
2020,2837,1380,882,6189
2660,2837,1380,1273,4056
5860,1273,4580,3228,4127
5860,100,3300,2446,4090
740,3228,1380,2446,4351
3300,882,5860,100,4245
2660,3619,2660,2446,4504
5860,2055,3940,1664,3730
740,2055,2020,100,4232
3300,491,3940,3228,4079
5860,491,3300,3619,6926
5860,2446,5860,1664,4227
2660,3619,100,2446,4069
2020,882,4580,2055,4323
3940,2446,3940,2055,5400
2660,1664,1380,2837,4221
740,1664,100,3228,4141
740,882,2020,2446,4023
2660,882,5220,1664,4176
2660,2055,740,2837,3875
1380,100,3300,2837,3769
2020,2055,5860,2055,4005
100,3619,5860,2055,5576
4580,491,4580,2055,4032
1380,1664,3300,100,4333
3940,2837,2020,2837,4342
2020,100,100,491,4204
2020,2055,3300,1273,7062
740,3228,3300,2446,4784
740,100,5220,3228,3869
4580,1273,740,491,4339
4580,882,5220,2055,3695
3940,100,5860,1664,4730
100,3228,5220,882,3598
4580,100,4580,3228,5384
4580,2837,5220,2446,4631
4580,491,5860,882,4602
5860,3619,3940,882,4830
2020,3619,100,100,3771
5220,1664,2020,3619,3587
100,100,740,1273,3446
100,2446,3300,2055,3773
100,1273,100,1273,3864
3300,3619,3940,2055,4686
5220,3228,3940,3619,4278
3300,882,4580,3619,3828
2020,100,4580,882,3240
3300,3619,1380,2055,4137
5860,491,3300,2446,4116
3940,2837,2020,3228,3775
4580,1664,740,2055,4369
3940,1273,1380,882,4140
4580,2837,2020,491,4460
1380,100,3300,2446,3353
5220,2837,2020,882,4254
5220,2055,5860,2837,4054
3300,2837,2660,3619,4504
3300,882,1380,1273,4392
2660,100,5860,2446,3800
5860,3619,3300,2055,4578
5220,100,100,2055,3956
2660,882,100,3228,4173
5220,882,740,491,3673
1380,491,100,2446,3882
1380,882,3940,491,4104
2020,2055,1380,2837,3911
1380,2837,100,3228,4402
3300,1664,1380,100,3996
1380,1273,5860,1273,3959
2660,491,5860,1664,3673
740,100,2660,491,3071
4580,100,3940,882,5129
740,1273,1380,882,3834
1380,2446,2660,3619,3979
4580,2055,2660,2446,5076
740,2055,740,2837,6377
3940,882,5220,1664,4176
2660,2055,4580,491,4376
5220,1664,740,491,4221
740,2446,2020,1273,4215
2020,1664,5860,3228,4254
100,3619,740,2446,4081
740,100,2020,3619,4538
1380,3619,1380,3228,3994
100,491,3940,1664,4000
4580,1664,1380,1273,4661
4580,882,5220,491,4003
740,1273,5220,491,3439
5860,100,740,1273,3475
3940,2055,4580,2055,3739
100,100,2660,3619,3467
5860,1273,5860,491,4360
3300,2446,2020,3619,6156
3300,100,3940,491,3826
5220,100,100,1273,3721
3940,2837,1380,2446,4386
5220,1273,2020,882,4096
5860,2446,4580,1664,4672
5220,882,3940,3619,4522
4580,100,2020,1664,3801
5860,3619,3940,1273,4053
5220,3619,740,882,6640
5860,2446,2020,3619,4398
2660,2446,2020,1273,4120
3940,100,100,3228,4009
4580,2446,5220,1664,4188
740,2837,740,1664,5233
1380,1273,740,1273,3808
2660,100,100,1664,3330
740,491,4580,2055,3600
3300,2837,740,2837,3729
5860,100,4580,3619,3384
740,2837,1380,3228,3873
5860,1664,2020,2446,4531
2020,882,2660,2055,4322
2020,3228,5860,491,4320
100,1664,100,3228,3461
4580,2055,100,100,3933
100,2055,2020,882,4139
2020,2055,100,882,4823
5860,1664,3940,3619,4554
5860,2446,740,100,3803
100,3619,4580,2446,4317
740,1273,2660,3228,3736
4580,3619,3940,3228,4120
4580,100,100,3228,3771
3940,2837,4580,491,4463
740,2446,3940,3619,4039
4580,100,3300,1664,4111
740,1273,1380,3619,4101
2020,2837,5860,882,4534
3300,2446,5220,2055,4695
5860,100,4580,2055,4129
3940,3228,1380,1273,4402
2660,491,1380,491,3895
2020,100,1380,491,3612
5860,2446,2660,2055,4492
740,1273,740,1664,4236
5220,882,1380,3619,3713
5860,1273,3300,100,4355
3300,2837,100,3228,4119
2660,1664,2660,491,3912
1380,3228,3300,2446,3965
3940,1664,3300,1273,3647
740,2055,100,1273,3985
1380,882,5220,100,3468
1380,2055,5220,1664,3568
5220,100,2660,2446,3419
740,1664,740,3228,4042
1380,3228,3940,2837,4345
5220,882,4580,1273,4314
1380,491,5220,491,4583
100,2837,740,100,6146
2020,100,2020,1664,4067
3940,2837,5220,3228,4471
100,2446,3940,1273,3263
2020,2055,1380,100,4141
3940,1664,1380,100,3399
5860,1273,1380,2446,4513
5220,2837,5860,2837,4060
1380,882,1380,2837,4083
740,491,5220,1273,3876
5860,882,5860,3619,3552
2660,3619,5220,1664,3853
2660,100,5220,100,3750
5860,1664,3300,1273,6661
5220,1664,3300,3619,3879
4580,2055,2020,1273,4068
2660,1664,5220,491,5002
3940,2446,740,2837,4149
3940,2446,5860,3619,4110
1380,100,1380,3228,3467
2020,2446,2660,100,4679
3300,882,5860,2837,4095
2660,2837,4580,2055,12853
1380,3619,4580,3228,3967
740,1664,4580,3228,4183
3940,2055,2660,1273,4555
3300,3619,100,491,4516
4580,1273,1380,1273,3979
3300,3619,740,2446,4661
3300,2055,2660,3619,4345
740,2837,5860,1273,4375
5220,3228,4580,1273,3935
4580,3228,1380,3619,3938
5860,2446,3940,2446,4546
1380,882,5860,100,3509
1380,2837,3300,100,4160
100,882,2660,100,3500
3300,2055,5220,100,4076
3940,882,5860,2837,4272
1380,2837,5220,2055,4129
5860,1273,740,882,3893
1380,2446,5860,2055,5461
4580,3228,3300,3619,4430
4580,2837,2660,2446,4389
2660,2055,4580,2446,3989
100,100,4580,2446,3384
5220,2446,2660,2055,3984
2020,3619,740,1273,4064
2020,3228,5220,2837,4535
5220,100,3300,491,3576
100,2446,5220,1273,4131
5860,3228,3940,491,4757
3300,100,3300,491,3204
5220,2446,3300,2446,3929
3940,3619,2020,2055,3756
4580,2055,740,100,4310
100,2446,5220,2055,3494
2020,882,2660,3619,4171
2660,2446,740,1664,4262
3940,1664,2020,882,3829
2020,3619,3300,1664,4291
4580,2446,100,1664,4528
1380,2446,2020,491,4718
100,1273,2660,100,3126
100,2055,100,2837,3141
5220,3619,5860,882,4226
2660,1273,2660,2055,6132
4580,100,2020,1273,5242
5860,3228,3300,882,3681
4580,1664,3940,2446,3723
5860,3228,1380,3228,5355
3940,491,5860,491,4014
740,491,3940,2446,3732
4580,2055,3940,1664,4445
5220,3228,3940,2446,4337
3940,1273,100,3619,5685
3300,100,4580,3228,3304
4580,1273,4580,882,3944
1380,491,740,3619,5312
740,2055,5860,1664,4135
5220,491,740,2446,4097
4580,1273,5220,1273,3883
2660,100,100,1273,3304
100,491,3940,2055,3754
1380,882,4580,882,3781
3300,100,3940,3228,3787
740,1273,2660,100,3935
2660,1273,3300,3619,3704
2660,882,3300,3619,4700
1380,1664,2020,3228,4139
3940,491,5220,100,3745
4580,1664,2020,1273,3767
3940,2055,5860,882,3839
3940,100,1380,491,3730
3940,100,740,2446,3780
2020,3228,3300,2055,4360
740,491,5860,3619,3959
2660,2055,740,491,4161
2020,3619,2020,882,3991
740,3619,2660,1273,3615
740,3228,3940,882,3899
740,100,5860,2446,3883
3940,1664,2020,1273,4088
3300,882,740,3619,5355
100,3619,5860,3619,3906
3300,882,100,3228,3853
5860,3228,2020,882,4249
4580,1664,3940,3619,4949
740,491,2020,2055,4784
100,100,740,100,2980
740,3228,3940,1273,3537
3940,882,5220,100,3660
740,3228,100,3619,3858
3940,491,3940,3228,3944
4580,2055,2660,491,4138
1380,100,5220,491,4858
3300,1273,2660,3619,3955
1380,2055,740,3228,4483
1380,2837,1380,3228,4211
4580,491,2660,3228,3958
740,3619,740,882,3667
5860,2837,2660,1273,4407
740,882,5220,100,4457
2020,882,4580,100,4145
3300,2446,2660,3619,4203
100,882,3300,2446,3297
3300,2837,1380,2446,3988
4580,100,2020,2446,3580
1380,2055,5860,882,3830
3940,3228,2660,1273,4895
1380,882,100,2837,3976
4580,2446,2660,2055,4539
4580,1664,2660,3228,4155
5860,2055,4580,2837,3968
5860,1664,100,1664,3997
5220,2446,100,3228,4434
1380,2055,4580,3619,4020
5860,2055,100,100,4188
1380,100,2660,2055,3218
100,491,2020,3228,3349
4580,3619,100,3228,4511
3300,882,2020,1273,4491
2660,491,2020,491,4303
2020,2837,3300,491,5639
3940,491,2660,2446,3830
4580,3619,3940,100,4031
3300,2055,2660,100,4063
3940,1664,5860,491,4086
5860,2837,3300,882,3966
2020,3619,100,2055,4008
3300,3619,5860,2446,4085
5220,491,100,1273,4353
5860,2055,2660,2055,4321
100,3228,2020,1273,3663
100,2446,3300,3228,3964
740,2055,3300,1273,4516
100,2446,1380,100,3509
1380,3619,1380,1664,4181
5220,3619,4580,2055,4053
100,1273,5220,1664,4886
3300,491,3300,3228,3786
5220,2055,2660,882,4335
5220,2446,740,3228,5322
2020,3228,740,3228,5946
2660,2446,3300,3228,4158
740,3228,3940,100,3989
100,3228,5860,2837,3591
4580,3228,5220,882,3804
2020,2055,2020,2446,4445
1380,3619,5220,2055,4158
3940,2446,4580,3228,4450
1380,491,1380,1273,4357
2660,1273,5220,1664,4398
2660,1664,2020,1273,3950
740,1273,4580,3619,4132
4580,3228,3300,882,4471
100,2837,4580,3619,3482
100,3228,3940,1664,3999
2660,100,3300,1273,3790
5860,491,3300,3228,4083
4580,2837,3940,100,4780
4580,491,5220,2055,3782
5220,491,3940,2055,4378
5860,3228,5860,1273,3813
1380,882,4580,2446,4476
5220,882,100,3228,3817
2660,100,740,2837,3567
2020,3228,3300,2446,3822
740,2055,740,1273,4188
3940,1273,100,882,3876
1380,882,5220,3228,4615
4580,1273,4580,1273,3850
4580,491,2660,1664,3744
3940,2055,2020,100,4559
3300,3228,2020,100,4093
2020,2446,100,1664,3756
1380,1664,100,2446,4247
3940,491,740,100,4109
2660,3619,2020,882,4364
3940,1664,3300,882,4013
3940,882,740,882,4429
5860,3228,5860,100,3887
5860,1273,2660,1273,4083
3300,491,4580,1273,4164
100,2837,5220,882,3639
2020,3228,2020,100,4843
4580,491,4580,100,3997
5220,1664,2020,2837,4464
3940,2446,2660,2837,4595
100,3619,1380,3228,4098
1380,3228,3940,2446,3580
2660,2055,4580,1273,4586
2020,3619,5860,3619,4237
1380,1273,740,1664,3586
4580,100,5860,2055,3369
3940,1273,1380,100,4071
740,3619,3940,2055,4192
2660,1664,740,491,4187
740,3619,3940,882,3739
100,2837,2020,491,3448
3940,3228,1380,2446,3935
2020,2446,3940,1273,4329
740,3619,4580,882,3863
5860,2837,3940,1664,4806
2660,1664,2660,1273,3674
3300,1273,2020,3619,4241
2660,3619,1380,3228,4688
5860,491,2660,491,5724
4580,3228,2020,2446,4817
1380,882,2020,3619,4098
100,3228,100,3228,4030
100,1273,2020,491,3479
3940,100,1380,100,3625
2660,3228,2020,3619,4326
5860,491,740,100,3797
2020,3228,1380,100,4362
1380,1273,1380,2837,4340
5860,3228,2660,2837,4489
100,2837,3300,2837,4857
100,1664,5220,491,3688
2660,100,2660,2446,3751
740,100,3300,3228,3477
2020,1664,5860,882,4273
740,3619,5860,882,3754
3940,2446,1380,2055,6846
3940,882,3940,2446,4191
1380,1273,5220,1273,3936
740,3619,740,1664,4216
2020,3228,1380,491,3373
4580,1664,3300,1273,4541
740,100,2020,3228,3673
3940,1273,4580,2446,3856
100,2837,3300,3228,4090
1380,1664,4580,2837,4175
5220,100,4580,100,3691
740,100,3940,2446,3476
2020,2837,2020,3619,4117
2020,3228,1380,3619,4020
740,491,4580,1664,3808
3300,100,2020,100,3873
5860,1664,5220,2837,4211
1380,491,1380,3619,4144
1380,1273,100,2446,4206
3300,1273,5860,2055,4269
5860,882,740,882,4303
1380,882,5860,2837,4855
4580,2055,100,2837,4245
5220,2055,740,3619,4317
3300,3228,740,2055,3878
1380,2446,3300,1273,4216
3940,2837,2660,2446,4173
2020,882,100,2055,4429
2660,3228,2020,3228,5857
1380,2837,2020,100,4167
4580,491,5220,100,3899
3940,1273,4580,1273,4420
3940,3619,1380,1273,4500
100,1664,2020,1664,3692
2020,2446,5220,2446,3953
100,2837,2660,2055,3891
3940,2837,5220,491,4372
1380,2837,5220,2837,4233
1380,491,740,2446,6046
5220,2055,5860,882,3981
3300,2446,4580,100,4211
5860,2837,2020,491,3913
3300,3228,5860,1273,4127
100,3619,5860,491,3996
4580,100,1380,1273,4032
3940,3228,4580,1273,3965
740,1273,2020,100,3909
740,2837,5860,3228,3956
2020,3228,2660,3619,4273
100,3228,1380,2837,4276
1380,3619,4580,2446,4074
1380,3228,5220,3619,4210
1380,100,2020,3228,3024
1380,3619,4580,100,3725
1380,1664,2660,882,4323
2020,882,2660,882,4525
3940,1664,3940,3228,5288
5860,491,2660,2446,4153
4580,1273,2020,2055,3850
5220,2055,100,1664,3839
3940,882,5220,3619,3990
3300,3619,3940,2446,4272
100,100,3300,100,2952
2020,1664,5860,2055,5026
1380,1664,740,1664,4231
740,100,100,3619,4357
4580,1273,100,2446,3731
5220,2837,5860,1273,3860
4580,1273,2020,882,4218
4580,1273,5860,3228,4785
2020,2446,5860,100,4224
100,2837,2020,2446,3598
2020,1273,3940,1664,4017
2020,2837,5220,882,4144
3940,3228,3300,3228,3491
1380,3228,4580,2055,5983
1380,882,2660,491,3877
740,882,4580,882,6713
5860,3228,4580,882,4180
740,491,2020,2837,4106
740,2446,3300,491,4830
5860,882,740,100,4131
740,2055,4580,1273,4131
3300,2837,2660,1273,4551
2660,2837,3940,1664,4167
4580,3228,740,1664,4289
5860,491,3300,882,4440
3940,2837,5860,3619,4251
5860,2446,5220,882,3925
4580,3619,5860,100,4653
3940,3619,3940,2837,4065
100,1664,3940,100,4368
5220,1664,740,3619,3970
1380,1664,5220,1664,3686
3300,2055,1380,2837,3782
2660,2446,1380,3228,4456
3300,1664,3940,882,4155
1380,100,5220,3228,3236
5860,491,5860,3228,4381
2660,1273,3300,882,3862
100,491,5220,2837,3269
100,882,100,882,4290
100,491,5860,2446,3642
5220,1273,3300,2055,3454
1380,882,2660,882,4361
3940,100,5220,1664,5328
