n,m,runtime
1,2,70
2,1,160
1,1,84
2,3,200
2,2,135
0,3,63
2,3,177
0,2,66
0,1,67
1,3,114
3,2,1277
0,1,61
1,1,140
0,2,63
1,1,72
2,1,221
1,1,57
2,2,148
1,0,72
1,1,68
1,2,79
0,1,59
1,0,67
0,2,58
0,2,54
3,0,159
3,1,396
1,0,71
2,1,106
3,2,1459
3,1,406
1,0,75
2,0,106
0,2,57
2,3,173
1,0,60
2,2,146
0,2,59
3,2,1572
1,1,63
1,3,100
1,1,118
0,0,54
1,0,59
2,1,99
3,1,389
1,2,74
3,1,369
3,1,340
1,0,66
3,2,1458
2,0,122
2,3,202
0,2,62
3,1,349
3,2,1486
2,3,210
2,3,182
1,0,60
1,1,72
2,1,110
3,3,8081
0,1,64
3,1,388
2,3,184
2,2,139
1,1,61
2,2,117
2,2,132
2,2,138
1,2,91
1,3,111
1,1,51
1,1,75
2,1,108
3,2,1418
0,2,73
2,1,99
0,1,63
1,0,70
2,3,174
1,2,111
2,2,143
2,3,183
3,2,1795
2,0,98
3,1,397
2,3,154
0,3,60
0,1,59
1,3,87
0,1,63
1,0,69
2,2,159
0,0,56
1,2,111
0,1,68
2,2,136
1,3,106
2,1,128
2,2,163
1,1,101
1,0,60
2,1,91
1,3,101
1,0,66
1,1,68
1,0,65
2,1,95
2,1,102
3,2,1345
2,1,136
2,2,135
1,1,77
2,1,108
0,1,69
2,2,112
2,3,202
1,1,70
1,2,83
1,2,71
1,2,122
0,2,60
0,0,60
2,1,133
0,2,52
0,1,61
1,2,77
2,2,151
2,2,150
3,2,1635
0,2,75
2,3,212
1,0,67
1,1,71
1,0,56
2,2,150
2,1,74
3,1,383
3,1,330
2,2,147
1,2,136
0,3,57
0,1,61
3,2,1383
0,1,60
1,1,59
1,2,64
1,3,86
1,2,73
2,2,103
1,1,90
2,3,226
1,1,62
1,0,54
2,2,121
2,3,158
2,3,177
3,1,311
1,2,84
2,1,118
1,0,64
1,0,54
1,2,96
2,2,106
0,0,56
1,2,65
2,2,124
0,3,50
0,2,58
2,3,168
1,0,68
3,0,174
2,1,121
0,3,69
2,1,113
1,1,85
1,3,83
3,2,1564
2,2,144
0,2,64
1,1,95
2,2,163
3,1,446
1,0,71
0,1,67
2,0,127
2,2,170
3,2,1693
2,0,96
1,1,83
1,2,112
1,1,96
3,1,390
2,2,154
3,1,335
2,1,121
2,2,139
3,1,358
2,2,125
0,1,53
2,1,144
1,2,86
1,1,77
2,2,153
1,1,85
3,3,7869
0,2,64
1,0,75
0,1,61
3,1,402
1,0,67
2,1,231
3,2,1887
2,3,250
2,1,109
2,3,165
2,3,184
0,3,65
1,2,98
1,2,81
3,2,1786
3,1,344
2,1,111
2,0,99
2,1,121
3,0,146
3,3,7760
3,2,1406
2,3,204
2,1,128
1,0,70
3,3,7764
2,2,155
1,2,94
1,1,176
1,2,68
2,0,90
2,2,151
2,3,194
1,2,90
3,0,149
0,1,60
0,3,71
1,3,123
2,3,217
2,2,198
3,1,443
1,0,76
2,1,109
3,2,1661
3,1,472
1,2,88
2,1,108
3,1,357
0,2,61
3,3,7488
2,0,82
1,0,97
1,1,90
3,0,133
1,1,136
2,3,193
2,0,88
1,2,75
0,3,60
3,0,129
2,1,103
3,3,7318
1,0,83
1,2,92
0,1,69
3,2,1590
2,1,109
0,2,62
3,1,366
0,2,56
3,2,1725
1,0,77
2,1,80
1,2,87
2,3,212
1,2,67
1,0,82
2,0,88
1,2,69
0,2,70
1,1,96
1,1,80
3,0,139
1,2,99
3,3,7877
0,1,61
1,2,101
2,3,234
2,1,111
3,2,1471
2,1,121
1,0,73
3,2,1553
2,1,118
0,2,75
1,0,80
0,1,68
2,3,192
0,1,64
1,3,98
2,0,85
1,2,60
3,2,1621
1,2,80
2,1,125
2,2,168
2,0,85
1,1,84
1,1,80
2,2,178
2,2,166
2,2,153
1,0,77
2,1,115
2,2,152
2,1,120
3,1,396
1,0,80
3,1,373
1,2,86
1,1,82
1,2,75
3,1,400
1,1,76
1,1,111
1,1,76
1,0,75
2,0,80
1,3,104
1,2,83
2,1,126
0,0,70
0,2,64
3,2,1717
2,3,218
2,2,259
1,2,79
0,2,66
2,2,160
0,2,65
2,1,130
0,0,67
3,0,130
3,3,7556
2,2,200
2,1,113
0,3,66
0,1,66
1,2,89
1,1,83
1,0,80
3,0,134
3,2,1742
0,0,64
2,1,155
2,3,205
1,1,89
1,1,83
3,1,368
1,0,75
2,1,89
0,2,66
1,2,83
3,1,398
1,3,134
0,2,58
1,0,81
2,2,110
2,0,103
3,1,341
2,1,117
0,2,55
1,0,66
1,0,78
1,1,119
1,1,60
1,1,82
2,1,113
2,0,103
3,0,108
0,3,66
2,1,110
1,0,88
1,0,65
1,2,112
2,1,139
2,1,116
2,2,148
2,1,103
1,3,103
0,2,73
2,1,117
0,0,70
2,3,211
2,1,151
3,0,102
1,2,96
1,1,78
1,1,66
3,3,7506
3,1,432
0,3,61
1,2,84
1,0,67
2,1,146
2,1,110
1,3,102
1,1,84
2,2,152
0,2,59
2,2,159
0,2,53
1,1,74
2,1,105
1,0,70
2,2,186
2,2,162
1,2,107
3,0,134
2,3,216
2,3,227
2,3,203
1,2,84
1,1,71
2,2,175
0,2,64
2,1,121
1,2,92
1,1,79
1,0,72
1,2,78
1,2,88
1,1,66
1,0,72
2,1,139
3,1,412
0,2,67
3,2,1680
1,3,102
3,1,322
3,0,130
1,1,76
2,2,158
1,3,117
1,0,71
1,1,88
2,2,162
2,2,170
2,1,109
2,2,147
1,3,103
1,2,90
2,2,142
3,1,399
2,3,257
2,0,91
2,2,157
1,3,101
1,3,93
1,2,86
0,0,64
0,3,61
1,1,66
1,1,80
0,2,58
2,3,226
2,0,76
1,1,67
0,1,53
2,2,163
3,2,1554
0,0,61
0,1,66
2,1,110
3,0,158
1,1,86
1,2,98
1,3,94
0,2,65
1,0,72
0,3,64
0,1,58
3,1,339
3,2,1316
2,1,139
1,3,102
0,0,60
3,1,317
3,3,6944
1,2,64
3,1,419
2,3,201
0,2,66
1,3,85
0,2,63
2,2,166
2,3,313
0,1,60
0,1,61
2,0,75
2,1,104
0,1,50
0,1,62
2,2,120
0,2,66
1,2,100
1,0,75
1,2,82
0,2,53
2,1,100
3,3,7582
3,0,130
2,1,90
3,0,115
1,2,121
2,2,141
2,1,103
1,0,69
1,1,65
2,3,159
3,1,312
0,0,54
0,1,55
0,0,54
1,0,77
2,1,139
2,1,99
2,0,81
2,2,112
0,1,60
2,1,92
2,3,195
1,2,79
3,2,1696
3,2,1700
2,0,79
1,3,98
0,0,58
1,2,81
2,1,120
0,3,58
2,0,67
2,2,128
3,1,356
2,1,149
1,2,95
2,1,93
2,2,140
2,2,158
1,0,78
2,1,94
3,2,1766
2,1,114
3,1,519
0,1,71
3,2,1788
2,2,128
2,2,159
1,1,91
1,0,77
3,1,353
0,0,69
2,1,106
2,3,176
1,2,140
3,1,324
2,2,145
1,0,61
3,1,344
2,1,84
3,0,105
3,2,1498
2,1,95
1,2,77
3,2,1535
2,0,85
2,3,203
2,3,173
1,1,68
2,2,129
1,1,83
1,2,88
3,1,370
1,1,61
3,2,1745
0,2,56
0,0,58
2,0,81
1,2,83
2,1,91
2,1,97
3,1,330
0,2,58
2,1,87
0,2,66
0,2,60
3,1,458
1,1,165
2,1,113
3,1,352
2,1,95
1,3,97
2,2,138
2,3,176
2,3,232
2,2,159
3,1,384
1,0,70
2,1,100
3,2,1416
1,1,110
3,3,6536
1,2,72
2,2,121
1,2,134
3,1,341
0,2,63
0,1,55
0,1,56
3,2,1382
0,1,61
2,3,160
0,2,67
1,0,66
1,0,231
3,3,8222
3,0,166
2,2,234
1,0,57
1,2,101
1,1,80
0,3,70
0,2,59
2,0,104
1,2,146
0,2,65
0,1,49
3,2,1753
0,2,47
0,1,46
1,3,91
3,2,1423
1,2,98
3,2,1381
2,0,164
1,2,109
1,1,91
2,2,277
1,1,65
2,2,158
1,2,66
1,2,88
1,2,59
1,1,69
1,0,136
1,0,64
1,2,100
2,1,175
2,3,295
3,0,166
2,3,218
2,0,80
1,2,64
2,0,91
2,0,159
3,1,529
1,1,75
2,2,173
1,1,75
2,3,242
1,2,73
3,2,1414
1,2,61
2,0,89
2,2,218
0,1,65
0,1,58
2,1,169
3,2,1483
3,0,122
0,3,60
1,3,99
2,1,110
1,2,73
3,2,1543
0,1,62
2,1,107
2,0,87
1,1,89
2,3,214
2,2,170
1,1,91
2,2,134
3,0,103
0,2,56
1,1,93
2,3,189
2,0,89
1,1,55
0,1,61
1,0,72
0,2,68
2,0,81
0,1,71
1,1,83
1,1,74
1,2,114
1,2,68
2,1,125
0,2,59
1,0,68
0,1,57
2,1,100
1,1,85
2,2,218
3,1,502
1,0,63
0,2,59
0,3,67
2,3,303
1,2,100
3,3,7610
1,1,79
2,3,139
2,1,166
2,2,182
2,2,139
2,1,117
0,1,64
0,1,63
2,0,119
2,1,117
2,3,220
2,1,118
2,1,140
2,1,117
2,3,171
3,2,1443
0,2,57
3,0,110
2,0,76
1,2,91
3,2,1512
0,3,50
1,2,140
1,3,87
3,2,1489
3,3,6992
1,2,98
3,1,373
2,2,167
1,1,67
2,1,108
2,1,96
1,2,131
2,2,151
0,3,59
1,2,100
2,2,294
0,2,46
3,2,1477
0,0,64
1,1,89
2,1,123
1,2,124
0,2,55
1,2,80
3,2,1314
1,1,79
1,0,66
2,2,125
3,2,1276
1,2,71
0,0,58
2,1,169
3,0,108
0,0,53
1,1,62
0,2,59
1,1,74
2,1,107
3,1,331
1,0,75
0,3,59
1,1,91
2,3,188
0,2,55
3,1,381
0,1,57
1,2,90
2,2,147
1,2,82
3,1,360
3,2,1528
3,2,1684
0,3,67
3,2,1411
3,2,1375
1,1,80
3,0,126
1,2,99
1,2,81
2,1,127
1,2,95
2,1,154
2,2,161
0,0,62
3,2,1854
2,0,86
2,2,153
3,1,369
3,0,126
2,2,145
2,0,96
2,0,119
3,2,1913
1,2,88
2,2,152
3,1,395
1,2,240
3,1,379
0,1,59
1,2,75
2,2,128
1,3,149
2,2,155
1,0,87
0,1,60
2,3,191
0,0,65
3,1,344
2,2,148
1,2,98
1,1,82
3,1,412
2,1,112
1,2,88
1,0,87
3,3,6915
2,0,91
0,1,66
2,1,101
2,0,79
3,2,1297
1,0,92
2,2,182
1,2,92
1,2,83
2,0,89
0,0,64
2,3,192
3,1,367
2,2,107
2,1,88
3,1,398
1,1,83
1,1,77
0,1,64
2,0,70
1,3,105
1,2,78
2,1,106
2,0,77
2,0,70
1,2,120
1,1,69
1,1,68
0,3,58
1,0,73
1,0,75
0,1,65
3,2,1444
0,2,59
0,1,63
2,2,190
0,2,55
2,1,114
1,1,69
1,3,107
2,2,181
1,0,70
2,3,182
1,1,70
2,0,97
1,2,139
2,2,140
1,1,64
1,3,67
0,1,57
2,1,113
1,2,68
3,1,347
3,3,7578
3,1,298
3,1,419
2,2,138
1,0,81
2,3,217
0,1,59
1,1,83
2,2,127
3,3,7126
2,1,133
2,3,201
1,0,70
2,0,103
1,1,65
1,3,163
1,3,84
1,2,89
2,2,141
1,2,72
2,2,120
3,2,1391
1,2,119
2,0,70
2,1,98
1,2,74
1,3,99
2,2,125
2,1,90
1,1,81
1,2,78
3,3,7275
1,3,128
3,1,395
2,0,82
0,1,64
1,2,78
3,3,7871
1,1,79
1,0,83
1,1,81
2,1,112
1,3,124
3,1,378
3,2,1394
2,1,121
2,0,83
2,2,126
2,2,165
1,3,147
1,3,93
1,2,73
1,1,93
1,3,101
3,2,1461
2,2,158
1,0,70
2,1,128
0,1,79
2,2,142
3,2,1773
1,1,79
1,0,77
2,0,119
0,0,80
2,0,81
1,2,83
1,2,69
2,1,110
2,2,165
0,2,70
2,3,208
2,2,167
1,2,82
3,2,1700
0,0,74
3,1,326
2,1,103
2,0,87
2,1,103
0,0,59
2,3,148
2,1,146
2,1,102
2,3,182
2,1,114
0,3,62
1,2,84
1,1,79
2,1,107
1,2,58
0,2,57
1,2,156
1,0,69
1,2,164
1,3,65
0,1,60
0,3,59
1,0,71
3,3,7445
2,2,163
1,2,83
1,3,128
1,2,78
2,1,100
1,2,53
0,2,55
1,2,78
2,1,93
3,1,340
0,2,63
2,1,116
0,1,61
1,1,105
1,3,86
3,0,117
1,1,72
1,3,72
2,1,121
2,2,161
2,1,110
1,1,85
3,2,1903
1,0,72
1,1,69
2,3,211
1,0,83
0,0,70
1,2,98
3,1,420
1,3,88
1,2,93
0,2,68
1,1,95
2,2,147
0,1,61
1,3,109
2,3,214
2,2,181
3,1,378
1,2,80
2,1,115
1,2,110
1,3,92
3,2,1679
0,0,69
1,2,80
0,2,66
3,2,1457
0,2,54
1,2,75
1,2,95
1,0,89
0,1,69
1,2,105
2,1,107
2,1,88
2,2,151
2,1,108
1,2,73
2,0,83
3,2,1506
1,2,103
3,1,447
1,2,80
2,1,90
1,1,84
0,1,71
1,1,52
0,0,56
3,2,1792
2,2,140
2,1,172
0,3,62
0,2,51
2,2,154
2,3,200
1,2,100
2,0,92
0,0,61
2,1,119
2,2,151
2,2,174
3,2,1576
1,2,83
2,0,69
3,3,7419
3,1,326
2,0,78
0,3,65
0,1,59
1,1,71
1,2,103
2,2,150
1,3,75
1,2,77
1,0,82
1,1,79
2,1,108
1,2,73
1,2,84
2,1,104
1,3,131
1,3,84
2,2,180
3,3,7765
0,0,64
1,0,81
2,0,83
2,1,109
3,1,333
3,1,312
2,3,231
3,2,1598
2,1,110
2,0,89
2,2,147
0,2,67
1,3,85
3,2,1279
1,1,78
3,2,1321
3,2,1546
1,1,72
2,3,185
1,2,81
2,2,158
1,1,79
2,2,142
0,0,59
0,3,53
1,2,84
2,2,289
2,1,95
1,1,74
2,2,135
0,2,71
3,2,1504
3,2,1623
1,1,61
2,3,182
3,2,1391
1,2,131
2,3,256
0,1,68
1,1,73
2,1,113
2,2,139
1,3,91
1,2,84
0,1,66
3,1,407
3,1,422
0,0,67
2,3,220
2,0,95
1,0,75
2,1,112
3,3,7329
0,3,62
0,2,60
1,3,99
2,1,150
2,2,130
1,2,87
1,0,65
1,1,76
1,1,82
3,2,1498
1,3,100
2,0,86
2,2,143
1,2,102
2,2,139
2,1,86
0,1,61
1,1,66
1,0,65
0,2,56
1,3,105
1,3,78
1,0,65
1,2,114
1,0,72
0,1,65
3,2,1324
1,1,58
1,1,79
3,2,1405
2,3,179
1,2,75
0,0,72
3,2,1564
1,1,58
2,2,138
3,2,1571
3,2,1434
2,3,177
1,1,69
2,2,135
2,1,92
0,3,46
0,0,56
2,2,187
1,2,86
2,3,189
2,3,170
2,1,274
0,2,60
1,2,89
1,2,84
0,2,57
2,0,129
1,1,70
2,2,160
2,3,198
2,1,108
1,2,87
3,3,8022
2,0,106
1,1,76
2,0,90
0,2,71
3,1,455
1,1,84
0,0,63
1,1,77
0,1,54
0,1,66
2,1,106
1,1,94
2,1,126
2,3,267
1,1,76
2,2,147
1,2,87
1,2,65
3,1,364
3,2,1644
0,2,72
3,1,466
0,1,68
0,2,107
1,2,121
1,2,83
2,1,125
3,2,1327
0,2,61
2,2,151
1,3,84
0,1,63
2,1,113
2,2,179
2,3,214
0,1,69
1,2,80
3,2,1922
2,1,111
3,2,1808
2,0,88
1,1,67
1,1,90
3,3,7366
0,1,69
2,3,225
3,1,428
3,2,1687
1,1,69
2,2,133
2,2,158
0,1,64
1,2,89
1,1,119
0,1,70
2,1,139
1,2,85
1,1,80
3,2,1644
3,3,7342
1,2,100
1,2,80
0,3,63
2,2,187
0,0,70
0,1,64
2,0,84
2,0,84
1,1,88
1,2,96
2,3,192
3,1,421
0,0,63
1,2,93
2,1,91
0,0,57
1,2,77
1,2,55
2,2,148
1,2,78
1,1,73
2,1,104
2,2,140
1,1,108
3,0,119
3,1,407
2,2,155
0,1,57
0,2,59
1,3,107
2,0,91
1,1,64
1,2,59
3,1,496
2,1,113
0,0,68
1,0,67
0,3,55
0,2,51
3,1,321
0,2,55
2,1,97
2,1,98
1,1,111
1,3,107
0,3,67
1,2,73
0,1,60
0,0,62
0,0,63
1,3,99
2,2,156
1,1,72
1,1,94
1,3,122
0,3,62
3,1,428
2,2,128
1,1,72
3,1,381
1,0,72
2,1,95
3,1,341
3,0,142
1,0,77
3,3,7087
3,1,325
1,3,113
2,2,147
0,0,56
2,1,100
0,1,60
1,1,68
1,3,147
3,3,8157
0,3,61
0,2,65
0,3,59
2,1,90
1,1,81
1,2,72
1,1,86
0,0,62
3,1,403
3,2,1504
1,1,68
2,1,120
2,0,77
2,1,135
0,3,60
2,1,91
1,2,73
1,2,69
2,0,117
3,2,1524
2,0,78
3,3,7180
3,0,119
3,0,94
2,1,127
3,3,7784
1,0,81
1,1,80
1,1,121
1,0,64
1,1,61
2,2,147
1,0,75
2,2,149
2,0,97
1,3,97
1,1,61
2,2,123
0,1,89
2,0,106
3,2,1588
2,2,155
1,1,79
2,3,180
1,1,83
2,1,99
2,1,106
1,1,73
3,2,1609
3,1,353
0,1,62
0,1,63
0,3,64
2,2,160
1,2,82
0,1,67
2,0,66
2,1,110
3,1,372
2,0,85
1,3,80
2,1,117
1,1,85
2,1,94
1,0,78
1,2,94
2,0,75
1,1,76
0,3,1183
2,2,595
3,0,240
2,0,98
2,1,207
0,2,78
2,0,74
1,2,118
1,0,77
3,1,652
2,1,215
1,2,116
2,2,183
1,3,126
1,3,76
3,1,479
1,2,85
1,2,75
3,2,1832
0,2,68
2,2,237
1,1,112
1,1,82
0,1,64
1,1,91
0,2,71
1,1,67
2,2,184
0,0,52
2,0,113
1,2,110
3,0,167
2,1,138
1,1,80
3,1,481
3,2,1549
0,3,69
2,3,278
2,2,140
2,1,118
0,1,70
1,0,77
3,2,1621
1,1,110
1,2,98
3,2,1744
2,0,98
1,1,77
3,1,358
0,1,70
2,1,152
2,0,83
0,1,65
2,1,134
2,3,243
3,2,1605
1,0,64
1,2,104
1,1,88
0,3,68
1,2,111
1,1,88
2,1,132
3,1,436
2,1,143
3,1,400
3,2,1512
2,2,178
0,0,70
3,2,1812
1,2,99
1,2,99
1,3,119
1,0,62
1,2,73
0,2,68
0,0,66
2,3,217
2,2,160
2,3,251
3,3,8350
3,3,7594
2,1,127
3,0,137
1,2,100
2,1,131
1,3,118
0,0,66
2,3,210
2,2,160
1,1,99
1,2,90
0,1,69
1,1,74
1,1,78
1,3,104
2,0,95
0,1,59
2,2,175
3,1,544
1,2,100
3,1,437
3,1,411
2,0,85
3,0,141
1,2,103
2,1,126
2,1,115
1,3,95
2,3,208
2,2,194
1,1,82
1,2,100
1,1,89
2,3,212
2,3,213
2,1,122
3,0,117
1,1,95
2,1,106
3,2,1891
1,2,97
1,1,80
3,0,138
0,2,73
1,1,90
1,2,95
2,3,210
2,3,205
1,1,93
3,2,1983
2,2,155
1,1,80
2,2,166
1,0,77
1,0,82
0,0,73
1,1,64
1,1,87
2,1,101
1,2,107
1,1,73
1,3,114
0,0,67
1,2,91
1,1,71
1,2,91
2,2,172
0,1,67
2,0,84
1,2,99
1,1,55
1,1,88
2,3,234
2,3,223
2,2,165
1,2,89
1,0,77
3,1,471
3,1,423
2,2,209
2,2,168
1,2,99
3,2,1828
2,2,151
1,2,88
0,3,71
0,0,67
1,2,92
1,1,77
1,2,103
0,1,71
3,1,427
1,1,79
2,0,97
1,1,85
3,1,432
1,2,89
0,0,71
2,1,117
1,3,126
3,2,1681
2,2,148
1,0,80
0,2,64
2,0,89
0,2,67
0,0,69
1,1,80
3,1,407
1,2,95
1,2,88
2,2,169
2,2,171
3,0,139
2,2,182
3,1,427
1,1,78
3,1,375
1,3,108
1,3,119
2,0,92
2,1,127
1,1,72
1,3,100
2,1,130
2,1,78
0,1,66
2,3,235
3,2,1925
1,2,210
1,2,79
0,3,71
1,3,100
1,1,76
0,2,71
2,1,101
1,1,74
3,3,7739
2,2,126
2,3,256
0,2,71
1,3,70
2,1,100
1,3,94
2,0,89
2,3,225
1,1,90
3,0,136
3,0,125
1,3,110
1,1,88
3,0,115
0,1,67
1,2,91
2,2,161
2,1,123
2,1,108
2,0,99
1,1,73
1,1,95
0,2,66
0,0,69
3,2,1722
0,3,65
3,0,135
2,0,88
1,3,110
2,1,101
1,3,90
2,1,147
1,2,113
1,0,78
3,1,442
2,3,233
0,1,72
2,2,185
2,1,106
2,0,100
2,1,115
2,2,195
1,2,93
1,2,84
1,1,60
2,1,111
0,1,75
2,1,130
3,3,7551
3,2,1217
1,0,64
2,3,234
0,2,70
3,0,142
2,2,136
2,3,227
0,1,56
3,3,7626
2,3,204
1,1,85
3,1,413
3,1,406
1,2,93
3,1,365
3,0,128
1,1,78
2,1,102
1,3,91
1,0,77
2,0,96
1,3,95
2,2,175
1,3,122
0,1,64
1,1,67
0,1,68
2,1,116
0,1,66
1,0,77
0,2,64
3,2,1940
2,1,136
2,0,89
1,2,113
3,2,1502
1,2,80
2,1,127
0,1,68
1,0,81
2,1,140
0,0,68
0,2,72
1,2,111
1,1,86
0,2,72
1,3,91
1,2,82
0,1,70
1,2,101
1,3,114
2,1,112
2,3,253
3,2,1446
3,2,1387
2,0,100
2,1,92
2,0,87
2,3,231
0,2,65
3,1,423
0,1,66
1,0,84
0,0,69
2,2,183
3,0,125
1,3,104
2,2,163
1,2,70
3,1,422
1,2,90
0,3,65
2,2,184
2,0,97
2,2,158
0,3,71
0,0,71
2,3,219
1,0,89
1,1,79
1,1,73
0,3,63
1,1,99
2,1,139
2,2,159
2,0,98
2,1,114
1,1,86
0,1,67
2,1,108
2,1,102
1,2,114
2,0,114
3,3,8256
3,1,345
2,2,157
1,2,85
3,2,1670
3,1,387
2,2,170
1,3,92
1,2,98
3,2,1876
0,3,73
1,0,72
0,1,66
1,2,94
2,2,159
1,1,99
3,1,407
0,1,71
1,0,59
3,3,8323
3,1,344
2,1,114
1,0,80
2,1,108
1,3,103
2,1,102
2,2,134
3,2,1593
2,2,158
1,1,97
1,0,70
2,0,80
2,2,174
2,0,82
0,2,64
1,0,86
1,1,88
0,2,67
0,0,64
0,0,74
0,3,67
3,0,153
1,1,79
3,0,135
2,1,133
2,1,119
1,0,75
1,2,99
0,2,71
2,1,150
3,0,136
1,3,110
2,1,107
3,2,1592
0,2,70
2,1,131
2,1,106
0,0,71
1,2,88
3,1,406
1,2,75
3,3,7543
2,2,161
0,0,71
0,0,70
3,2,1836
0,1,66
0,2,67
1,0,80
2,1,144
2,0,77
3,2,1430
3,1,340
2,1,122
2,2,162
3,2,1608
2,2,145
1,2,82
3,0,139
2,1,131
1,2,104
3,1,447
2,2,172
1,1,97
1,3,103
1,3,110
1,1,76
2,2,195
3,2,1571
2,1,125
1,2,109
2,1,123
1,3,87
3,2,1725
2,0,88
0,2,72
3,1,420
1,1,83
1,3,92
2,1,127
1,2,96
1,3,108
2,1,101
1,2,67
3,2,1514
1,3,93
1,3,99
1,3,101
1,1,75
2,0,107
3,0,136
2,1,122
3,3,7920
1,1,95
2,3,217
1,0,67
0,3,64
1,1,79
0,1,66
1,2,142
2,2,181
1,2,71
1,3,92
0,1,62
3,3,7692
1,2,83
1,0,83
3,2,1793
2,0,84
3,2,2002
0,2,70
1,3,127
2,1,105
2,1,111
2,3,210
1,2,91
2,1,129
2,2,164
1,3,92
2,0,100
1,1,93
1,0,68
2,2,182
1,1,100
2,1,130
2,1,113
1,1,81
3,0,133
0,1,67
2,1,123
3,0,133
1,0,75
2,0,71
2,1,115
2,2,169
1,1,76
1,1,75
1,2,109
1,0,66
2,1,205
1,1,81
2,1,97
2,1,111
2,0,96
1,0,74
3,1,421
2,0,101
0,2,70
1,3,118
3,2,1842
1,2,87
1,3,91
2,2,171
2,2,168
2,1,122
0,1,68
2,0,104
1,1,88
1,2,98
3,1,402
3,1,339
2,1,110
2,2,143
1,0,76
2,1,119
2,1,107
2,0,87
0,1,71
1,1,79
0,1,71
1,3,139
2,0,84
2,0,90
1,1,78
1,3,89
3,2,1724
2,0,86
1,0,81
0,3,68
0,2,66
2,2,188
3,2,1882
2,2,123
2,0,92
3,2,1772
1,1,93
0,3,68
1,1,65
1,1,86
2,0,99
1,0,80
2,2,184
2,1,133
1,1,83
2,0,96
2,1,94
1,2,95
0,2,66
2,2,170
0,1,74
1,2,108
0,1,65
2,0,107
1,1,78
1,2,83
0,2,65
1,1,73
3,1,361
2,0,87
3,1,447
3,2,1846
2,3,193
1,2,98
2,3,209
0,1,70
1,2,80
3,2,1426
2,2,156
2,0,70
2,1,130
2,2,154
1,0,71
3,0,133
1,2,107
1,2,82
2,1,117
2,3,227
1,1,78
2,3,208
3,2,1845
1,2,94
2,2,134
2,1,117
2,2,145
2,1,119
2,2,143
3,3,7747
1,1,92
2,2,152
1,1,99
2,1,121
1,1,89
2,3,214
2,2,154
3,1,411
1,0,83
0,1,70
3,2,1750
1,1,81
2,2,182
3,1,437
1,2,90
1,0,75
1,1,77
2,1,116
3,1,435
1,1,88
1,0,81
2,2,179
1,2,133
2,1,115
1,1,90
1,3,84
3,0,132
1,2,79
0,1,71
1,2,82
0,1,64
1,2,85
2,1,126
2,2,147
1,0,82
1,1,75
2,1,118
1,2,84
2,1,115
1,1,86
0,0,69
1,1,62
1,1,108
1,1,75
2,0,111
2,1,101
1,3,97
3,0,129
2,2,158
2,1,101
3,1,601
1,1,88
1,1,104
0,1,65
2,2,170
2,0,90
3,3,7530
1,2,80
3,2,1428
0,3,66
2,1,138
2,0,92
2,2,191
1,1,78
0,1,67
1,0,80
1,1,73
2,3,234
2,2,155
1,1,77
0,2,64
1,2,107
1,0,184
0,1,67
0,1,65
2,1,132
0,0,67
2,1,131
1,2,95
1,0,76
1,1,71
1,2,84
3,2,1886
2,3,200
0,0,62
3,2,1744
3,2,1707
2,1,124
2,1,101
0,1,70
3,2,1689
2,1,120
0,1,66
0,0,67
0,0,67
3,2,1672
2,2,145
3,1,386
1,1,77
2,2,143
3,3,7729
0,3,65
0,1,69
2,0,94
1,3,121
2,3,227
1,2,81
0,1,67
0,3,64
3,1,413
1,0,82
1,0,75
0,3,68
0,1,62
2,2,256
2,1,93
3,2,1833
0,1,71
2,1,117
3,3,8616
1,0,81
2,1,108
0,1,68
2,3,244
1,0,79
1,2,107
3,2,1460
1,1,99
1,1,79
3,1,427
0,2,71
1,2,95
1,0,96
1,2,112
2,1,110
2,1,123
0,2,68
0,0,71
3,0,145
0,1,69
1,2,84
3,2,1680
2,1,124
0,3,65
0,3,58
0,1,68
2,1,132
1,2,99
2,2,162
3,3,7722
1,2,82
0,1,63
0,2,65
3,2,1983
2,3,169
1,1,77
1,1,92
2,1,98
3,1,401
2,1,110
3,1,371
2,3,215
1,2,109
1,2,81
2,1,120
1,2,80
2,0,102
2,0,91
3,1,417
2,2,168
2,3,236
3,2,1732
0,1,67
1,2,106
2,1,119
0,0,65
2,0,107
2,2,168
2,1,101
1,0,77
1,1,72
3,1,397
2,1,201
2,3,245
1,2,92
1,1,78
2,3,218
3,1,408
3,1,399
3,1,376
1,2,98
0,0,66
1,0,73
1,1,95
2,3,216
1,2,84
3,0,150
3,2,1766
1,1,88
0,2,67
1,2,85
3,3,7571
2,0,96
1,0,62
2,0,97
2,3,242
2,2,153
3,3,7516
2,1,114
2,2,136
2,3,207
1,2,80
1,3,130
1,0,73
1,0,74
0,3,71
0,2,71
3,1,444
2,1,131
0,2,68
2,1,121
2,1,121
1,2,112
2,2,169
2,2,197
2,3,211
1,3,135
1,2,70
1,1,90
3,3,8082
0,2,67
1,3,103
1,3,138
0,1,72
2,1,125
3,2,1515
2,3,182
2,2,144
2,3,191
0,2,71
2,2,166
0,2,71
0,1,75
1,3,123
0,2,69
2,1,124
1,1,93
2,1,120
3,2,1565
3,2,1425
2,0,88
1,3,106
2,1,132
2,2,157
3,1,451
1,1,75
2,0,92
1,2,98
2,3,220
1,3,95
1,1,85
