ImageWidth,ImageHeight,Sigma,runtime
2136,1877,9.181818,523119419
4755,455,1,132875790
1555,3477,4.681818,632527290
3300,3121,7.136364,1461291175
2136,989,1,166999268
5918,278,7.954545,232882675
2427,811,7.545455,273037372
2136,2233,3.454545,445938915
2427,633,7.954545,222296939
4464,1344,9.181818,689078400
2136,2588,5.5,662304105
3882,2944,7.136364,1603447777
391,2766,6.727273,136385167
4464,3299,9.181818,1756167144
2136,278,5.909091,75525132
4173,3121,6.318182,1865853130
973,989,9.181818,141680259
682,3477,4.272727,261598711
1555,1344,7.545455,290688728
2136,1522,9.590909,382953021
3300,3477,5.090909,1277974436
3591,1166,8.772727,518879389
1845,100,8.363636,29013832
973,1166,5.909091,131256589
4464,455,8.772727,253238532
5627,2233,1.409091,976924871
2136,2233,3.863636,440307739
3300,2766,8.772727,1038218722
4755,2410,3.454545,1094749276
682,3655,7.545455,331381889
391,2410,9.590909,102717670
1845,278,2.636364,37760914
1555,3477,7.136364,734830832
682,3655,7.136364,316768511
5045,989,6.727273,631222448
5336,2766,1,1097507700
100,3299,5.5,37619146
3591,3655,5.090909,1528078230
100,3655,2.227273,26739752
3009,100,5.090909,33360669
1555,633,3.045455,82933893
100,2410,6.318182,32685499
1264,3299,1.409091,285940122
3882,100,4.272727,38196676
1845,3477,4.681818,738551211
4173,2944,8.772727,1541249865
3300,3121,9.590909,1324291219
1264,2588,1,247779287
3591,811,3.045455,247960752
4464,2944,5.090909,1555015837
1555,1344,5.5,234039785
2718,455,1.409091,79249230
4173,3477,8.772727,1747772272
973,1166,2.227273,87348798
682,1344,1.818182,59997473
4755,3832,1.818182,1464095763
3882,278,6.727273,129601583
4173,2410,7.954545,1465831796
100,2410,4.272727,24391659
1264,2055,1.409091,218891141
391,3832,6.727273,190290759
4173,3832,9.590909,1882621039
5627,3477,7.954545,3052132842
2718,2766,8.772727,883904586
2427,2233,3.454545,496266628
682,2233,7.954545,207085184
1555,2588,8.363636,584876973
1845,1700,7.136364,426978884
1264,1700,7.545455,291823103
4464,3121,9.590909,1829152898
2718,3655,5.090909,1193050268
4173,2588,1.818182,829581889
973,1522,3.863636,138062759
1845,2944,1.409091,375355366
5045,278,5.5,158998791
4755,100,5.5,54259223
3882,2766,1.818182,836127890
1555,2233,3.863636,328660677
3591,3655,2.636364,1193788007
100,989,9.181818,12510713
2718,3121,4.681818,926363645
3591,278,3.863636,87406990
3591,2410,3.863636,854407500
391,2588,3.863636,99179109
2136,2055,2.636364,373639693
5627,1877,4.681818,1196688653
682,455,2.636364,23643763
5627,1522,1,603928680
4755,2055,2.227273,776734889
4464,1700,1.409091,595763291
3300,3299,4.272727,1155703368
3591,1522,2.636364,441204804
3882,1522,2.636364,501948651
2136,989,2.636364,182173110
3882,2766,4.272727,1138490389
4755,3121,8.363636,2353428395
4755,633,5.090909,315853486
3882,633,3.454545,244313649
682,2944,1.409091,138335915
1264,2055,2.636364,208067797
2718,2588,5.909091,874077604
5045,455,9.181818,308240878
3882,1700,5.909091,774284290
682,1344,7.954545,129547714
4173,278,9.590909,133631442
973,633,7.954545,87914821
3009,2944,7.545455,1278287147
973,2944,1,178654654
1264,2766,2.636364,277962491
1845,455,7.136364,112153878
391,455,3.045455,15334399
5336,3299,4.272727,1944579929
682,3121,5.090909,211756744
2136,1700,3.045455,320414906
1845,811,7.954545,220882810
5627,2766,6.318182,2128453700
1845,278,3.045455,40896219
4755,3655,3.863636,1803536417
1555,1877,2.227273,227839599
4755,2055,9.181818,1139737527
3591,989,6.318182,511465509
2718,278,3.454545,69473839
3300,1166,1.818182,277501584
5918,100,8.772727,68216180
973,2588,4.272727,302338642
391,633,6.727273,33338334
4464,100,4.681818,43646567
1845,455,6.727273,102633751
4755,989,7.545455,706689621
3300,1700,8.772727,691270956
2427,1344,6.318182,388370846
391,2410,6.318182,112853146
3591,2233,9.181818,918834720
3882,2766,1,761164893
4755,2055,6.727273,1323852377
3882,1166,3.863636,425253326
4173,989,3.045455,353857989
100,2410,8.772727,51373518
1264,2055,4.681818,282606373
3300,2055,7.545455,979736347
3300,2588,5.090909,928269290
1264,2055,9.590909,285206547
3300,455,5.909091,167400106
4464,2055,9.590909,1109024080
4464,2588,3.863636,1101966738
1845,455,6.318182,115964576
5627,278,5.090909,159301603
4464,3477,7.954545,2388011583
1264,3477,2.227273,367993788
5336,2410,7.545455,1876861230
1264,1877,8.772727,289263224
2136,455,9.181818,116449931
5336,278,9.181818,183421227
4464,2588,5.909091,1409903375
3300,989,7.136364,480632191
4755,633,8.363636,442182710
1555,1344,5.909091,234368640
682,2588,7.136364,221291186
682,2766,7.954545,267538496
391,989,4.681818,40048488
2718,2588,8.363636,1048100524
2718,2944,6.318182,994859891
3882,2588,1,728298543
5336,278,7.136364,206092587
1555,989,7.545455,209199164
3591,3832,4.272727,1656104767
3591,811,5.909091,346425276
682,1522,7.545455,136522926
682,278,7.954545,27629421
391,455,9.590909,34839521
2718,2766,5.909091,858544037
1845,278,4.272727,51069105
2427,2766,3.045455,581083834
100,811,7.136364,13253558
682,2233,8.772727,177214245
2427,633,3.863636,144548387
5336,2588,9.590909,1750401627
1555,633,5.5,126843363
5336,1877,5.090909,1085514940
2427,100,1,14521614
5336,3477,2.227273,1803845224
3009,1877,7.954545,820864469
3009,3477,8.363636,1608021051
100,3477,2.636364,26809250
391,1522,6.727273,76491882
4755,1700,8.363636,1348003617
3009,1522,3.454545,416990517
4464,2233,3.454545,934893377
4464,3299,8.363636,2301932409
5918,811,4.681818,504520324
4755,2944,7.545455,2052168087
3882,3832,8.363636,2266192999
5045,989,7.545455,753760384
5336,2588,1,1051727780
2718,100,2.227273,18910507
4755,1700,1.818182,588394471
2136,1522,7.136364,436812095
1845,455,8.772727,94042644
3300,633,1,144822228
1845,100,6.318182,25584370
1845,1522,8.772727,362581147
1555,2233,9.590909,458107019
391,100,8.363636,8016501
1264,1877,2.636364,188375969
3882,3655,6.318182,1883683471
2136,278,9.590909,64228490
1845,455,9.181818,92111723
3300,1522,3.454545,503526016
5336,1166,3.045455,549178606
4173,3121,5.090909,1492686926
3882,3477,7.136364,1921367019
4464,3655,1.409091,1261926644
3300,1166,4.681818,437025516
3591,3655,4.681818,1460939590
5336,2766,5.090909,1660404114
1555,3477,1.409091,370165838
5627,3655,9.181818,2605666081
5045,1877,3.863636,919619331
4464,1522,6.318182,870447447
5336,811,2.227273,323874409
2427,2055,4.272727,500489482
4755,1166,8.772727,671034754
1555,811,2.636364,133691902
5627,3299,9.181818,2202571415
3591,100,2.636364,28282281
3882,3477,8.772727,1647175571
1555,2410,2.227273,297766263
1264,278,5.909091,39350343
5045,3655,3.454545,1855884402
5045,2944,5.090909,1697778733
3882,2766,7.136364,1509425903
100,100,9.181818,3210121
2427,3299,3.454545,715934359
1264,455,5.909091,66371512
5045,3655,5.909091,2336068752
4755,989,3.045455,407213818
391,2410,8.772727,101920522
3009,1344,3.454545,372917413
5627,1522,2.227273,691442480
3882,278,5.909091,125539067
5336,2410,8.363636,2072989023
2427,100,7.954545,42264812
973,278,9.181818,32084137
4173,2588,6.727273,1418018828
3009,2233,2.636364,549763364
1555,278,3.863636,36711382
4464,2588,2.227273,1016564164
391,2055,5.090909,81334704
4755,1700,3.454545,752060184
391,2944,7.136364,147813534
1845,1700,3.863636,371415865
2718,2233,2.227273,467744400
1264,2410,1.409091,227527576
5336,3655,8.772727,2610350661
4755,3121,2.636364,1381116994
2136,3299,2.227273,609491939
4173,2055,1.409091,618765249
1264,2233,6.727273,430032290
100,278,6.727273,6795181
682,3832,1.818182,176590226
2136,278,5.090909,63130793
3882,2410,3.045455,861408096
100,1344,7.954545,25127466
3882,1877,5.909091,865203642
3882,1166,8.363636,691118328
1555,3121,4.681818,534881634
100,811,5.090909,10153184
3300,100,7.545455,46684233
4755,2410,8.772727,1371231868
5045,2766,3.863636,1471492627
3300,1522,3.045455,473498743
682,811,9.590909,59437701
5627,2410,1,1050868214
682,3477,3.045455,190284002
1845,1700,9.181818,407492130
1845,100,7.954545,28936810
682,2055,3.454545,158356439
1555,3655,5.909091,717418060
100,2055,9.590909,31199230
1845,1877,7.136364,531144510
5045,2055,7.136364,1408898467
3300,1877,5.090909,786805305
1264,2766,3.863636,330535772
391,455,5.090909,18682103
1845,989,1.409091,115254162
4464,3299,6.727273,2044025000
100,811,4.681818,9831716
973,633,1.818182,46675133
391,2766,4.272727,100312732
2718,2766,9.590909,900681450
5336,3121,8.363636,2623118651
3009,1166,6.727273,452345255
5627,3477,4.681818,2321660336
682,2233,6.318182,252057328
5336,811,4.681818,451490933
2718,100,6.318182,40742729
4464,2233,6.318182,1270849258
2136,2944,2.227273,474973886
1845,3299,6.318182,811165481
5045,811,4.272727,442173923
2136,2233,5.909091,543520046
2136,1522,3.045455,286582533
3009,3832,5.090909,1316967676
5045,2766,7.136364,2151616149
4464,1877,3.454545,835066464
5336,3299,1.818182,1520675088
5627,1166,6.727273,844053200
973,2233,4.681818,230148279
3882,278,3.045455,82129952
5336,1166,8.772727,760341335
2427,1522,8.363636,567143537
2427,811,3.045455,163796575
2427,2410,4.272727,599213853
1264,811,8.363636,156074514
5336,1877,4.681818,1137444953
4173,2944,7.954545,1823439599
5627,633,9.590909,398547829
391,3477,1.818182,89155318
5336,3655,7.954545,3117756954
973,1166,2.636364,93316892
3300,633,2.636364,179619955
4464,100,8.363636,77229836
1845,1877,3.045455,297360891
2136,633,5.090909,144824278
5045,100,6.727273,68857792
5336,3832,5.909091,2607488429
5627,2233,3.454545,1347050200
5045,3121,3.045455,1435999521
1555,455,3.045455,55985737
2136,3832,5.909091,976083967
2718,1166,2.636364,273525230
3591,1700,9.590909,751053286
4173,989,1.818182,341881678
4755,3299,1.818182,1290345015
5045,1522,9.590909,911996142
4173,1522,3.454545,638018689
1845,1522,2.227273,269284022
391,1522,4.681818,57680300
1264,3121,7.136364,580304715
682,811,7.954545,97339718
1264,3299,2.636364,350323171
5336,1877,8.363636,1579529765
391,3121,7.545455,163411462
4173,2944,8.363636,1908379375
100,2055,3.454545,23118829
1264,1877,4.272727,301011847
5627,1166,9.590909,761903493
973,1700,6.727273,199868528
5336,2588,5.5,1690779750
5336,2588,4.681818,1565959462
5336,3299,2.636364,1714108537
973,811,5.909091,95451872
1264,3477,7.954545,706424364
3591,278,5.909091,136897516
3591,2766,6.727273,1300182478
682,811,8.772727,58499293
2136,1700,3.454545,346613147
3591,3832,8.363636,2128297502
973,1877,1,107386342
5045,2233,6.318182,1478309062
3591,811,7.545455,431514444
3009,1166,2.227273,260641422
973,3832,4.681818,396863709
1555,3121,1.818182,356431851
2136,100,3.454545,19898738
2136,1700,7.545455,489926688
3300,278,1.818182,57241786
1264,1166,9.590909,161968176
3591,100,4.272727,41313089
2427,3121,5.090909,797321679
2427,811,3.454545,188480504
3009,2588,2.227273,601334685
5045,1700,9.181818,952174577
682,278,3.045455,15562420
4464,1344,1.409091,413080621
1264,278,2.227273,23968925
3882,1522,8.772727,662919398
1264,3121,4.272727,436152286
5045,1700,2.636364,771856876
1555,1700,8.363636,383460951
3009,3655,6.318182,1408207607
391,1700,2.636364,53213316
1845,3655,3.863636,646000458
4755,1166,8.363636,825665895
5045,100,5.909091,61724431
4755,3832,9.590909,2402598584
3882,100,3.045455,29962488
4755,1522,4.681818,763250934
5627,3655,2.636364,2042134990
3300,1522,7.954545,734513020
682,278,9.590909,23606971
1845,1522,9.181818,333200385
4755,3832,6.318182,2469973990
391,633,2.636364,26390626
3009,989,5.5,389107178
5336,1700,6.727273,1208630635
3882,1700,6.727273,920177739
3300,3299,4.681818,1166195305
1264,1166,3.863636,142146880
682,3832,4.272727,261265006
4464,1166,2.227273,413979691
3591,1344,1.818182,375296582
4755,633,6.727273,378586765
4755,2766,9.181818,1581757942
3300,1344,2.227273,343231612
4173,3655,8.772727,1797115509
1845,1344,2.227273,180997755
391,2944,3.045455,88378361
1555,1877,6.318182,387053536
2427,3655,8.363636,1371888225
3591,633,5.090909,246333648
5918,100,6.727273,83549048
1555,100,3.863636,14665523
5918,1522,1,677165723
3591,455,3.045455,148666756
973,455,9.181818,47771864
5336,278,5.5,170908319
5336,2588,3.863636,1436305465
4755,2055,6.318182,1277084402
3009,2233,2.227273,519231335
1555,3655,7.954545,865353417
2427,1700,1,261978883
682,1166,7.136364,106081168
5045,2766,4.681818,1756900430
3882,100,5.090909,40903978
1264,3121,1.409091,260238897
1264,278,3.045455,43588111
1264,278,9.181818,72228170
1555,989,3.863636,144771323
100,2055,8.363636,41839358
4173,2944,4.272727,1357273502
5045,100,1,29282330
2718,1166,1.409091,270698734
3300,1700,7.954545,848140458
973,3299,8.772727,362062438
391,811,8.363636,45904357
4464,3477,6.318182,1954878220
100,1522,5.090909,29215071
1845,278,7.136364,66037282
4173,1522,3.045455,533690427
100,2055,1.818182,14055938
3300,2944,3.454545,892740841
2427,633,2.636364,129028632
4755,278,4.272727,126849642
100,278,1.818182,4159800
3591,100,9.181818,95148593
5627,3299,1.409091,1547225393
4464,278,9.181818,132158163
3009,278,6.727273,110929051
3009,3832,1,983198369
4173,633,3.454545,245067631
1555,2410,7.136364,502093213
5045,633,9.181818,357236127
4464,3299,1.818182,1193399361
1264,3655,1.409091,309389848
3591,1700,7.545455,874634612
682,2233,9.590909,166097709
100,633,7.954545,11259979
1845,2410,8.772727,498463456
3591,278,9.181818,113327866
1264,455,8.363636,85288737
5045,2233,2.227273,966818449
2718,1344,9.590909,473468760
2136,989,8.363636,339671451
2718,1877,3.045455,439117309
100,811,7.954545,13859123
3591,1344,1,296182199
1845,2410,1.818182,322060984
4173,633,8.363636,403809176
973,3655,3.863636,331906248
5627,1522,5.090909,957065488
391,989,5.5,44797082
2718,1522,6.727273,608406253
5045,1166,8.772727,674778105
100,3299,8.363636,52051493
2427,1522,6.318182,489174704
4173,811,7.954545,503649493
682,3477,6.318182,284416976
3591,455,3.863636,146918387
5627,3121,6.318182,2358367865
682,3299,6.318182,270349097
4464,3655,4.681818,1912717632
5627,633,7.954545,573798822
1845,3832,3.045455,657121227
5045,3655,6.727273,2559639107
3009,1700,2.636364,417072054
3882,1700,1,510355089
4173,2588,7.954545,1687851655
3882,1522,4.272727,622106354
1264,1700,8.363636,316808278
391,989,3.454545,36126022
4755,633,9.590909,345495280
3591,3832,3.863636,1432405213
4464,100,2.227273,29458120
1264,3832,2.227273,373124870
4464,1700,3.863636,713721364
2718,1700,8.772727,521847447
1264,455,3.045455,48471486
5627,3832,5.090909,2544478974
3009,1700,9.181818,561706532
100,278,3.045455,3951177
1555,1166,2.227273,131349307
3882,2233,8.363636,1379645521
1264,3655,3.045455,390392003
5627,278,2.636364,113839779
4173,1166,3.454545,509062831
3882,2944,8.363636,1704272117
4755,3477,7.545455,2385904690
1264,1700,5.5,245407965
5336,1877,4.272727,1039702336
2427,3121,7.136364,1029258318
973,3832,8.772727,424193374
391,3121,7.954545,172537519
3009,3477,7.136364,1454627027
2718,989,7.136364,353834334
3300,100,2.636364,26718762
5045,1877,5.5,1128325270
1555,2766,3.045455,358400053
973,3655,3.045455,299147398
100,811,1,6034569
5918,100,5.909091,73223684
973,278,3.454545,22932732
2427,633,5.5,179044312
3009,2944,5.090909,1032414404
5045,3655,5.090909,2200764816
4755,2588,7.136364,1756665281
973,1522,6.318182,190315668
3009,2588,2.636364,639803013
4464,1166,7.545455,737177476
1845,1344,5.909091,284661141
2136,100,1.409091,13133971
973,811,9.590909,90627189
5627,2233,8.772727,1529324549
5918,2233,5.090909,1577633185
682,2233,6.727273,207130255
1845,3299,7.545455,885087276
1264,2233,3.454545,268791683
682,2410,9.590909,195366464
973,1166,7.136364,160608271
3300,2055,1.818182,523775405
5627,2055,3.454545,1179770491
5918,2588,3.863636,1579453816
3300,3299,7.954545,1614729314
100,1522,8.363636,25501194
391,3832,2.227273,97569455
1555,3299,8.772727,557545253
973,3121,7.954545,453535097
3009,633,1.818182,139332479
4755,100,2.227273,31047329
4755,3299,3.863636,1546010933
2136,278,1,31149836
3882,2588,9.590909,1225277992
100,2055,9.181818,24532856
5336,100,3.454545,47151822
1845,2588,3.863636,477098114
1264,3477,7.136364,607625543
1845,3832,7.954545,1055493158
5627,3299,3.863636,1981693736
5918,2588,5.5,1844607523
973,2233,9.590909,258179711
3009,2766,8.772727,989783596
1845,455,4.681818,81812477
3300,811,1.409091,189005410
5627,2766,3.045455,1393414757
391,3299,2.636364,99144212
100,989,3.863636,11358222
4173,1877,8.363636,1184573038
3009,1877,7.136364,746105260
3882,1700,7.545455,966942694
3591,1344,6.318182,619547001
4755,1166,7.954545,838045177
3009,2410,4.272727,733485372
5336,3832,7.545455,2972781751
5627,455,7.545455,347584781
2427,2944,1,480623074
2427,633,6.727273,200431413
5918,2233,6.727273,1848344087
391,2055,7.136364,101598540
5336,3121,1.818182,1378026959
2718,3121,5.090909,968707203
3300,2055,2.227273,571030872
4464,2588,7.136364,1546938439
2718,2588,9.590909,858384328
4755,3655,2.636364,1609429463
2718,2588,7.545455,974819172
3009,3121,8.772727,1021322107
1555,100,7.545455,22977400
3882,1344,7.545455,714391850
1555,278,1,29177564
1264,455,4.272727,55672757
4755,3121,1.818182,1157397816
5918,1344,8.772727,932675236
5627,2588,2.636364,1344906238
5627,278,3.454545,132175319
3882,3477,2.227273,1181908177
5336,811,6.318182,579619436
2427,2233,1,349354278
4464,2588,8.772727,1334277454
4755,2410,1.818182,950466817
4173,989,8.363636,639549005
2718,2410,1.409091,470187883
3300,3477,1.409091,894353680
5918,2588,3.045455,1458992045
4755,3477,7.136364,2322638939
5918,1877,6.727273,1551742652
3009,1344,8.772727,461079642
682,3477,7.954545,329524551
100,2410,2.636364,22313298
1264,3121,8.772727,445486606
391,2055,8.772727,88656693
4755,3299,6.318182,2011448288
2718,1166,6.727273,419577391
3009,455,7.954545,190462566
2427,2055,5.5,593532759
2718,633,4.272727,187065197
391,1166,1.409091,28855549
4173,2766,7.954545,1732026263
4173,2944,9.590909,1466467782
3591,1522,4.272727,540955347
3300,2233,1.409091,574573654
4173,1166,2.227273,390410345
4755,2588,3.045455,1099365090
391,3299,9.590909,141876151
4464,1877,8.772727,940704717
4464,989,8.772727,486736526
3591,3832,1.409091,1056978364
2427,2766,6.318182,879211961
100,2766,3.045455,23866434
3009,278,1.409091,48591808
1555,2944,3.863636,490491105
5045,3299,4.272727,1899970938
3591,1344,8.772727,537800058
3300,811,1.818182,187031319
4173,3832,8.772727,1814064284
1264,3655,5.5,526363561
3591,2944,7.954545,1623443593
4755,2766,7.954545,1996685393
1264,1522,5.5,226914727
3300,3655,3.045455,1113067932
3591,3299,1,876305512
3591,2766,4.681818,1088409291
5336,1344,7.136364,1007364140
2718,1877,2.227273,409299161
1845,1522,8.363636,395113730
5336,2410,9.590909,1631579734
5627,2766,2.636364,1380623114
1555,1522,5.090909,239209194
1845,1522,3.045455,291729906
2427,278,5.5,80148003
1555,2766,4.681818,435562792
4755,1700,3.045455,689440330
2718,1166,5.5,390725870
1555,3477,5.5,608305841
1845,633,3.863636,108007556
3300,1166,6.318182,528842274
1264,633,1.818182,55655575
3882,455,2.227273,131961376
4173,1166,9.181818,560704509
3591,2055,6.318182,933377293
2718,3299,3.454545,863760614
100,3655,7.545455,53673857
3591,1522,4.681818,580551608
5627,455,6.318182,307153908
1555,1700,3.454545,241239431
1264,2766,7.954545,498787416
2136,1522,5.909091,369642481
5627,3655,1.409091,1742497770
3591,278,5.090909,101756377
2427,1166,7.954545,405024001
3882,1522,1.409091,418169379
4464,633,1,199323011
4755,1522,9.181818,816085470
5627,2055,2.227273,975926850
391,3121,5.090909,123755504
2427,1522,2.636364,298740429
3300,2055,3.454545,702584607
2136,1700,7.136364,481732273
5336,1522,7.545455,1201873111
5336,2233,1.818182,945692765
4755,2055,5.5,1175486085
5627,1877,3.863636,1107272377
391,1877,5.090909,71569022
3300,1522,7.545455,724693536
5336,2944,7.545455,2470620510
3591,633,5.5,300245332
973,3655,2.636364,281479027
1845,2233,5.090909,469702185
1555,1166,9.181818,231433828
3591,3655,6.318182,1704748136
2718,633,9.181818,233102469
2136,100,4.681818,21622321
973,811,7.545455,108818807
3300,1166,5.909091,453140838
5627,278,5.5,168007463
2427,811,8.363636,281521837
5627,989,3.454545,529655566
2718,3121,8.772727,958722135
1555,100,4.681818,17205790
973,2233,2.636364,176120315
682,989,6.727273,93180547
2136,455,3.454545,88969076
973,3477,5.090909,362593157
4173,3832,2.636364,1469075840
5045,3832,4.681818,2218530642
100,3299,7.545455,48831499
973,3121,7.545455,413628016
973,811,3.454545,72279408
3009,3832,1.409091,896355153
3591,3477,6.727273,1710283299
973,2055,3.863636,178182781
2427,455,8.772727,125781725
2718,2233,8.363636,892022307
2427,2944,5.090909,859607531
3009,3477,1,747753445
3882,2410,2.227273,801617656
1264,1166,4.681818,152294815
1845,100,3.045455,15836387
2718,1877,9.590909,634744250
973,3299,4.272727,315472235
3300,3832,6.318182,1676521649
4173,811,4.681818,366683090
3300,2410,3.454545,732059269
4755,2233,3.045455,986572623
1845,1700,7.545455,438208943
2427,811,4.681818,201542019
5336,989,3.045455,456131933
2136,3121,7.545455,947721798
5045,811,5.5,478893652
100,1700,9.181818,21396208
2136,1877,3.863636,395798371
3009,2233,7.954545,959675111
3882,3655,4.681818,1546943043
2718,2410,7.545455,942921099
3009,1522,1.818182,327120604
1264,3832,1.409091,328786546
1555,2233,5.909091,401438486
1555,2766,1.818182,339097244
682,1700,4.272727,111558099
391,2055,8.363636,137063123
5045,278,1.818182,105959444
2718,989,9.181818,309577110
1845,3121,2.227273,446030440
1845,3655,8.772727,751931324
973,2410,5.090909,245105506
1264,1522,7.545455,267928782
391,2944,3.863636,100867218
3300,2766,9.181818,1108831661
973,2410,3.863636,224609475
3300,811,5.909091,313460801
4464,278,8.772727,133253232
1555,278,9.181818,50354359
682,2588,3.863636,151992405
4464,3121,5.090909,1575825090
973,455,5.909091,55589182
5045,3299,8.363636,2601774387
3300,3655,5.5,1503624275
1264,1700,3.045455,226005701
391,1522,5.5,66858724
973,2944,2.227273,214514260
5336,633,6.727273,483932714
5045,2588,2.227273,1023056065
3591,2588,1.818182,720675980
5627,633,6.318182,453477182
1845,455,5.090909,96444709
1264,2766,2.227273,302900807
4755,2055,3.045455,919885713
391,100,5.090909,6216045
4173,2766,5.909091,1390340937
3882,1344,3.863636,501472561
1555,2055,9.590909,391756039
2718,3832,1.818182,783816040
3009,2410,4.681818,774723117
5336,3299,3.454545,1756171395
4173,3655,5.909091,1816019088
3591,2055,1.409091,555758047
4755,3655,5.090909,2061169176
4173,633,2.636364,211138084
3882,2766,3.045455,1031372651
4464,278,2.636364,90001929
2136,1522,6.318182,403535464
3300,1166,7.136364,554194601
682,633,2.227273,32231527
100,3121,5.090909,34241825
3882,989,1.818182,277499800
2136,1166,1.818182,197366215
3300,1522,5.5,579014578
4755,2055,7.954545,1435171649
4464,455,4.272727,197215260
5045,3299,6.318182,2256015185
2136,3299,3.454545,656307426
1555,1166,7.954545,258771287
5336,1522,1,569022170
3591,1877,6.318182,838652673
5918,2055,7.545455,1825903066
2718,2588,2.227273,546983009
3009,2766,5.5,954613593
5627,1166,9.181818,731913292
4173,2944,1,908911058
4173,2055,4.681818,891472715
391,1522,3.045455,46765040
4173,3477,9.590909,1746997024
2136,2588,7.545455,758215918
391,1700,7.954545,95677964
100,3477,2.227273,25753134
1264,1700,6.727273,266650589
100,2766,1,15780547
2427,100,6.318182,34611172
3009,1877,8.363636,917780796
2136,1344,3.454545,266376487
1555,811,3.863636,121687103
2427,455,5.090909,123265460
5627,1344,5.5,919489070
1555,1344,5.090909,222522141
2718,2055,7.954545,833495948
2718,1166,4.272727,333307822
3009,2055,5.090909,671308755
3300,3477,9.181818,1339182618
2427,989,5.5,297475742
4755,2588,7.954545,1817741834
1845,3299,3.454545,596912568
5918,633,4.272727,421620561
4173,2944,1.409091,941894484
5918,278,9.590909,192261461
5336,1166,6.318182,825734140
4464,1877,2.636364,791429071
100,1344,5.909091,17031125
1264,1344,6.318182,212592127
2427,989,9.590909,270168606
2718,1877,5.090909,596014384
5627,2766,7.954545,2606379273
391,811,1,25326293
3882,1522,4.681818,615636501
1264,3655,1.818182,344744795
3300,3121,7.954545,1592303712
4173,3832,4.272727,1880842371
1555,3299,3.454545,474924365
5627,2410,1.818182,1099602256
4755,1522,7.136364,1051123060
3300,1166,2.636364,313010348
3300,1522,5.090909,542248630
5627,2944,5.090909,1910231162
1845,811,7.545455,233057093
2427,100,5.5,31117320
4173,278,4.272727,104932411
1845,455,2.227273,112514336
4464,3299,4.272727,1645901319
682,3655,5.5,272675656
3300,2055,5.5,763883215
3300,1877,8.363636,945399894
2718,3299,5.909091,1045216539
4755,1522,9.590909,848860911
1264,3832,8.772727,557161427
3009,633,7.545455,286646096
2718,3121,3.863636,880676810
1555,811,4.681818,132516287
4464,2055,2.227273,783605435
391,100,1,3714837
4755,3299,3.454545,1480554288
5918,1166,6.727273,922581744
2136,1700,9.590909,451714483
3009,1877,7.545455,783145621
1264,2233,2.636364,219833051
100,1877,4.272727,19734881
682,1166,7.545455,106061209
3591,3477,3.863636,1270090161
682,989,7.954545,97800971
1264,2410,3.045455,266755937
100,1344,2.227273,10687996
5627,278,8.363636,224568792
4173,2766,3.863636,1156512719
5627,1344,6.318182,991120729
973,1877,5.5,200930259
2718,633,4.681818,183454060
100,2233,7.954545,37205411
682,2410,1.409091,93206029
2718,1344,1.818182,276576587
2136,1522,5.5,445596218
2427,3832,8.363636,1379925267
3882,3299,9.590909,1464292199
3591,1700,1,431374500
1264,3832,3.863636,447224671
100,989,6.318182,14720065
5045,100,3.045455,42015561
100,811,2.636364,9866572
3882,1877,6.318182,931695482
3009,100,5.5,34671321
3300,3832,8.772727,1527149921
5627,3121,9.181818,2174052003
2718,3655,8.363636,1516968564
5045,1166,4.681818,616278669
3591,2055,1,501170580
4464,2055,3.454545,851158011
2136,278,2.227273,38710683
5336,3121,6.318182,2241021545
2427,1700,7.136364,550034855
4464,2410,3.863636,1063556750
2136,1344,5.909091,344628253
2718,100,3.045455,21699240
5336,2944,4.681818,1876355373
3300,3655,1,956806222
5918,1522,7.954545,1356931821
2427,100,4.272727,26725728
4464,3832,2.227273,1531882134
3882,3299,2.227273,1123692443
1264,1700,7.136364,276088522
3591,3121,6.318182,1521399266
5918,1166,7.545455,998593666
3009,455,3.863636,127290464
5045,633,6.318182,398285690
2136,2766,2.227273,507739046
3009,3832,6.727273,1509592891
1264,278,7.136364,50651908
682,1877,8.363636,180008770
3009,100,3.045455,26975848
3300,811,9.590909,334374926
3882,3655,3.454545,1326986019
5336,1700,4.681818,1031785557
2136,1522,1.409091,224650531
3882,989,1.409091,255604944
5336,633,8.772727,391581486
4464,3832,5.909091,2208656628
1264,2944,6.727273,470049016
3009,1522,3.045455,390388572
2718,989,5.909091,360359850
5627,3477,3.454545,2053835700
1555,989,5.909091,178167913
4464,100,9.590909,83380463
3300,1877,3.045455,593508670
2427,1877,2.227273,359657911
4173,455,2.227273,135488050
4464,2766,3.045455,1195404608
3591,3121,4.681818,1269542954
3300,2766,7.954545,1358381248
4755,811,2.636364,336646669
3300,3655,5.909091,1472470349
3300,3832,5.090909,1412984024
4173,2233,5.5,1149607961
1264,1877,5.5,293567963
5336,2055,5.909091,1296559044
5918,100,9.590909,72326458
391,3477,2.636364,135798638
1555,278,8.363636,65946117
4464,1877,6.727273,1066336394
1845,2944,2.227273,447435436
1555,278,7.954545,62376532
5627,455,9.181818,306469368
4173,455,2.636364,160946570
4464,3655,1.818182,1339404857
4173,1166,5.909091,585160276
5336,2055,1,781770905
100,1166,6.318182,15998632
4173,3477,5.5,1782686515
4464,1700,1.818182,569818003
973,3655,7.136364,463772091
3300,2055,2.636364,585476993
