ImageWidth,ImageHeight,Sigma,runtime
5336,1877,5.909091,1279694871
1845,2055,4.272727,403278295
973,100,2.227273,9040545
2427,2055,6.727273,650423424
2427,3121,7.954545,1115661653
973,3121,5.090909,305293427
4173,3477,6.727273,1899958949
391,3477,5.909091,145814440
4173,100,2.227273,28313692
4464,633,7.954545,433771344
5336,1522,7.954545,1212265215
100,1166,6.727273,16515660
5045,3655,2.636364,1747965717
4755,2588,7.545455,1774933853
5627,3477,8.363636,3112874732
2136,1522,1,216356261
1845,3655,5.909091,807819002
3009,455,5.090909,146400167
3882,2766,2.227273,887395451
1845,989,2.636364,150241796
5045,1700,7.545455,1242280101
973,1344,3.045455,104555543
100,1877,3.045455,16577460
4464,3299,3.863636,1527555157
5627,278,9.590909,170533832
2718,3832,6.318182,1363434934
3009,3299,2.227273,821543050
100,100,4.272727,2963806
2136,3121,4.681818,691453804
4755,1166,1.818182,415246754
3300,1700,9.181818,705234396
3591,1877,7.136364,930027288
3882,989,6.318182,535762126
973,2766,1.818182,181903971
682,989,5.090909,116079278
973,3832,7.136364,528534310
682,3299,6.727273,268399678
3591,2055,7.136364,990222800
3009,1166,5.909091,422275935
1555,2410,7.954545,539653491
973,2233,1.409091,136328363
5918,1344,2.227273,671707423
3882,3832,3.454545,1428298566
1555,100,7.136364,23117804
391,3121,7.136364,156865765
5627,100,3.863636,91685388
973,3832,9.181818,518125626
4464,3121,8.363636,2122832769
3300,3299,9.181818,1532036945
1264,2410,5.5,392861389
100,3655,5.909091,46170875
3009,1522,9.181818,543951364
3009,3655,4.681818,1216291451
1845,989,9.590909,217669398
4173,633,1.818182,276596875
4755,811,3.045455,367864046
4464,2410,9.181818,1226652500
3882,1522,1.818182,432447914
3009,278,2.227273,55365114
391,1700,6.318182,80357380
5627,3299,6.727273,2572892490
3591,455,8.363636,250613127
2718,2588,1,456693744
5336,2588,6.727273,1908096040
100,3299,6.318182,55592977
3300,2233,3.045455,670708257
391,2588,5.090909,103811635
2427,455,5.5,133527602
4464,633,8.772727,318077298
3882,1344,2.227273,425662968
3882,1877,1.409091,549036544
5336,1166,1,462096403
1264,455,1.409091,38302547
5627,989,8.772727,622825803
3882,2588,7.545455,1502598637
4464,455,2.227273,152629260
2136,278,2.636364,42300850
3591,2766,8.363636,1494683770
4755,2233,4.272727,1149685694
973,1700,4.272727,178376516
5045,3121,5.090909,1821569308
5045,3477,7.136364,2545381119
5045,2055,7.545455,1522075897
5045,455,5.090909,253343915
4173,2588,2.636364,953027265
682,3121,1,159174810
682,633,9.590909,50880826
1845,1344,2.636364,204586958
1555,3121,2.636364,407727610
4173,278,9.181818,128954536
5045,2233,3.863636,1104189922
4755,455,5.909091,264218296
973,3832,5.5,421311023
3882,100,2.227273,28262057
682,3477,1,128654581
973,3299,4.681818,319357143
4173,1700,2.227273,596369864
391,455,3.454545,15672626
100,100,8.363636,3600108
4173,811,9.181818,442131106
4464,2944,3.454545,1282859832
1555,989,9.181818,176826649
3009,3655,8.363636,1709944919
2136,1344,7.954545,457527663
3009,2944,3.863636,896975361
5336,3832,2.227273,1875982582
5627,3655,2.227273,1830484055
973,811,1.818182,64751758
3882,633,9.590909,294419071
100,3121,7.545455,45892218
2136,3655,2.227273,606501856
1845,811,1,92024627
4464,1166,7.136364,720488892
391,811,7.954545,47795958
4173,100,9.181818,56088975
3009,3655,5.909091,1371254796
3300,455,1.409091,121210792
2718,633,5.090909,185367588
2136,2588,3.863636,520993294
2718,1877,4.272727,566876385
2136,3477,1.818182,580526176
4755,989,1.818182,345115269
2136,989,3.863636,197119590
4173,3655,8.363636,2413779988
4755,2588,1,893484747
682,2055,3.045455,110126184
682,1700,7.136364,169356130
5045,278,2.636364,116862126
1555,1700,6.318182,359966440
5336,3832,8.772727,2570304195
973,2766,4.681818,263869909
2136,2766,1.818182,430082370
5627,1344,7.136364,996477280
391,2766,2.636364,78841343
5918,2233,3.454545,1292507339
2427,2233,5.090909,646882352
3591,100,7.136364,50753674
3009,2766,1.409091,576660571
5045,3655,1.818182,1667387852
3882,455,1.409091,166779321
391,2944,2.227273,85633623
2718,811,1.409091,169098842
4755,455,3.863636,205942855
2718,1344,3.045455,322297934
1264,3477,2.636364,355180376
3882,1700,9.181818,809471003
5627,811,5.909091,570100002
682,3832,2.227273,184832044
5627,2766,9.590909,1980898452
5045,3299,9.590909,2026190038
4464,633,3.454545,279069187
5045,2944,1.818182,1197477596
4464,1522,1.409091,487398470
3882,2588,4.272727,1159280653
1264,2766,4.681818,369528473
682,2766,8.363636,285184368
391,3655,3.863636,126934904
5918,1166,5.090909,788380735
5336,2944,5.090909,1786492546
3882,2055,9.181818,918265409
100,989,3.454545,12791472
4464,633,4.272727,299453915
5336,2766,3.045455,1326609117
5045,633,6.727273,418962387
973,811,5.090909,86473566
2718,3832,1,692018550
3882,455,3.045455,172462972
973,100,8.772727,13704886
1845,2588,9.590909,545927033
4464,3299,1,1196495275
5045,2766,9.181818,1669932437
5918,1344,2.636364,646033664
1555,455,7.136364,93971673
682,3121,6.727273,279833545
2718,2588,5.090909,782009813
3882,3299,3.454545,1269242442
4755,3477,3.045455,1492157029
1264,3832,3.045455,464258713
2718,811,7.954545,315003721
1555,3121,2.227273,388106270
682,3832,3.863636,241410884
1845,2410,4.272727,441558150
4464,2766,4.681818,1349875238
391,278,2.227273,8618407
682,3121,7.136364,298330457
5045,3477,3.045455,1682144560
5045,455,4.681818,239369121
1555,2055,5.090909,354703584
2718,2055,5.909091,687785030
100,2766,7.136364,42067871
4464,2766,9.181818,1511921891
3882,278,5.5,122519926
4173,2055,5.090909,918518856
100,2233,8.772727,29707531
4173,1522,3.863636,641669064
391,1344,9.590909,67571572
2136,1877,8.363636,608176871
1845,1700,8.772727,370818347
3591,1700,4.272727,647680840
4173,2410,6.318182,1310628409
682,1522,7.954545,144756182
1264,278,1.409091,20084936
5627,455,8.772727,324439998
5336,1522,6.318182,1067590872
5336,1166,1.409091,430578594
3591,2588,5.5,1103286334
1845,455,5.5,100142186
5627,100,2.227273,37126784
682,1166,8.772727,83960877
1264,3299,5.909091,485003913
391,455,6.727273,24990242
3300,1344,6.318182,592783794
100,2766,5.5,36474760
5918,100,7.545455,84824156
4464,633,5.909091,333709009
4755,2055,3.863636,994615415
5336,811,3.454545,433207924
2718,3121,9.181818,1060951386
2427,1166,8.772727,312016690
4464,100,3.454545,39288985
4173,2588,6.318182,1422992797
3300,3121,3.454545,1012586445
5918,1344,1.409091,552903507
4755,2055,1,696798820
682,2944,2.227273,147243575
100,3832,4.272727,41370363
100,3655,9.181818,41730045
5045,1344,1,457284158
5045,1877,9.590909,1125261568
2136,1166,6.727273,305693305
682,1877,5.5,144597653
5045,3832,3.045455,1983156603
2136,3121,9.590909,776259357
4173,278,5.090909,136387571
4755,2233,4.681818,1192467366
2718,1522,1.409091,286346713
100,2944,4.272727,32268542
2427,3832,6.727273,1182085946
5627,2233,1,911251540
3300,3299,2.227273,937477861
5918,2410,5.909091,1799456417
100,3299,9.590909,38994915
1845,2944,1,368581405
2427,989,5.090909,255634946
3882,2233,7.136364,1130748556
2718,3121,7.954545,1325446038
2718,278,6.727273,106312682
5045,3655,7.136364,2658011303
100,3477,7.545455,51568773
3300,3832,5.5,1557409859
3882,3832,4.681818,1801720667
2136,2410,2.227273,392364802
2718,1522,5.090909,441854526
2718,989,4.681818,272672864
1555,3299,3.863636,554620074
5336,455,6.318182,305766256
1555,1522,8.772727,262220166
682,2766,1.818182,120125598
3882,2410,1.818182,773111739
682,3299,9.181818,257736584
2718,1344,1,240761783
5627,1166,4.272727,680566648
5336,2233,7.954545,1777530543
4755,1522,7.545455,1039254820
1555,1166,5.5,197780862
391,1522,5.090909,60596183
100,2588,3.454545,23431816
5627,278,5.909091,179104251
2718,633,3.454545,175022282
100,3299,3.454545,28766441
100,1166,4.681818,19478464
4464,811,6.727273,488329872
100,3655,9.590909,42994772
4464,2588,4.681818,1289048125
682,811,3.045455,43646380
2136,811,5.5,198429333
4464,1700,2.227273,601056026
1264,3299,3.454545,372806395
5918,1166,7.954545,1048417793
5627,2944,5.909091,2191744377
5627,2410,3.454545,1415914821
2718,3121,4.272727,897108599
3300,3832,2.227273,1040678051
1264,1522,9.590909,212562514
5918,1877,9.181818,1319192227
4173,1700,6.727273,915103696
3882,633,8.772727,275940787
3009,1877,1,379200962
1845,2410,6.318182,555241829
4755,2588,9.181818,1368755431
4755,2766,8.772727,1541276027
2427,278,6.727273,89114711
3300,100,7.954545,49978148
100,1166,5.090909,14138232
1264,811,4.272727,124219139
391,3121,5.5,135613294
4464,3655,6.318182,2168130310
682,2233,3.863636,136966805
4173,989,5.909091,521458427
5918,2410,9.590909,1701360638
1555,3299,7.954545,719234386
2427,100,3.045455,23814995
2718,3477,4.272727,993260239
5045,3121,9.590909,1915356160
1555,811,7.954545,178010620
5336,455,7.545455,322373687
4464,1344,7.954545,933314812
4464,2055,3.863636,932231980
682,2766,2.227273,155165871
5045,1700,3.045455,793317795
3300,278,9.590909,102063605
1264,1877,4.681818,269882347
2427,278,3.454545,65787173
4755,633,7.545455,502390107
2718,1344,9.181818,458455552
391,3299,7.136364,161540682
1555,1166,7.545455,244386544
1555,2944,4.272727,480255135
3300,2055,6.318182,867095285
5627,278,4.272727,146691836
3882,2410,5.090909,1045890395
1555,1166,6.727273,229186051
3591,1166,5.909091,487744919
1555,278,5.909091,48804733
4464,811,6.318182,476710025
2718,1522,5.5,467082822
973,2588,5.5,278138893
1264,3655,2.636364,389621439
3882,2233,1.409091,691619596
5918,1700,5.5,1241180404
5627,1877,8.772727,1256347115
100,3299,4.681818,37166317
3009,2588,1,546296937
3009,2233,3.863636,641735212
2136,3299,9.181818,866639650
5627,2055,6.318182,1569951950
4173,2233,2.227273,713407760
682,3299,9.590909,250108667
4173,1166,5.5,599579356
5627,278,8.772727,166928273
2718,1344,8.363636,538080297
5045,2588,9.181818,1518780361
5336,1166,5.909091,771516527
682,455,2.227273,20642920
4755,3832,1.409091,1496838934
100,2588,5.090909,37103207
5045,2944,8.772727,1769764906
4464,1522,9.181818,817899467
2427,1877,9.590909,561888409
1264,2410,8.363636,440499948
2136,3121,5.909091,798419570
3009,989,3.454545,281084851
5336,1522,1.818182,606166060
2427,1700,7.954545,594396946
2718,3299,6.318182,1303979297
4173,278,1.818182,88882839
1555,1877,4.681818,309050830
5627,811,5.5,586187344
3300,811,7.954545,446325565
3591,2944,4.272727,1170012704
100,1700,6.727273,42489952
4464,989,6.727273,605478952
682,2233,4.272727,146611892
3009,1522,8.772727,495753188
3882,1344,4.681818,547640617
3300,1522,9.181818,604664223
3009,3121,5.5,1119741608
3009,2410,6.727273,912993993
391,3655,6.318182,173027256
4173,3832,1,1176694687
4755,278,8.772727,152273148
4464,1700,3.045455,690927060
3300,100,9.590909,42078392
100,1877,6.727273,25601667
3300,1522,7.136364,712748814
4464,2766,4.272727,1291238308
2427,989,3.454545,229253877
1845,3121,4.272727,636582634
2718,2410,5.909091,784471805
100,3832,5.090909,44215014
2718,3121,6.318182,1053429754
3300,1166,5.090909,417238931
2427,2944,6.318182,932698785
391,633,7.136364,55099869
5336,100,3.045455,47031997
3009,3655,7.545455,1553953876
3882,633,5.5,304298079
3882,633,3.863636,233825124
973,1166,6.318182,140783510
100,1877,5.909091,23459652
2718,811,7.136364,289411409
4173,1344,4.681818,606268306
1264,989,7.136364,190418242
2718,3655,7.545455,1357022739
2718,3832,9.181818,1263311460
5045,3477,3.863636,1994270394
3591,811,6.727273,382077540
5918,1166,1.818182,491873240
4755,2766,6.727273,1763725627
2136,633,2.636364,104680826
2718,3655,7.954545,1497470531
391,1700,5.5,70251210
3300,455,4.272727,169211585
3300,2410,5.090909,920286658
4464,989,7.136364,600632245
682,3832,3.454545,227572457
1264,1166,5.5,167493621
3882,633,4.272727,255817157
5627,2233,8.363636,1907556202
5336,2766,4.681818,1687084124
391,2944,1,63382767
682,633,9.181818,50696085
2427,3832,7.136364,1257592809
5336,3121,7.954545,2696295091
682,1877,1,74145670
2427,1522,1,260573938
682,3121,3.045455,163816051
5627,3832,9.181818,2768661856
391,989,7.954545,57165780
1264,3832,6.727273,666270458
3300,2766,7.545455,1298913073
682,2944,5.909091,215804994
2427,3655,3.045455,812434414
5336,2588,1.818182,1172312616
1845,811,4.272727,154527985
682,1166,2.227273,53474212
1555,3655,1.818182,412063515
1555,3299,2.227273,440710497
5336,100,7.136364,76895086
5627,3121,3.863636,1800695674
100,1877,1.818182,16683546
5918,278,3.045455,125192598
4755,2766,3.863636,1337799622
4464,3121,3.045455,1380288418
100,2766,2.227273,26163002
2136,3121,1.409091,460303731
3009,455,4.681818,148915312
2136,2588,1.818182,448513643
391,1700,5.090909,66349551
3882,3299,1,960423787
5627,1344,5.909091,886305984
3882,989,5.090909,439406095
973,1877,1.409091,115676879
1845,1877,7.954545,559190219
4464,3299,2.636364,1400142073
2136,2055,5.909091,536000504
3009,2410,5.909091,909338331
1845,2055,4.681818,396411780
5045,3832,1.409091,1644800654
5627,100,1.409091,39468712
973,3299,3.045455,279729204
1264,2410,4.272727,315359993
4173,2233,6.318182,1146794901
1845,455,8.363636,129316839
2718,2055,3.863636,534811707
100,633,5.090909,8804298
3882,2233,4.681818,923153005
5627,989,7.136364,746829699
2718,2944,3.863636,891077745
5336,1344,1.818182,533918133
1845,3121,9.590909,634546628
100,989,3.045455,9959968
5045,3299,5.909091,2128382217
3882,989,2.636364,301752405
682,1522,3.045455,79684558
5045,989,4.681818,557437368
391,989,5.909091,47705123
973,3655,7.545455,491954257
2718,3121,9.590909,1028331417
5045,1166,5.5,737430654
4464,1700,8.772727,845578970
100,100,6.318182,3325437
1555,811,3.045455,103520152
4755,455,7.954545,323178824
1264,989,5.909091,152651960
1264,3655,8.363636,687008131
2427,3477,4.681818,893585438
1264,633,6.318182,112622802
3009,1344,6.727273,553793678
3882,811,1,220812528
1555,1166,8.772727,195741765
3009,633,2.227273,140181556
5918,2233,9.590909,1525204956
682,3832,9.181818,290470080
4464,3655,8.772727,1880036424
3882,1344,8.363636,796399770
4173,633,3.045455,222131384
5045,1700,7.136364,1194508115
682,1877,4.681818,122923962
5627,633,7.136364,501212050
5336,3655,9.590909,2520317882
2427,3121,1.818182,594228733
2136,2233,7.954545,753821755
100,2766,1.409091,17449607
391,2766,4.681818,117350810
5336,3477,6.727273,2576668554
1264,3299,7.954545,598593283
1845,2766,1.818182,365393244
5336,1344,2.227273,621962406
100,2944,5.909091,39882251
4173,1344,4.272727,562223712
2427,633,1.409091,106761749
391,3299,3.863636,112139163
3591,278,7.545455,129079340
100,633,7.136364,10456237
2718,3477,2.227273,732335159
5045,1700,1,605994812
5627,455,9.590909,298660149
2718,455,5.090909,128319604
5918,989,2.636364,511741630
4173,278,7.136364,163706596
2136,1700,1.818182,264815325
5918,455,8.363636,397324354
2718,3299,8.363636,1352297895
1845,3832,5.909091,900811311
5627,3655,5.090909,2492998266
4173,2766,9.590909,1388881542
973,1877,3.454545,156695287
5918,989,2.227273,466263767
2427,811,6.727273,262439862
4464,100,2.636364,33334167
5627,2944,9.590909,1996255294
4755,1522,1,498014500
682,2055,4.681818,135593807
2136,2588,4.681818,561428584
3591,100,8.363636,56514828
5627,2410,5.090909,1594336620
2427,455,9.590909,124715239
3882,3477,6.727273,1811065518
1264,455,3.863636,55473894
5336,1700,5.5,1041322718
1264,3299,8.772727,519640905
2427,2233,5.909091,670912572
1264,2233,5.090909,303507540
100,455,2.227273,5006753
3300,2944,9.181818,1121342553
100,2233,1.409091,14410899
3009,1344,7.136364,565651849
1845,3655,9.181818,806848780
391,2233,7.954545,124271390
100,100,1.818182,2853390
1845,2233,1,277779145
3591,1166,4.681818,452626415
1264,989,3.045455,104143767
682,633,1.409091,25685940
100,1344,6.318182,18339101
682,2055,5.5,153693084
4173,2055,8.772727,967973497
5336,3655,1,1570844519
5045,2588,7.545455,1922352370
973,989,4.272727,97119149
3591,455,4.681818,185065633
973,2055,2.227273,158799773
1555,989,2.636364,145698979
4173,3121,8.363636,2001528683
2427,811,1.818182,142113473
3882,2055,8.363636,1211656309
4464,3832,4.681818,1996368181
5045,455,8.363636,343125621
4755,2410,1.409091,924265219
973,2410,9.590909,263216471
4464,2766,3.454545,1175669008
2718,2410,9.181818,767661455
1264,1522,7.136364,272132886
4173,3477,2.227273,1235625782
5336,989,7.545455,723930079
4173,1166,3.863636,464604564
4755,3299,9.590909,2034521625
5627,3477,9.590909,2581718671
3300,2233,3.454545,665151035
4173,3832,8.363636,2376305858
5045,811,4.681818,434153062
973,3299,7.545455,428749738
973,3832,1,234238574
3009,811,2.227273,185603847
3882,811,1.409091,209466459
2427,3477,4.272727,909105829
5627,100,2.636364,40603865
2718,1700,6.318182,580645328
973,1877,6.727273,227873904
3300,1166,3.863636,369422219
3591,3299,8.772727,1392010494
682,3655,2.227273,174018100
1555,1522,5.5,266860261
1845,1344,4.681818,261486174
100,1166,3.454545,11787920
4755,100,7.136364,66455475
4464,1700,9.181818,863281768
391,2588,6.318182,121087101
4755,3121,1,1118206402
5627,278,6.318182,180744878
1555,1522,7.545455,347113810
973,989,5.090909,100009753
5918,1877,1.409091,865248188
5336,3477,3.454545,1923783554
1555,3299,5.090909,553587955
5336,455,9.590909,282971148
682,989,3.454545,64150944
1264,1522,8.363636,282717931
682,1522,6.727273,140335669
4755,3655,3.045455,1710044628
5045,2410,8.363636,2043893788
4464,2944,6.318182,1731160139
3882,633,6.727273,342066783
5918,1877,7.954545,1739396580
3882,1166,5.090909,530015264
3300,2766,2.227273,770333578
100,278,2.636364,3873025
4464,3832,6.318182,2241166987
973,2233,7.136364,278013107
391,3832,9.590909,167833474
5045,1700,3.454545,783371351
4755,3832,3.454545,1866246368
2427,633,9.590909,172778361
2136,2410,1.818182,370129627
5627,989,3.863636,549961815
5627,3655,7.954545,3187385364
1845,1700,2.636364,244771464
100,811,5.909091,11440605
973,1877,2.227273,128477451
4464,3832,9.181818,2084557465
1555,1344,9.181818,296948554
1555,3832,7.545455,839298111
100,1522,9.590909,29263753
4755,100,4.681818,58541513
5627,455,4.681818,289252451
2718,633,3.045455,146081899
391,278,5.090909,12378862
5336,1522,9.181818,945233466
100,1877,7.954545,28910498
1264,3655,7.136364,618188763
2718,1700,1.409091,325585159
1555,3655,8.772727,680072289
4755,633,4.272727,362612057
3882,455,6.727273,225573315
2427,2766,3.863636,685717332
5336,3477,5.909091,2335288706
973,278,7.954545,50457949
100,2055,5.5,25005470
1555,989,1,100898675
2136,2766,4.681818,601020047
4464,278,9.590909,133230064
973,633,8.772727,72260972
100,3121,3.454545,26634880
2136,3477,3.045455,661546204
5045,3121,4.272727,1801864880
1845,455,1,51322222
4755,2588,8.363636,1893639931
3882,1166,5.909091,570076476
